36	qu’il n’a el monde dame ne damoisele 	quil na el monde dame ne damoisele 	41
37	a cui je la donnasse. » 	a qui ge la donasse. 	42
38	Et cele l’an mercie moult, 	et cele len mercie molt.	43
39	si la prant joieuse et liee, 	si la prent liee et ioieuse. 	44
40	puis li donna J. fermail d’or 	puis li done .i. fremail dor.	45
41	et li prie 	et li prie 	46
42	qu’il le port a son col 	que il le port a son col. 	47
43	por l’amor de lui, 	por amor de lui 	48
44	et il dist 	et il dit 	49
45	que si fera il volentiers. 	que si fera il uolenters. 	50
46	Lors demande ses armes 	lors demande ses armes. 	51
47	et l’an li aporte; 	et len li aporte. 	52
48	et quant il fu armez bien et bel, 	Et quant il fu armez bien et bel. 	53
49	si prant congié a touz cels de laienz 	si prent congie a touz cels de laienz. 	54
50	et puis monte en son cheval 	puis monte en son cheual. 	55
51	et s’em part entre lui et Lyonel et la vielle 	et sen part entre lui et lyonel. et la uieille 	56
52	qui les mainne tant amont et aval 	qui les maine tant amont et aual. 	57
53	qu’il vindrent au chastel 	quil uindrent au chastel.	58
54	que li. V. frere tenoient 	que li .u. frere tenoient. 	59
55	que li dus Karles lor peres guerreoit, cil a cui Gaheriez aidoit. 	qui li dux karles leur pere gerreoient. Cil a |qui gaeħ aidoit. 	60|61
56	Et quant Lanceloz i vint, il avoient ja perdu toute lor terre ne mes I. chastiax 	Et quant lanc̃. uint. il auoient ia perdue toute lor tre. ne mes .i. chastel 	62
57	dont il n’osoient issir 	dont il nosoient issir.	63
58	et a la derrienne bataille avoient il perdu la moitié de lor homes. 	et a la derreniere bataille auoient il perdu la moitie de lor homes. 	64
59	Et quant la vielle ot laienz mené Lancelot, il demande la verité de la guerre; 	Et quant la uieille ot laienz amene lanc̃. il demande la uerite de la guerre. 	65
60	se li conte l’an les greingnors mençonges del monde 	si li conte len les greignors menchonges del monde. 	66
61	et blasment le duc a merveilles 	et blame len len duc a merueilles. 	67
62	et Lanceloz cuida	Et lanc̃. quida 	68
63	que ce fust voirs: 	que ce fust uoirs. 	69
64	si jura son sairement 	si iura son serement 	70
65	qu’il ne lairoit jamés les V. freres devant 	quil ne leroit iames les .u. freres 	71
66	que li dus fust deseritez, 	deuant que li dux fust desheritez. 	72
67	et ansi fist Lioniax. 	et aussi fist lyoniaux.	73
68	Quant la vielle vit 	Quant la uieille uit 	74
69	qu’il l’orent ainsi juré, 	quil orent einssi iure. 	75
70	si vint as V. freres 	si uint as .u. freres 	76
71	et lor dist: « 	et lor dist. 	77
72	Biax signor, il vos est mielz avenu 	Biax seignors. il uous est molt miex auenu	78
73	que vos ne cuidiez, 	que uous ne quidiez. 	79
74	car je vos ai ceanz tels Il. chevaliers amenez 	quar. ge uous ai caiens amene tiex .ii. cheualiers. 	80
75	qui mestront vostre guerre a fin ainz I. mois. »	qui metront uostre a̶ guerre a fin ainz .i. mois. 	81
76	Et cil demandent 	Et cil demandent 	82
77	qui il sont. « 	qui il sont par foi fet ele. 	83
78	Par foi, fait il, les nons ne poez vos ore pas savoir par moi, 	les nons ne poez uous ore pas sauoir par moi. 	84
79	car il le m’ont desfandu ; 	Car il le mont deffendu.	85
80	mais itant vos di je bien 	Mes itant uous di ge binen 	86
		que li uns est li mieldres cheualiers del monde. 	87
		Et por ce uous loe ge 	88
81	que vos ailliez a aux 	que uous ailliez a els. 	89
82	et lor faites si grant feste 	et leur fetes la greigneur ioie 	90
83	com l’an doit faire a II. si prodomes. » 	que len puet fere a .ii. si preudomes. 	91
84	Et cil les vont maintenant veoir et lor font la greingnor joie del monde 	Et cil les uont maintenant ueoir. |et leur font la greingneur ioie del monde. 	92|93
85	et se prometent i del tout a lor servise; 	et se prometent del tout a lor seruise. 	94
86	si firent la nuit moult grant feste a l’un et a l’autre. 	Si firent la nuit molt grant feste a lun et a lautre. 	95
87	Et au matin les menerent oîr messe a une chapele 	et au matin les menerent oir messe a une chapele	96
88|89	qui laienz estoit. l. |poi aprés prime conmancerent a crier par le chastel : « 	qui laienz estoit. un poi apres prime. commencierent a crier par le chastel. or as armes . montez seigneur cheualier . 	97
90	Or as armes ! Montez, seingnor chevalier,		
91	car nostre annemi sont ja a noz murs. » 	Car nostre anemi sont ia a nos murs. 	98
92	Et li V. frere sont venu a Lancelot 	Et li .u. frere sont uenu a lanc̃. 	99
93	et li demandent 	Et li demandent 	100
94	s’il voldra porter armes	se il uoldra porter armes. 	101
95	et il dist 	Et il dist	102
96	qu’il nel lairoit en nule manniere 	quil ne leroit en nule maniere 	103
97	qu’il n’alast veoir	quil nalast ueoir 	104
98	conment cil defors sevent jouster, « 	comment cil de hors seuent i oster. 	105
99	mais je voil, fet il 	mes ge uoil fet il 	106
100	que vos ailliez avant, 	que uous ailliez auant. 	107
101	et se? je voi 	Et se ie uoi 	108
102	que vos aiez mestier de mon cors, je vos secorrai. » 	que uous aiez mestier de moi ge uous secorrai. 	109
103	Lors fait aporter ses armes, 	Lors fet aporter ses armes. 	110
104|105	et|quant il est armez et bien et bel, 	Et quant il est armez et bel et bien. 	111
106	si s’an vait dusqu’a la porte del chastel 	si sen ret iusqua la porte du chastel	112
107	et fait mener encoste lui son destrier, 	et fet mener son destrier encoste lui. 	113
108|109	puis monte as creniax |por veoir 	puis monte as creniaus por ueoir 	114
110	conment cil defors assembleront a ceaux dedenz,	comment cil dehors assembleront A cil dedenz. 	115
111	et avez lui Lionnel. 	et auec lui lyonel.	116
112	Et li V. frere orent fait armer lor genz au mielz 	et li .u. frere. oreut fet armer lor gent. au miex 	117
113	qu’il pueent, 	quil porent 	118
114	puis issent fors contre lor ennemis et les reçurent assez bien 	et puis issent hoirs contre lor anemis. |Et les recurent asez bien A ce 	119|120
115	a ce qu’il estoient poi de gent, 	quil estoient poi de gent. 	121
116	et li autre en avoient moult; 	et li autre en auoient molt. 	122
117	si conmancerent la mellee moult dolereuse 	si commencierent la meslee molt dolereuse. 	123
118	dont il i ot maint chevalier mort et anversé a terre. 	dont il y ot maint cheualier mort et enuerse a terre. 	124
119|120	Si s’anfoïrent cil del chastel |tant que Gueheriez 	si sesforcierent cil du chastel tant que Gaħ. 	125
121	et si dui frere vindrent a la bataille a tout grant planté de gent. 	et si diu frere uindrent a la bataille atout grant plente de gent. 	126
122	Si tost com il furent assemblé, 	Si tost comme il furent assemble 	127
123	conmancerent a ferir et a abatre 	comme commencierent a ferir et a abatre. 	128
124	ne onques puis ne se tindrent li .V. frere, 	ne onques puis ne se tindrent li .u. frere. 	129
125	ainz les couvint foir, 	ainz les conuint foir 	130
126	ou il volsissent ou non : 	ou il uolsisent ou non. 	131
127	si ont assez perdu a cele empainte. 	si y ont assez perdu a cele empainte. 	132
128	Et quant Lanceloz vit 	Et quant lanc̃. uit 	133
129|130	que li .V. frere furent desconfit, |si dist a Lion	que li .u. frere furent desconfit si dist a lyon 	134
131	que or a il trop atendu ; 	que ore a il trop atendu. 	135
132	si descent des creniax et monte en son cheval 	si descent des carniaux. |et monte en son destrier.	136|137
133	et Lion ausinc; 	et lyon aussi. 	138
134	si s’an issent par mi la porte. 	si sen issent parmi la porte. 	139
135	Et Lanceloz ne resgarde onques fors la 	Et lanc̃. ne garda onques. fors la 	140
136	ou il voit la greingnor presse ; 	ou il uoit la greignor presse. 	141
137	si torne cele part 	si torne cele part 	142
138	et se fiert entr’aux	et se fiert entreulz 	143
139	et si fiert le premier 	et fiert si le premier 	144
140	qu’il ataint 	quil ataint 	145
141	qu’il le rue mort, 	quil le rue mort. 	146
142	puis point outre 	puis point outre 	147
143	et en abat I. autre, 	et en abat .i. autre. 	148
144	ausi fait Lion. 	et aussi fet lyon. 	149
145	Et Lanceloz ot mise la main a l’espee 	et lanc̃. ot mise la main a lespee. 	150
146	et il ert entalantez de faire d’armes, 	et il ert entalentez de fere darmes 	151
147	car grant pieça n’en avoit riens fait; 	Car pieca nen auoit riens fet. 	152
148|149	si conmance a ferir granz cox tout entor lui |et abat chevaliers et chevaux? 	si commence a ferir granz colx tout entour lui. et abat cheualiers et cheualx. 	153
150|151	et occist|quanqu’il encontre; 	et ocit quanquil encontre. 	154
152	si fait tant em poi d’ore 	si fet tant em poi deure 	155
153	que nus ne l’ose atandre, 	que mis ne lose atendre. 	156
154	car il occist 	Car il ocist 	157
155	quanqu’il ataint. 	quanqu il ataint. 	158
156	Et la ou il encontre par aventure Gaheriet, 	Et la |ou il encontre par auenture. Gah. 	159|160
157	si li done tel cop par mi le hiaume 	si li donne tel cop parmi le hialme 	161
158|159	qu’il li fait santir dusque el test, |mais ne l’a mie navré a mort. 	quil li fet sentir dusques el test. mes ne la mie naure a 	162
160	Et cil vole des arçons, 	mort.et cil uole ius des arcons.	163
161	qu’il cuide bien morir. 	Si quide bien morir. 	164
162	Et Lanceloz s’em passe outre, 	Et lanc̃. sen passe outre 	165
163	que plus nel resgarda, 	qui plus nel regarde. 	166
164	si choisi le duc en son venir, 	si choisist le duc en son uenir 	167
165	que l’en li ot bien monstré, 	que len li ot bien moustre. 	168
166	et il li vient l’espee adrecie contremont 	Et cil li uient lespee dreciee 	169
167	et le fiert 	contremont. ele fiert si	170
168	si que anz el hiaume li fait le branc d’acier entrer plus de Il. doie, 	que enz el hialme li fet le branc senir |et entrer plus de .ii. doie. 	171|172
169	mes ne l’a blescé mie en char. 	Mes ne le blesce mie en 	173
170	Et Lanceloz ne l’espargne de riens, 	char.et lanc̃. ne lespargne de riens 	174
171	ainz le fiert desus la destre espaule 	ainz le fiert desus la destre espaulle. 	175
172	si qu’il li tranche l’espaule et le poing senestre a tout l’escu. Il recuevre l. autre cop 	si quil li trenche lespaulle |et le poing senestre atout lescu. il recueure .i. autre cop 	176|177
173	et li fait la teste voler 	et li fet la teste uoler. 	178
174	et cil chiet morz, 	Et cil chiet mort.	179
175	dont il ert granz domages. 	dont il est molt grant domage. 	180
176	Et quant li autre voient le duc mort, 	Et quant li autre uoient le duc mort. 	181
177	si tornent en fuie, 	si tornent en fuie 	182
178	que plus n’i osent arester; 	car plus ni osent arrester. 	183
179	et Lanceloz et lij sien les enchaucent, 	Et lanc̃ |et li sien les enchaucent. 	184|185
180	si prannent Guerehet et Agravain 	si prennent Gaħ. et agrauain. 	186
181	qu’il ne voloient torner del champ por lor frere Gaheriet 	qui ne uoloient torner de champ. por leur frere. Guer̾. 	187
182	qu’il i laissoient; 	quil i lessoient	188
183	si pristrent tant des autres	Si prennent tant des autres 	189
184	com il voldrent. 	comme il ueulent. 	190
185	Et li V. frere 	Et li .u. frere	191
186	qui orent veu Gueheriet cheoir	qui orent ueu Gueher. cheoit. 	192
187	et qui bien connoissoient 	et |qui bien connouissoient 	193|194
188	qu’il avoient le tout perdu par sa prouesce le prannent 	quil auoient le tout perdu sa proesce le prennent. 	195
189	et le font mener en lor chastel. 	et les font mener en lor chastel. 	196
190	Si ne fu onques si grant feste 	si ne fu onques si grant feste 	197
191	com il firent de Lancelot, 	comme il firent a lanc̃. 	198
192	car il crioient tuit, 	Car il crioient tuit 	199
193|194	si com il passoit: « |Bien veingne li mieldres a chevaliers del monde!» 	si comme il passoit parmi la uile. bien uiengne la flor de cheualerie. bien uiengne li mieldres cheualier. del monde. 	200
195	Ensi crioient tuit grant et petit contre Lancelot 	Einssi crioient tuit et grant et petit contre lancelot. 	201
196	et il avoit moult grant honte de ce 	Et cil auoit molt grant honte de ce 	202
197	qu’il disoient 	quil disoient ce. 	203
198	et moult a li pesoit 	et molt li pesoit de ce 	204
199	qu’il le seingnorisoient tant, ja soit ce 	quil le seignorissoient tant. |ia soit ce 	205|206
200	qu’il l’eust bien deservi.	quil leust bien deserui. 	207
201	Quant Lanceloz vient en mie la rue, 	Quant lanc̃. uint enmi la rue. 	208
202	si la trouva toute portandue de dras de soie et de pailles 	si la trouua toute portendue de dras de soie. et de pailes roez. 	209
203	et fu toute encortinee contre lui por honor de lui. 	et fu toute encortinee contre lui. pour honor de lui. 	210
204	Si le reçoivent a si grant feste	si le recoiuent a si grant feste 	211
205	com il pueent plus, 	comme il pueent plus. 	212
206	et il l’orent desarmé, 	Et quant il lorent desarme. 	213
207	si li aportent I. robe de cendal vermeille tote fresche. 	si li aportent une robe de cendal uermeil toute fresche. 	214
208	Et quant il est vestuz et apparilliez, il demande a veoir les III. 	Et quant il est uestuz et apareilliez |si demande a ueoir les .iii. cheualiers. 	215|216
209	qui pris estoient, cels 	qui pris estoient. cels 	217
210	qui estoient armé tuit d’unne manniere 	qui estoient arme tout dune maniere. 	218
211	et il les avoit toute jor trop couvoitiez a veoir, 	Et il les auoit tote iour trop couuoitie a ueoir 	219
212	car moult l’avoient bien fait en la bataille, 	Car molt lauoient bien fet en la bataille. 	220
213|214	et|ce estoient li III. frere. 	Et ce estoient li .iii. frere. 	221
215	Et l’an les vait ! querre maintenant	et len les uait maintenant querre. 	222
216	et quant il les vit venir, 	Et quant il les uit ueuir. 	223
217	si les connut bien, 	si les cognut bien. mes 	224
218|219	mais por ce |qu’il ne voloit mie 	por ce que il ne uoloit mie 	225
220	qu’il le conneussent, les fist metre arriere.	quil le conneussent. les fist mener arriere. 	226
221	Si est tant dolanz de ce 	Si est tant dolenz de ce 	227
222	qu’il a esté contre els en ceste bataille 	quil a este contre euls en ceste bataille. 	228
223	que il ne set 	quil ne set 	229
224	qu’il doie faire: 	quil doie fere.	230
225	car moult amoit Gaheriet de grant amor, 	Car molt amoit Gaher. de grant amor. 	231
226	et d’autre part il l’am poise moult 	Et de lautre part. il lem poise molt 	232
227	por amor de Gauvain lor frere: 	por lamor de monseignor .G. lor frere. 	233
228	puis conmande a cels de laienz 	puis commande a ceus de laienz 	234
229	qu’il lor ? facent tant d’onor 	quil lor facent tant doneur 	235
230	com il porront, « 	comme il porront.	236
231	car je vos di, fait il, 	Car ge uous di fet il 	237
232	qu’il sont moult prodome et de haut lignage et bon chevaje 	quil sont et molt preudome. |et de hault lignage.et bon cheualier. 	238|239
		Et sacchiez se ge quidasse 	240
233	n’i eusse ja escu font cil oster de la prison	qui il fussent contre uous. |ge ni eusse ia escu pris 	241|242
		por euls greuer.	243
		Lors les font cil oster de la prison. 	244
		et les font metre en une chambre cointe et bele. 	245
		et font regarder les plaies de Gaher. 	246
234	et les font a metre en l por aux grever. » 	et li font tout le bien |quil pueent. 	247|248
		Si les tindrent molt honorablement 	249
235	Lors les oriez les en avoit. 	por lamor de lanc̃. |qui priez les en auoit 	250|251
236	Cele nuit fu la joie et la feste moult grant el demander ; 	Cele nuit fu la ioie |et la feste molt grant el chastel. 	252|253
		Et se lanc̃. 	254
		fu bien seruiz ce ne fet mie a demander. 	255
237	si le couchent a aise et a moult grant onor. 	si le colchent a ese et a molt grant honor. 	256
238|239	Et l’andemain |qu’il ot oïe messe, vint a vielle 	Et lendemain quant il ot oy la messe. uint a la uieille 	257
240	qui laienz l’avoit amené 	qui laienz lauoit amene. 	258
241|242	et li dist: « Dame, je e sui vers vos aquitez. il, par la riens |que vos plus amez Sire, fait ele, ofl. — 	si li dist. Dame me sui ge uers uous bien aquitiez. Sire fet ele oil. 	259
243	Or vos quue vos a home 	or uous pri ge |que uous a home	260|261
244	qui demant de moi 	qui de moi demant 	262
245	ne dioiz mon non ie ne faites savoir 	ne diez mon non. |ne ne fetes sauoir	263|264
246	qui je sui. 	qui ge sui. 	265
247	Et savez vos 	Et sauez uous 	266
248	por quoi je le di ? Cil III. chevalier prison sont frere mon signor Gauvain 	por quoi. ie le di: Cil .iii. cheualier. prison. sont frere monseignor Gauuain. 	267
249	et tant les aim	Et tant les aim. 	268
250	que je ne voudroie mie 	que ie ne uoldroie mie 	269
251	qu’il seussent 	quil seussent 	270
252	que je eusse esté contre aux, 	que geusse este contr els. 	271
253	car il m’an harroient par aventure; 	Car il me harroient par auenture. 	272
254	et por ce ne voil je mie 	et |por ce ne uoil ge mie	273|274
255	qu’il sachent mon non. » 	quil sachent mon non. 	275
256	Et ele dist 	Et ele dit 	276
257	qu’ele nel descouverra ja a nul home. Il vient as .V. freres 	quele nel descouuerra a nul home. |Et il uient as .u. freres. 	277|278
258	et lor dit 	et leur dit 	279
259	que li III. chevalier soient quite et mis fors de prison	que li .iii. cheualier. soient quite et mis hors de prison. 	280
260	et cil dient 	et cil dient	281
261	qu’il le feront tot a sa volenté; « 	que il le feront tout a ssauolente. 	282
262	et ancore vos pri je, fait il, 	Et encor uous pri ge	283
263	que quant je m’en serai alez,	que quant ge men serai alez. 	284
264	que vos retaingniez les III. freres çaienz 	que uous reteigniez les .iii. cheualiers caienz. 	285
265	et lor faites tant d’amor et d’onor 	et leur fetes tant honneur 	286
266	que je vos en saiche gré; 	que ge uous en sache gre.	287
267	car bien sachiez 	Car bien sachiez 	288
268	qu’il sont mi ami. » 	quil sont mi ami. 	289
269	Et il dient 	Et il dient 	290
270	que si feront il sanz faille. 	que si feront il sanz faille. 	291
271	Lors demande Lanceloz ses armes 	Lors demande lanc̃. ses armes. 	292
272	et cil dient? 	et cil li dient 	293
273	qu’il demort encore,	que il demort encore. 	294
274	car trop a poi demoré avec aux; mes il dist 	Car trop a poi demore auec els.|mes il dit 	295|296
275	qu’il ne remaindroit en nule mannierea; 	quil ne demorroit en nule maniere. 	297
276	si s’em part entre lui et Lion. 	Si sen part entre lui et lyon. 	298
277|278	Et|quant il sont monté, li V. frere viennent a Gaheriet 	Et quant il sont monte li .u. frere uienent a Gaher. 	299
279	et le metent fors de prison 	et le metent hors de prison. 	300
280	et li font toute la joie 	et li font toute la ioie 	301
281	qu’il li pueent faire a lui et a ses freresb. 	quil li pueent fere a lui et a ses freres. 	302
282	Et il demande maintenant	Et il demande maintenant 	303
283	qui li chevaliers est 	qui li cheualiers est 	304
284	par cui il ont esté desconfit 	par qui il ont este uaincu. 	305
285	et il dient 	Et cil dient 	306
286|287	qu’il ne sevent, |se Diex lor aïst. — 	quil ne seuent se diex lor ait. 	307
288|289	Par foi, fait Gaheriez, |ce ne puet estre, 	par foi fet Gaħ. ce ne puet estre 	308
290	car des voz fu il et avec vos vint il çaienz. — 	Car de uos fu il. |Et auec uous uint il caienz. 	309|310
291	Par foi, font ? il, de notre gent ne fu? il pas, 	par foi font il de nostre gent ne fu il pas 	311
292	mais il nos aidoit por l’amor d’une dame 	Mes il nous aidoit por lamor dune dame 	312
293	qui ceanz est, 	qui caienz est. 	313
294|295	ne onques son non |ne nos vost dire	ne onques son non ne nos uolt dire. 	314
296	ne onques ne le veismes. 	ne onques ne le ueismes. 	315
297	Mais il nos pria tant de vos servir et de faire toute l’onor 	Mes il nous pria |et trop de uous seruir. 	316|317
		et desre toute loneur 	318
298	que nos porrions, 	que nous porrions. 	319
299	car il dist	Car il dist 	320
300	que vos estiez moult si ami. » 	que uous esties molt si ami. 	321
301	Lors se merveillent trop 	Lors se merueillent il trop 	322
302	qui ce puet estre, 	qui ce puet estre 	323
303	si demandent de quel corsage ! il estoit 	si demandent de quel corsage il estoit	324
304	et de quel façon. « 	Et de quel fachon. 	325
305	Par foi, fait il, ce est J. des plus biaux chevaliers del monde 	par foi font il. |ce est .i. des plus biaux cheualiers del monde. 	326|327
306	et est I. poibrunez 	et est .i. poi brunez. 	328
307	et ne puet pas avoir plus de XXVI. anz 	et ne puet pas auoir plus de .xxui. anz. 	329
308	et est tonduz de novel. »	et si est tonduz de nouuel 	330
309	Et quant il oient cels paroles, 	Et quant il oient ices ensaingnes. 	331
310	si sont plus desvoié que devant,	si sont plus desuoie que deuant. 	332
311	si ne sevent que dire, 	si ne seuent que dire. 	333
312	si demorent laienz une semainne entiere et	si demorent laienz une semaine entiere.	334
313	tant que Gueheriez fu auques gariz. 	Et tant que Gaħ. fu auques gariz. 	335
314	Lors s’am partirent tuit III. et demandent 	lors sen partirent tuit troi.	336
315	quelz armes li chevaliers emporta, 	Et demandent quiex armes li cheualiers. emporta 	337
316|317	quant il s’em parti |et il dient « unes noires 	quant il sen parti. et il dient unes noires 	338
318	et un escu blanc a I. lion noir. » 	et .i. escu blanc a .i. lyon noir.	339
319	Et il se metent aprés tot le chemin 	Et il se metent apres tot le chenin 	340
320	que cil lor enseingnierent, 	que cil lor ensaignierent . 	341
321	car il le cuident bien trouver as enseingnes 	Car il le quident bien trouuer as ensaignes 	342
322	que il porte.	que il portent.	343
323	Et Lanceloz a tant chevauchié, 	Et lancelot. atant cheutaichie 	344
324|325	quant il s’en fu partiz |et il et Lion, sanz aventure trover 	quant: il sen fu partiz entre lui et lyon. sanz auenture trouuer 	345
326	qui a conter face, 	qui a conter face. 	346
327	qu’il jurent la nuit chies une veve dame 	que il iurent la nuit chies une ueuue dame. 	347
328	qui bien les herberja. Au matin 	qui molt bien les heberia. Au matinet	348
329	quant il orent oïe messe, 	quant il orent oy messe. 	349
330	si se remistrent en lor chemin 	se remistrent en lor chemin. 	350
331	et entrerent a ore de prime en une forest 	Et entrerent a heure de prime en une forest 	351
332	qui duroit bien IlI. liues de lonc et une de lé 	qui duroit bien .ii. liues de lonc et une de le. 	352
333	et l’apeloient cil del païs Terique.	et lapeloient cil del pays deriqe.	353
334	Et quant il orent chevauchié dusqu’a ore de midi, 	Et quant il orent cheuauchie iusques a heure de midi. 	354
335	si lor greva et anuia, 	si lor greua et anuia. 	355
336	car li soulauz iert chauz et ardanz 	Car li soleus iert chaux et ardanz. 	356
337	et lor armes furent eschaufees del souleil; 	et leur armes furent eschauffees del soleil. 	357
338	si furent si las et si travillié 	si furent si las et trauaillie 	358
339	qu’il les couvint a reposer 	quil les couint a reposer 	359
340	tant que li chauz fust trespassez. 	tant que li chaux se fust passez. 	360
341	Lors mist chascuns pié a terre 	Lors mist chascon pie a terre. 	361
342	et osterent les seles a lor chevax et les frains? 	et osterent les seles a lor cheuaux et les frainz. 	362
343	et les laissierent pestre de l’erbe par mi le bois,	Et lor lessierent pestre de lerbe parmi le bois.	363
344	puis osterent les heaumes 	puis ostent lor hialmes 	364
345	et abatirent? lor vantailles 	et abatent leur uentailles. 	365
346	por recoillir le vent;	por recueillir le uent.	366
347	si se couchent desor l’erbe souz l’ombre d’un pomier. 	Si se couchent desoz lombre dun pommier. 	367
348	Et Lanceloz n’avoit onques dormi la nuit, 	Et lancelot nauoit onques la nuit dormi. 	368
349	car trop avoit eu grant chaut. 	Car trop auoit fait grant chault. 	369
350	Se li avint 	Si li auint 	370
351	qu’il s’andormi a ce 	que il sendormi a ce 	371
352|353	qu’il trova la froidor de l’erbe i|et la douçor del vant. 	quil troua la froideur de lerbe.et la dolceur du uent. 	372
354	Et Lions veilla 	et lyon ueilla 	373
355	qui n’avoit pas talant de dormir 	qui nauoit pas talent de dormir. 	374
356	et ne demora gueres 	Et ne demora gueres 	375
357	qu’il vit venir tout le chemin ferré auques loing de lui Il. chevaliers armez 	quil uit uenir tout le chemin ferre auques loing delui. .ii. cheualiers armez. 	376
358	qui amenoient avec aux une damoisele 	qui amenoient auec eulz une 	377
359	et aloient grant joie faisant. 	damoisele.et aloient grant ioie fesant. 	378
360	Et quant il vindrent pres de Lion, 	Et quant il uindrent pres de lyon. 	379
361	si resgardent derriers aux et tant que li uns d’els dist: « Par mon chief, veez ci venir un chevalier. 	Si regarderent derrier els. |et tant que li uns dels dist. par mon chief. ueez le ci. uenir. 	380|381
362	Et Lions esgarde loing par mi le bois 	Et lyon esgarde loing parmi le bois. 	382
363	et voit aprés aux venir J. chevalier armé sor J. destrier tout noir; 	et uoit apres els uenir .i. cheualier. arme. sor .i. destrier noir. 	383
364	mais ce ert li graindres de cors et de membres 	Mes ce ert li graindres de cors et de membres 	384
365	que Lionnel veist mes; 	que lyonel ueist onques. mes. 	385
366	si resambloit en son venir foudre 	Si resembloit en son ueuir foudre 	386
367	qui descent del ciel. 	qui descent du ciel. 	387
368	Et li uns d’aux li torne l’escu 	Et li uns dels li torne lescu por ioster. 	388
369	et cil le fiert 	Et cil le fiert	389
370	si qu’il li met le glaive par mi le cors 	si quil li met le glaiue parmi le cors. 	390
371	et abat lui et le cheval a terre,	et abat et lui et le cheual a terre. 	391
372	puis traist l’espee 	puis tret lespee 	392
373	et lait corre a l’autre 	et let corre a lautre 	393
374	qui ne l’ose atandre,	qui ne lose atendre. 	394
375	ainz s’en torna fuiant. 	ainz sen torne fuiant. 	395
376	Et il le vient ataingnant par derriere et ot haucie l’espee 	et il le uient ataignant par derriere. |et hauce lespee 	396|397
377	por ferir; 	pour ferir le. 	398
378	et quant cil voit le cop, 	Et|quant cil uoit le cop 	399|400
379	si out paor de morir. 	si a paour de morir. 	401
380	si se laisse chaoir a terre, 	si se lesse cheoir a terre. 	402
381	et cil	et cil 	403
382	qui ne pot son cop retenir fiert en l’arçon devant 	qui son cop ne pot retenir. fiert en larchon deuant. 	404
383	si qu’il cope le cheval par mi l’eschine 	si que il colpe le cheual parmi leschine.	405
384	si qu’il abat le chevalier et Ial le cheval; 	Si quil abat le cheual sor le cheualier. |qui se fu lessie cheoir 	406|407
