58	et a la derrienne bataille avoient il perdu la moitié de lor homes. 	Et a la derniere assemblee auoient ilz perdu la moictie de leurs hommes. 	57
59	Et quant la vielle ot laienz mené Lancelot, il demande la verité de la guerre; 	et quant la uieille olt seans amene lancelot/ il demanda la uerite de la guerre/ 	58
60	se li conte l’an les greingnors mençonges del monde 	si luy compta len les greigneurs mensonges du monde. 	59
61|62	et blasment le duc a merveilles |et Lanceloz cuida	Et luy blasmerent le duc a merueilles. Lancelot cuida 	60
63	que ce fust voirs: 	que ce fut uoir/ 	61
64	si jura son sairement 	si iura son serment 	62
65	qu’il ne lairoit jamés les V. freres devant 	que iames ne partiroit tant 	63
66	que li dus fust deseritez, 	que le duc seroit desherite/ 	64
67	et ansi fist Lioniax. 	et aussi fist lyonnel. 	65
68	Quant la vielle vit 	QUant la uieille uist 	66
69|70	qu’il l’orent ainsi juré, |si vint as V. freres 	qu il olt ainsi iure elle uint aux cinq freres 	67
71|72	et lor dist: « |Biax signor, il vos est mielz avenu 	et leur dist/ Beausseigneurs il uous est menlt bien aduenu 	68
73|74	que vos ne cuidiez, |car je vos ai ceanz tels Il. chevaliers amenez 	Car ie uous ay amene ceans telz deux cheualiers 	69
75	qui mestront vostre guerre a fin ainz I. mois. »	quilz mettrent uostre guerre a fin ains ung moys. 	70
76	Et cil demandent 	Et ceulx demandent 	71
77|78	qui il sont. « |Par foi, fait il, les nons ne poez vos ore pas savoir par moi, 	qui ilz sont/ les nens ne poues ores mie sauoir par moy/ 	72
79	car il le m’ont desfandu ; 	car il le me ont deffendu/ 	73
80	mais itant vos di je bien 	mes tant uous diz ie bien 	74
		que lun est le meilleur cheualier du mende 	75
81	que vos ailliez a aux 	pour ce uous loe ie |que uous alles a eulx/ 	76|77
82	et lor faites si grant feste 	et leur faictes si grant ioie 	78
83	com l’an doit faire a II. si prodomes. » 	comment len doibt faire a deux si preudommes. 	79
84	Et cil les vont maintenant veoir et lor font la greingnor joie del monde 	Et ceulx les uont maintenant uoir/|si leur font la gregneur ioye du monde 	80|81
85	et se prometent i del tout a lor servise; 	et se promettent du tout a leur seruice. 	82
86	si firent la nuit moult grant feste a l’un et a l’autre. 		
87	Et au matin les menerent oîr messe a une chapele 	Au matin les menerent ouyr messe a une chappelle 	83
88|89	qui laienz estoit. l. |poi aprés prime conmancerent a crier par le chastel : « 	qui leans estoit. ung pou aprez prime commencerent a crier/ or aux armes/ 	84
90|91	Or as armes ! Montez, seingnor chevalier,|car nostre annemi sont ja a noz murs. » 	or aux armes/ mentes seigneurs cheualiers noz ennemis sont en nos murs. 	85
92	Et li V. frere sont venu a Lancelot 	Et les .u. freres sont uenus a lancelot 	86
93	et li demandent 	Si luy demandent 	87
94	s’il voldra porter armes	sil uouldra porter armes 	88
95	et il dist 	Et il dist 	89
96	qu’il nel lairoit en nule manniere 	qu il ne lairoit en nulle maniere 	90
97	qu’il n’alast veoir	qu il ne uoise uoir 	91
98	conment cil defors sevent jouster, « 	comment ceulx de dehors scaiuent iouster. 	92
99	mais je voil, fet il 	mes ie uueil fist il 	93
100	que vos ailliez avant, 	que uous alles deuant/ 	94
101	et se? je voi 	et	95
102	que vos aiez mestier de mon cors, je vos secorrai. » 	se uous aues mestier de moy ie uous secourray 	96
103|104	Lors fait aporter ses armes, |et	Lors fist apporter ses armes/ 	97
105|106	quant il est armez et bien et bel, |si s’an vait dusqu’a la porte del chastel 	et quant il fut arme il sen ua iusques a la porte du chasteau 	98
107	et fait mener encoste lui son destrier, 	et fait mener empres lui son destrier 	99
108	puis monte as creniax 	puis mente aux creneaulx 	100
109	por veoir 	pour ueoir 	101
110|111	conment cil defors assembleront a ceaux dedenz,|et avez lui Lionnel. 	comment ceulx de dedens assemblerent a ceulx de dehors. 	102
112|113	Et li V. frere orent fait armer lor genz au mielz |qu’il pueent, 	Et les cinq freres auoient fait armer leurs gens 	103
114	puis issent fors contre lor ennemis et les reçurent assez bien 	puis issirent centre leurs ennemis |si commencerent la meslee moult doulloureuse/ 	104|105
115	a ce qu’il estoient poi de gent, 	dont il y eust maint ben cheualier mort 	106
116|117	et li autre en avoient moult; |si conmancerent la mellee moult dolereuse 	et enuerse a terre. ceulx du chasteau le faisoient bien 	107
118|119	dont il i ot maint chevalier mort et anversé a terre. |Si s’anfoïrent cil del chastel 	quant gaheriet et ses deux freres lesquelz estoient de la part du duc uindrent a la bataille 	108
120|121	tant que Gueheriez |et si dui frere vindrent a la bataille a tout grant planté de gent. 	atout grant plante de gens 	109
122|123	Si tost com il furent assemblé, |conmancerent a ferir et a abatre 	et si tost comme assemblez furent commencerent a ferir et a abatre cheualiers 	110
124	ne onques puis ne se tindrent li .V. frere, 	ne oncques 	111
125	ainz les couvint foir, 	puis ne se tindrent les cinq freres	112
126|127	ou il volsissent ou non : |si ont assez perdu a cele empainte. 	ains les cenuint fuyr uoulsissent ou non. 	113
128|129	Et quant Lanceloz vit |que li .V. frere furent desconfit, 	Et quant lancelot uist les cinq freres descenfiz: 	114
130	si dist a Lion	si dit a lyennel 	115
131|132	que or a il trop atendu ; |si descent des creniax et monte en son cheval 	quif a trop actendu. Il descent des creneaulx 	116
133	et Lion ausinc; 	et monte sur son destrier 	117
134	si s’an issent par mi la porte. 	et issist parmi la porte 	118
135	Et Lanceloz ne resgarde onques fors la 	puis regarda 	119
136	ou il voit la greingnor presse ; 	ou estoit la greigneueur presse 	120
137	si torne cele part 	si tourna celle part	121
138|139	et se fiert entr’aux|et si fiert le premier 	et frappa si durement le premier 	122
140	qu’il ataint 	quil encentra 	123
141	qu’il le rue mort, 	quil le iecta mort a terre. 	124
142	puis point outre 	puie point oultre 	125
143	et en abat I. autre, 	et en abat ung autre: 	126
144	ausi fait Lion. 	et aussi fist lyennel. 	127
145	Et Lanceloz ot mise la main a l’espee 	Apres lancelot mist la main a lespee 	128
146	et il ert entalantez de faire d’armes, 		
147	car grant pieça n’en avoit riens fait; 		
148|149	si conmance a ferir granz cox tout entor lui |et abat chevaliers et chevaux? 	si commence a ferir tout entour Il abat cheualiers et cheuaulx 	129
150	et occist	et occist 	130
151	quanqu’il encontre; 	quanquil encontre.	131
152	si fait tant em poi d’ore 	Si fait tant en peu de heure 	132
153	que nus ne l’ose atandre, 	que nul ne le ose actendre. 	133
154|155	car il occist |quanqu’il ataint. 	Et la 	134
156	Et la ou il encontre par aventure Gaheriet, 	ou il encontre par auanture gaheriet 	135
157	si li done tel cop par mi le hiaume 	si lui denne tel coup parmi le heaume 	136
158	qu’il li fait santir dusque el test, 	qu il lui fait sentir lespee iusques au test. 	137
159|160	mais ne l’a mie navré a mort. |Et cil vole des arçons, 	Et celui uolle ius des arcons. Lancelot passe oultre si encontre le duc en son uenir/ 	138
161	qu’il cuide bien morir. 	car len lui auoit bien menstre.	139
162|163	Et Lanceloz s’em passe outre, |que plus nel resgarda, 	et le duc uient a lui lespee drecee 	140
164|165	si choisi le duc en son venir, |que l’en li ot bien monstré, 	si le fiert si durement 	141
166	et il li vient l’espee adrecie contremont 		
167|168	et le fiert |si que anz el hiaume li fait le branc d’acier entrer plus de Il. doie, 	qu il lui i fist entrer lespee au heaume plus de deux dois 	142
169	mes ne l’a blescé mie en char. 	mais elle ne toucha pas a la char 	143
170	Et Lanceloz ne l’espargne de riens, 	Et lancelot ne espargne pas le duc/ 	144
171	ainz le fiert desus la destre espaule 	ains le fiert |si sur la destre espaulle 	145|146
172	si qu’il li tranche l’espaule et le poing senestre a tout l’escu. Il recuevre l. autre cop 	quil lui trenche atout le poing. |et puis recouure ung autre coup 	147|148
173|174	et li fait la teste voler |et cil chiet morz, 	si lui fait la teste uoller: denc se fut grant dommage.	149
175	dont il ert granz domages. 		
176|177	Et quant li autre voient le duc mort, |si tornent en fuie, 	Quant les autres uoient leur duc mort ilz sen fuient. Lancelot et les siens les chassent 	150
178	que plus n’i osent arester; 		
179|180	et Lanceloz et lij sien les enchaucent, |si prannent Guerehet et Agravain 	si prennent agrauain/ gueresches et plusieurs autres 	151
181	qu’il ne voloient torner del champ por lor frere Gaheriet 	qui ne uoulloient partir du champ |pour leur frere gaheriet 	152|153
182|183	qu’il i laissoient; |si pristrent tant des autres	lequel estoit abatu	154
184|185	com il voldrent. |Et li V. frere 	Et les cinq freres 	155
186	qui orent veu Gueheriet cheoir	qui auoient ueu cheoir gaheriet 	156
187	et qui bien connoissoient 	et qui bien congnoissoient 	157
188	qu’il avoient le tout perdu par sa prouesce le prannent 	qu ilz auoient le tout perdu |par sa proesse le prennent	158|159
189	et le font mener en lor chastel. 	et le fent mener en leur chasteau. 	160
190	Si ne fu onques si grant feste 	Si ne fut oncques si grant feste 	161
191|192	com il firent de Lancelot, |car il crioient tuit, 	comme ilz firent a lancelot. 	162
193|194	si com il passoit: « |Bien veingne li mieldres a chevaliers del monde!» 	car ilz crioient tous sicomme il passoit par la. Bien uiengne la fleur de terrienne cheualerie/ bien uiengne le meilleur cheualier de tout le mende 	163
195	Ensi crioient tuit grant et petit contre Lancelot 	AInsi crioient tous contre lancelot grans et petis 	164
196	et il avoit moult grant honte de ce 	et il auoit grant hente de ce 	165
197	qu’il disoient 	quilz disoient. 	166
198	et moult a li pesoit 	Et moult lui pesoit de ce 	167
199	qu’il le seingnorisoient tant, ja soit ce 	quilz le seigneurisoient tant. ia soit ce 	168
200	qu’il l’eust bien deservi.	quil leust bien desserui. 	169
201|202	Quant Lanceloz vient en mie la rue, |si la trouva toute portandue de dras de soie et de pailles 	Quant lancelot uint enmy la rue il la trouua toute tendue de draps de soie: 	170
203	et fu toute encortinee contre lui por honor de lui. 	et toute encourtinee pour lamour de lui. 	171
204	Si le reçoivent a si grant feste	Si le receurent a la plus grant ioie	172
205	com il pueent plus, 	quilz peurent. 	173
206	et il l’orent desarmé, 	Quant ilz le eurent desarme 	174
207	si li aportent I. robe de cendal vermeille tote fresche. 	si lui apporterent une robe de sandal uermeil toute fresche. 	175
208	Et quant il est vestuz et apparilliez, il demande a veoir les III. 	Et quant il est uestu |si demande a ueoir les trois prisenniers 	176|177
209	qui pris estoient, cels 	qui prins estoient et ceulx 	178
210	qui estoient armé tuit d’unne manniere 	qui estoient armez tous dune maniere: 	179
211	et il les avoit toute jor trop couvoitiez a veoir, 	car toute iour les auoit trop couuoitie a ueoir: 	180
212	car moult l’avoient bien fait en la bataille, 	car moult lauoient bien fait en la bataille. 	181
213|214	et|ce estoient li III. frere. 	et cestoient les trois freres. 	182
215	Et l’an les vait ! querre maintenant	et len les lui ua querre 	183
216|217	et quant il les vit venir, |si les connut bien, 	Quant il les uist uenir il les congneust bien. 	184
218	mais por ce 	mais pource 	185
219	qu’il ne voloit mie 	quil ne uoulloit pas 	186
220	qu’il le conneussent, les fist metre arriere.	quilz le congneussent les fist il mener arriere. 	187
221	Si est tant dolanz de ce 	Si est tant dollent 	188
222	qu’il a esté contre els en ceste bataille 	quil a este contre eulx en ceste bataille 	189
223	que il ne set 	qu il ne scait 	190
224	qu’il doie faire: 	que faire 	191
225	car moult amoit Gaheriet de grant amor, 	car moult aymoit gaheriet. 	192
226|227	et d’autre part il l’am poise moult |por amor de Gauvain lor frere: 	Et dautre part moult lui poise pour lamour de messire gauuain leur frere 	193
228	puis conmande a cels de laienz 	puis commande a ceulx de leans	194
229	qu’il lor ? facent tant d’onor 	quilz leur facent autant de honneur 	195
230	com il porront, « 	comment ilz pourront 	196
231	car je vos di, fait il, 	car ilz sont de hault lignage et bens cheualiers. |Et se ie eusse cuide 	197|198
232	qu’il sont moult prodome et de haut lignage et bon chevaje 	quilz eussent este contre uous ie ny eusse ia escu |prins pout eulx greuer. 	199|200
233	n’i eusse ja escu font cil oster de la prison	Lors les font ceulx oster de la prison 	201
		si les font mettre en une chambre coincte et belle 	202
		et font regarder les plaies de gaheriet 	203
234	et les font a metre en l por aux grever. » 	et et lui font tant de bien |comment ilz peuent.	204|205
235	Lors les oriez les en avoit. 	Si les tindrent moult honnourablement pour lamour de lancelot. |qui prie les en auoit. 	206|207
236	Cele nuit fu la joie et la feste moult grant el demander ; 	CElle nuit fut la feste |et la ioie grande au chasteau: 	208|209
237	si le couchent a aise et a moult grant onor. 	et se lancelot fut bien serui |ce ne fait pas a demander. 	210|211
238	Et l’andemain 	Si le couchent aise/ |et a moult grant honneur. Lendemain 	212|213
239	qu’il ot oïe messe, vint a vielle 	quant il eut ouy messe uint a la uielle 	214
240	qui laienz l’avoit amené 	qui leans lauoit amene	215
241	et li dist: « Dame, je e sui vers vos aquitez. il, par la riens 	et lui dit. Dame me suis ie a uous bien aquite. Sire oy. |Or uous prie fist il par la chose 	216|217
242|243	que vos plus amez Sire, fait ele, ofl. — |Or vos quue vos a home 	que uous aymez plus que uous a homme 	218
244	qui demant de moi 	qui de moy demande 	219
245	ne dioiz mon non ie ne faites savoir 	ne diez ne faictes sauoir 	220
246	qui je sui. 	qui ie suis. 	221
247	Et savez vos 	Et sauez uous 	222
248	por quoi je le di ? Cil III. chevalier prison sont frere mon signor Gauvain 	pour quoy ie le dis Ces trois cheualiers sont freres a menseigneur gau. 	223
249|250	et tant les aim|que je ne voudroie mie 	et ie ne uouldroie pour riens 	224
251	qu’il seussent 	qu ilz sceussent 	225
252	que je eusse esté contre aux, 	que ie eusse este encontre eulx/	226
253	car il m’an harroient par aventure; 	car ilz men herroient par aduanture/ 	227
254	et por ce ne voil je mie 	et pour ce ne uueil ie mie 	228
255	qu’il sachent mon non. » 	quilz sachent men nom/ 	229
256	Et ele dist 	et elle luy dist 	230
257	qu’ele nel descouverra ja a nul home. Il vient as .V. freres 	quelle ne le descouurira ia a homme uiuant. |Lors uint aux .u. freres/ 	231|232
258	et lor dit 	si leur commanda 	233
259	que li III. chevalier soient quite et mis fors de prison	que les troys freres feussent deliures/ 	234
260	et cil dient 	et ceulx dient 	235
261	qu’il le feront tot a sa volenté; « 	que sy feront ilz tout a sa uoullente. 	236
262	et ancore vos pri je, fait il, 	Et encor uous prie ie fist il/ 	237
263	que quant je m’en serai alez,	que quant ie men seray alle/ 	238
264	que vos retaingniez les III. freres çaienz 	que uous detiengnies les troys freres ceans 	239
265	et lor faites tant d’amor et d’onor 	et leur faictes tant de honneur 	240
266	que je vos en saiche gré; 	comment uous pourres/ 	241
267	car bien sachiez 	car bien sachies 	242
268	qu’il sont mi ami. » 	qu il sont mes amis. 	243
269	Et il dient 	Et ilz dient sans faille	244
270|271	que si feront il sanz faille. |Lors demande Lanceloz ses armes 	que si feront ilz. LOrs demande ses armes/ 	245
272	et cil dient? 	et ceulx dient 	246
273	qu’il demort encore,	quil demourra encore/ 	247
274	car trop a poi demoré avec aux; mes il dist 	mais il dist 	248
275	qu’il ne remaindroit en nule mannierea; 	quil ne remaindroit en nrulle maniere. 	249
276	si s’em part entre lui et Lion. 	Si sen part entre luy et lyonnel 	250
277|278	Et|quant il sont monté, li V. frere viennent a Gaheriet 	et quant ilz furent montes lez cinq freres uindrent a gaheriet/ 	251
279	et le metent fors de prison 	si le mettent hors de prison: 	252
280	et li font toute la joie 	et luy font toute la ioie 	253
281	qu’il li pueent faire a lui et a ses freresb. 	qu ilz peuent a luy et a ses freres. 	254
282	Et il demande maintenant	Et ilz demandent maintenant 	255
283	qui li chevaliers est 	qui est le cheualier 	256
284	par cui il ont esté desconfit 	par qui ilz ont este uaincus: 	257
285	et il dient 	et ceulx dient 	258
286	qu’il ne sevent, 	quilz ne scaiuent 	259
287	se Diex lor aïst. — 	se dieu leur aist. 	260
288|289	Par foi, fait Gaheriez, |ce ne puet estre, 	Par ma foy dist gaheriet ce ne peult estre/ 	261
290	car des voz fu il et avec vos vint il çaienz. — 	car des uoz fut il 	262
291	Par foi, font ? il, de notre gent ne fu? il pas, 	et auec uous uint il ceans par ma foy font il de nostre gent ne fut il mie/ 	263
292	mais il nos aidoit por l’amor d’une dame 	mes il nous aidoit pour lamour de une dame 	264
293	qui ceanz est, 	qui est ceans/ 	265
294|295	ne onques son non |ne nos vost dire	ne encques son nen ne nous uoullut dire/ 	266
296	ne onques ne le veismes. 	ne encques ne le ueismes/ 	267
297	Mais il nos pria tant de vos servir et de faire toute l’onor 	mes il nous pria molt de uous seruir et de uous faire toute lamour 	268
298	que nos porrions, 	que nous pourriens/ 	269
299	car il dist	car il dit 	270
300	que vos estiez moult si ami. » 	que uous estes menlt grandement ses amis. 	271
301	Lors se merveillent trop 	Lors se merueillent menlt tous ensemble 	272
302	qui ce puet estre, 	qui se peult estre/	273
303|304	si demandent de quel corsage ! il estoit |et de quel façon. « 	si demandent de quel corsaige il estoit, et de quelle facon. 	274
305	Par foi, fait il, ce est J. des plus biaux chevaliers del monde 	Par ma foy font il cest ung des plus beaux cheualiers du mende	275
306	et est I. poibrunez 	si est ung petit brunet/ 	276
307	et ne puet pas avoir plus de XXVI. anz 	et ne peult pas auoir plus de .xxu. ans/ 	277
308	et est tonduz de novel. »	et est nouuellement rez et tendu 	278
309	Et quant il oient cels paroles, 	Et quant ilz ouyrent ces ensaignes/ 	279
310	si sont plus desvoié que devant,	si sont plus esmaies et desuoyes que deuant 	280
311	si ne sevent que dire, 	et ne scaiuent |que dire/ 	281|282
312	si demorent laienz une semainne entiere et	ainsi demourerent une sepmaine entiere/ 	283
313	tant que Gueheriez fu auques gariz. 	tant que gaheriet fut pres de gari 	284
314	Lors s’am partirent tuit III. et demandent 	lors sen partirent tous trois |sy demandent 	285|286
315|316	quelz armes li chevaliers emporta, |quant il s’em parti 	quelles armes le cheualier emporta 	287
317|318	et il dient « unes noires |et un escu blanc a I. lion noir. » 	et il dient unes noires et ung escu blanc a ung lyon noir/ 	288
319	Et il se metent aprés tot le chemin 	et ilz se mettent aprez tout le chemin	289
320	que cil lor enseingnierent, 	que ceulx leur enseignent/ 	290
321	car il le cuident bien trouver as enseingnes 	car bien uraiment en cuident ouir nouuelles. 	291
322|323	que il porte.|Et Lanceloz a tant chevauchié, 	Et lancelot 	292
324|325	quant il s’en fu partiz |et il et Lion, sanz aventure trover 	qui sen fut parti entre li y et lyonnel sans aduanture trouuer 	293
326	qui a conter face, 	qui a compter fache 	294
327	qu’il jurent la nuit chies une veve dame 	car la nuyt uindrent cheulx une dame	295
328	qui bien les herberja. Au matin 	qui bien les herbega AU matin 	296
329	quant il orent oïe messe, 	quant ilz eurent ouy messe 	297
330	si se remistrent en lor chemin 	se misdrent en leur chemin/ 	298
331	et entrerent a ore de prime en une forest 	si entrerent a heure de prime en une forest 	299
332	qui duroit bien IlI. liues de lonc et une de lé 	qui duroit deux lieues de long et une de le/ 	300
333	et l’apeloient cil del païs Terique.	si lapelloient ceux du pays terque 	301
334	Et quant il orent chevauchié dusqu’a ore de midi, 	Et quant ilz eurent cheuauche iusques a tierce 	302
335	si lor greva et anuia, 	si leur greua monlt et ennuya/ 	303
336|337	car li soulauz iert chauz et ardanz |et lor armes furent eschaufees del souleil; 	car le soleil estoit trop ardant/ 	304
338	si furent si las et si travillié 	si furent si laz et trauailles/ 	305
339|340	qu’il les couvint a reposer |tant que li chauz fust trespassez. 	que a forche les cenuint reposer/ 	306
341	Lors mist chascuns pié a terre 	lors mist chascun pie a terre 	307
342	et osterent les seles a lor chevax et les frains? 	et osterent lez fraingz a leurs cheuaulx/ 	308
343	et les laissierent pestre de l’erbe par mi le bois,	si les laisserent paistre lerbe parmy le boys/ 	309
344|345	puis osterent les heaumes |et abatirent? lor vantailles 	puys ostent leurs heaulmes 	310
346	por recoillir le vent;	pour recueillir le uent/ 	311
347	si se couchent desor l’erbe souz l’ombre d’un pomier. 	si se couchent dessoubz lombre dung perron 	312
348|349	Et Lanceloz n’avoit onques dormi la nuit, |car trop avoit eu grant chaut. 	car lancelot nauoit onques la nuyt dormy 	313
350|351	Se li avint |qu’il s’andormi a ce 	si luy aduint ainsy	314
352|353	qu’il trova la froidor de l’erbe i|et la douçor del vant. 	quil se endormist. 	315
354	Et Lions veilla 	Et lyennel ueilla 	316
355|356	qui n’avoit pas talant de dormir |et ne demora gueres 	qui nauoit pas tallent de dormir/ puys ne demoura gaires 	317
357	qu’il vit venir tout le chemin ferré auques loing de lui Il. chevaliers armez 	qu il uist uenir au chemin ferre asses loing de luy deux cheualiers tous armes 	318
358	qui amenoient avec aux une damoisele 	et auec eulx une pucelle	319
359	et aloient grant joie faisant. 	si alloient trop grant ioie faisant 	320
360	Et quant il vindrent pres de Lion, 	Et quant ilz uindrent pres de lyonnel 	321
361	si resgardent derriers aux et tant que li uns d’els dist: « Par mon chief, veez ci venir un chevalier. 	si regarderent/ |par mon chief fait lun deux ues le cy uenir/ 	322|323
362	Et Lions esgarde loing par mi le bois 	et lyonnel regarde parmi le boys/ 	324
363	et voit aprés aux venir J. chevalier armé sor J. destrier tout noir; 	et uoit uenir apres eulx ung cheualier arme sur ung destrier/ 	325
364	mais ce ert li graindres de cors et de membres 	mes cestoit le greigneur de corps et de membres 	326
365	que Lionnel veist mes; 	quil ueist encques/ 	327
366	si resambloit en son venir foudre 	si sembloit en son uenir |que ce fut fouldre 	328|329
367	qui descent del ciel. 	qui deschendist du ciel, 	330
368	Et li uns d’aux li torne l’escu 	et lun deux tourne son escu uers luy |pour iouster a luy 	331|332
369	et cil le fiert 	et il le fiert si durement 	333
370	si qu’il li met le glaive par mi le cors 	quil luy mect le glaiue parmy le corps/ 	334
371	et abat lui et le cheval a terre,	si abbat a terre luy et son cheual 	335
372	puis traist l’espee 	puis traict lespee 	336
373	et lait corre a l’autre 	si laisse courre a laultre/ 	337
374	qui ne l’ose atandre,	qui ne le ose attendre: 	338
375	ainz s’en torna fuiant. 	aincois sen tourne fuyant 	339
376	Et il le vient ataingnant par derriere et ot haucie l’espee 	et il le uint attaindre par derriere/ |si olt haucie lespee 	340|341
377	por ferir; 	pour luy ferir.	342
378|379	et quant cil voit le cop, |si out paor de morir. 	Et quant celluy uoit le coup uenir il a si graut paour	343
380	si se laisse chaoir a terre, 	quil se laisse choir a terre/ 	344
381	et cil	et celluy 	345
382	qui ne pot son cop retenir fiert en l’arçon devant 	qui son coup ne peust retenir/ fiert en larchon deuant si durement 	346
383	si qu’il cope le cheval par mi l’eschine 	quil couppe le cheual parmi leschine sy 	347
384	si qu’il abat le chevalier et Ial le cheval; 	qu il abbat le cheual sur le cheualier 	348
385|386	puis a vient a la damoisele |qui faisoit trop grant duel 	qui se fut laissie choir/ puys uint a la damoiselle. 	349
387|388	et crioit: « Lasse, mes freres!» |Si la monte devant sor son cheval 	Sy la mente deuant soy sur son cheual/ 	350
389	et s’en torne a tout li tout le chemin	et sen retourne par le chemin 	351
390	qu’il estoient venu. 	quil estoit uenu. 	352
		QUant la pucelle 	353
391	Quant la damoisele s’an voit ainsi mener maugré suen,	si uoit |que celluy la maine ainsi maulgre elle/ 	354|355
392	si commance a crier : « Sainte Marie, aide !» 	si commence a crier saincte marie aide 	356
393	et fet si tres grant duel 	Si fait si grant deul 	357
394	que nus ne le veist 	que nul ne la ueist 	358
395	qui pitié n’en eust. 	qui pitie nen eust. 	359
396|397	Einsinc s’en vait li chevaliers |et enmoinne cele 	Et	360
398	qui ne fine de plourer et de duel faire. 		
399	Et quant Lion voit 	quant lyonnel uoit 	361
400	qu’il s’em part en tel manniere, 	que le cheualier sen part en telle maniere 	362
401	si dist 	si dist 	363
402	que or a il trop atandu,	que ores a il trop attendu/ 	364
403	quant il en voit einsi la damoisele mener; 	si ne le ueult pas ainsi laisser aller 	365
