35	En non Dieu, sire chevaliers, bele chiere ne puis je mie fere de mon mengier, 	En non dieu biax sire cheualiers bele chiere |puis ie faire. de mon mangier	33|34
36	que vos mengiés devant moi; 	que uos mengiez deuant moi. 	35
37	kar par aventure ausi grant talent avoie je de mengier 	Car par auanture ausi bon mestier auoie ie de mengier 	36
38	com vos avés : 	comuos auiez. 	37
39	si vos deffent 	si uous desfen 	38
40	que vos plus ne adesois, 	que uos ni adesez plus. 	39
41	lar par mon chiet vos le porriés bien comparer. » 	Car par mon chief uos le porrois bien conparee. 	40
42	Et tuit ii autre dient bien 	et tuit li autre li desfandent 	41
43	que s’il ne s’en vet, il l’ocirront; 	que ce il ne sen ua il locirront.	42
44	et il dist 	et il dit 	43
45	que ia por els tos ne s’en remuera, « 	que por aus tous ne ce moura ia. 	44
46	mais de mon cheval, fet il, me poisse 	Mais de mon cheual fait il me poise 	45
47|48	qui n’a que mengier. a» |Lors saillent en estant tuit a et corent as haches et as espees 	quil na que mengier. LOrs saille tuit a haches et a espees 	46
49	dont il avoient a plenté. 	dom il auoit assez laiens.	47
50	Quant mesire Gauvain voit ce, 	et quant messires .G. uoit ce: 	48
51	si lace son hialme 	si relasse son hiaume. 	49
52	et cort a son escu. 	et cort a son escu la |ou il lauoit laissie. 	50|51
53|54	Et cil vienent les espees traites |por lui ocire, 	et cil cort alui lespee traite par lui ocirre 	52
55	et il n'en refuse nul 	et il ne refuse rien 	53
56	qui al devant li viegne, 	qui au deuant li uaingne. 	54
57	ains fiert le premier	ains fiert le premier 	55
58	qu’il encontre a ce 	quil en contre a ce	56
59	qu’il estoit desarmés, si durement 	quil estoit desarmes si duremet 	57
60	qu’il li fent la teste en II. moitiés », 	quil li fent la teste en .ii. moitiez. 	58
61	et cil chiet mors. 	et cil chiet mors. 	59
62	Et il recort sus as autres 	et il recort sus as autres a	60
63	qui lor pooir faisoient de lui blecier e : 	ce |quil faissoient lor pooirs de lui blecier. 	61|62
64	si en fiert si l’un 	si en fiert lun	63
65|66	qu’il li trenche le bras par entre l’espaule et le coute. |Et li autre tornent en fuie, 	si quil li tranche le bras enpres lespaule. et li autre dui tornent en fuie 	64
67	quant il voient lor compaignons si atornez. 	quant il uoient |que lor conpangnon sont ainsi atorne.	65|66
68	Et mesire Gauvain nes deigne plus enchaucier, 	et messires .G. nes dangne plus enchaucier 	67
69	ains monte en son cheval 	ains monte en son cheual	68
70	et se remet en son chemin 	et entre en sont chemin. 	69
71	et erre jusqu'aprés vespres 	et erre 	70
72	tant qu’il vient en une grant valee	tant quil uient en une grant ualee. 	71
73	et esgarde desos Iui el fons del val; 	et il esgarde desous lui el fons dun ual. 	72
74	si voit I. petit chastel molt bien seant, 	Si uoit .i. petit chastelet mout bien seant. 	73
75	kar il estoit clos d’eve tot entor et de buens murs bateilliés. Il torne son cheval cele part, 	Car il estoit clos deue tous anuiron. |et de tous murs batilliez. Il torne cele part son cheual. 	74|75
76	kar il i voldra la nuit gesir, 	Car il i uodra la nuit iesir 	76
77|78	et est venus jusqu’a l’eve; |si trueve un pont de fust 	et il est uenus iuqua leue. et trueue .i. pont de fust 	77
79	par ont l’en passoit el chastel ».	par ou en passoit au chastel 	78
80	Quant il fu venus en la maistre rue, 	et quant il est uenus a la maistͤ rue; 	79
81	si chevalche vers la forteresce de laiens; 	si cheuauche uers la fortresce de laiens. 	80
82	et quant il en aproche, 	et cestoit li maistre tors. et|quant il laproche 	81|82
83	si le prise trop, kar c’est la plus riche et la plus fors 	si la priSe trop. |Car cest la plus rich et la plus fort 	83|84
84	que jamés il voie de son grant. Il regarde sor destre 	que il iamais uoie de son grant. Il regarde sor drestre 	85
85	et ot crier une feme assés pres de lui, 	si oit crier une fame 	86
86	ce li samble; 	se li samble assez pres de lui. 	87
87	et il point maintenant cele part 	et il point maintenant celepart 	88
88	ou il ot cele 	ou il oit cele	89
89	qui crie 	qui crie. 	90
90	et voit en une grant sale, par terre », une damoisele en une cuve de marbre	et ua en une grant sale par terre. |et uit en une cuue de maubre une damoisele. 	91|92
91	qui crioit si durement: « Sainte Marie, 	qui crioit mout durement sainte marie 	93
92	qui me getera de ci ?» Mesire Gauvain acort cele part 	qui me ietera de ci. Messires .G. acort cele part |ou il oit cele 	94|95
		qui crie. 	96
93	et voit la cuve 	et uoit la cuue 	97
94	qui est bien la moitié plaine d'eve, 	qui estoit la moitie plainne deue. 	98
95	si qu’a la damoisele i avient jusqu’amont le nombril. 	Si que la damoisele ia uient iuscau nombril. et	99
96	Et quant ele le voit, 	quant ele le uoit 	100
97|98	si li dist: « |Ha, sire chevaliers, 	si li dit sire cheualiers ietes moi decci.	101
99|100	por Dieu, getés me de ci !» |Lors gete les mains 	Lors geste messires .G. les mains 	102
101	et r’aert par mi les flans, 	et laert par les flans. 	103
102|103	mais il ne la puet remuer |por pooir 	Mais il ne la puet remuer por pooir 	104
104	qu’il ait; 	quil ait. 	105
105|106	si s’i essaie Il. fois |ou trois, 	Si ci essaie .ii. fois ou trois. 	106
107|108	et quant cele voit |qu’il ne la remuera, 	Et quant ele le uoit 	107
109|110	si li dist: « |Ha, sire chevaliers, failli avés. 	si li dit. A sire cheualiers uos i aues faille. 	108
111	Ore poés dire seurement 	Or porrois dire seurement 	109
112	que ja de cest chastel 	que de cest chastel 	110
113|114	ne partirois sans honte avoir. — Damoisele, fet il,|se je ne vos ai delivree, 	ne partirois sans honte auoir. Damoisele fait. il ce ie ne uos ai deliuruee ce poise moi. 	111
115	ce poise moi, 		
116|117	et je en ai fet si mon pooir |que je n’en doi estre blasmés. 	et Ien ai fait mon poori nen doi estre blasmez. 	112
118	Mes or vos voldroie je proier par amor 	Mais or uos uodroie ie prier par enmors 	113
119	que vos me deissiés 	que uos me deissies por coi uos estes ci. et	114
120	comment vos estes ci et par quele aventure 	par quel auanture 	115
121	et se vos en porrois estre delivree. — 	et se uos en poez estre deliuree. 	116
122	Par foi, fet ele, je sui en tele maniere 	Par foi fait ele ie sui ci en tel maniere. 	117
123|124	que g’i ai totes les dolors |et sueffre totes les anguoisses, ne n’en serai hors devant 	et si sueffre totes les dolors et ai totes les angoisses. 	118
		ne nan ferai fors deuant	119
125	que li mieldres chevaliers del monde m’en getera. 	que li millors cheualiers del monde men ietera. 	120
126|127	Mais l’achoisons |por quoi g’i sui mise ne savrois vos ja ne vos ne autres par moi, 	Mais locoisons por coi ie i sui misse ne sauroif uos Ia ne uos ue autres de par moi. 	121
128|129	devant |que cil sera venus 	deuant que cil cera uenus 	122
130	qui de ci me getera: 	qui me ietera. 	123
131	et sa venue est assés pres, 	et sa uenue est assez pres 	124
132	kar ce sera en cest an. — 	que |se sera en cest an. 	125|126
133	Et comment, fet il, est ce 	et|coment fait il esse 	127|128
134	que vos soffrés tantes dolors ? — 	que uos souffres tant de dolors. 	129
135	Comment? fet ele. Tastés 	Comet fait ele tastes 	130
136	quels ceste eve est 	ques ceste eue . 	131
137	et lors le savrois. » reve 	et lors le saures. 	132
		Lors met messires .G. lune de ses mains en leue. 	133
138|139	mais il ne la cuide l |ja avoir retraite a tens, 	mais il ne la cuide ia auoir retraite a tans. 	134
140	kar 		
141	Lors mist mesire Gauvain l’une des mains dedens 		
142	tant le trova chaude 	Car tant la troua chaude 	135
143|144	qu’il cuide bien avoir la main perdue a tos jors mes. « Sire chevaliers, fet la damoisele, |ore savés 	quil cuide bien auoir la main perdue a tous iors mais. Sire cheualiers fait ele or sauez quel angoisse ie sueffre. 	136
145	quele anguoisse je sueffre. — 		
146	Certes, damoisele, fet il, ie ne voi pas 	Certes damoisele fait il ie ne uoi mie 	137
147	comment vos puissiés durer. — 	coment uos puisiez durer. 	138
148	Par foi, fet ele, 	Par foii fait ele	139
149	se je puisse morir par travail, je fuisse pieça morte.	ce ie ie poisse morir |por traual ie fusse or morte piesa.	140|141
150	Mais a Damedieu ne plaist encore, 	mais a damedieu ne plait. 	142
151	lar il ne s’est pas encore vengiés d’un grant pechié 	Car il ne set pas Encore bien uangies dun pichiet 	143
152	que je fis ja, 	que ie fis. 	144
153	por quoi je sueffre ceste anguoisse 	par quoi ie suffre ceste angoisse	145
154	et cest torment. 	et cest torment. 	146
155	Mais or vos en poés aler, sire chevaliers, 	Mais or uaos en poes aler 	147
156	quant vos plaira, 	quant uos plaira	148
157	kar de moi oster de ci est ce noiens, 	Car de moi oster est il noians 	149
158|159	puis que vos avés failli, |ne de mon estre ne savrois vos pius. 	puis que uos i aues failli ne de mon estre ne saurois uos plus. 	150
160	Et il s’en vet maintenant, 	et il sen ua maintenant 	151
161	quant il voit 	quant il uoit 	152
162	que plus n’en porra trere a ; 	quil nen porra plus traire. 	153
163	si s’en vet al mestre palés.	Si sen ua au mestre chastel 	154
164	Et vaslet saillent encontre lui plus de X. 	et uallet saillent encontre lui 	155
165	por Iui descendre; 	por lui descendre.	156
166	si li establent son cheval b 	Si li establent son cheual. 	157
167|168	et le mainent |et palés en haut por desarmer. 	et le mainnent en haut por lui desarmer. 	158
169	Si i trueve mesire Gauvain grantt plenté des plus bials chevaliers 	Si trueue messires .G. grant plante des plus biax cheualiers 	159
170	qu’il onques mes veist en nule terre; 	quil onques ueist en nulle tͤre. 	160
171	si se drecent e tuit encontre Iui, 	Si se drescet encontre lui |si tost	161|162
172	si tost com il le voient venir 	comme il le uoient uenir. 	163
173	et li dient 	et li dient 	164
174	que bien soit il venus, 	que bien soit il uenus. 	165
175	et il les encline tos. 	et il les encline tous. 	166
176	Et l’en li fet oster ses armes 	et lan li fait oster ses armes. 	167
177	et li baillent une molt riche robe a vestir, 	et li baillent une mout riche robe a uestir. 	168
178	puis l’asieent devant els 	Puis lacieent deuant aus. 	169
179	et li demandent 	et li demandent 	170
180	dont il est, 	dom il est. 	171
181	et il dist 	et il dit 	172
182	qu’ill est del roialme de Logres et de la maison le roi Artu. 	quil est del roiaume de logres et de la mainie le roi artu.	173
183	Et lors li font il la greignor joie del monde 	et lors li font la grignor ioie del monde. 	174
184	et li demandent noveles de la cort: 	et li demandent nouelles de la cort le roi artu. 	175
185	et il lor dist teles 	et il lor dit celes	176
186	com il les set. 	comme il les cest. 	177
187	A ces paroles issi d’une chambre I. grans chevaliers a 	Mais pres a |quil nen oi nouelles. A ces paroles issi de laiens uns grans cheualiers. 	178|179
		qui amenoit auec lui grant conpangnie de cheualiers. 	180
188	et il estoit I. des plus bials hom 	et cestoit assez plus biax hons 	181
189	que mesire Gauvain eust pieça veu 	que messires .G. eust ueu |puis quil issi de son pais. 	182|183
190	et molt resambloit bien gentil home. 	et mout resanble bien gentil home. 	184
191	Et quant cil de laiens le voient venir, 	et quant cil de laiens le uoient uenir. 	185
192	si dient a mon seignor Gauvain 	si dient a mon signor .G. 	186
193	que c’est li rois. 	que cest li rois. 	187
194	Maintenant se dresce mesire Gauvain 	Maintenant se dresce messires .G. 	188
195	et dist 	et li dit 	189
196	que bien soit il venus ; 	que bien soit il uenus. 	190
197	et cil li rent son salu a molt bele chiere, 	et cil li rent son salu a mout bele chiere. 	191
198	si le fet asseoir dejoste lui 	si le fait aseoir deioste lui 	192
199	et demande 	et li demande 	193
200	qui il est, 	qui il 	194
201	et il lij conte tote la verité. 	est.et il li conte tote la uerite. 	195
202	Et lors en est li rois molt liés, 	et li rois en est mout liez 	196
203	lar molt desirroit a veoir mon seignor Gauvain et a conoistre: 	car mout desiroit a ueoir monsignor .G. et a quenoistre. 	197
204	si parolent ensamble et s’entracointent al plus bel 	Si parolent ensanble |et santracointent au plus bel 	198|199
205	qu’il pueent » Endementiers 	que il porrent. Endementieres 	200
206	qu’il parloient issi,	quil parloient ensi. 	201
207	se regarde mesire Gauvain 	Si regarde messires .G. 	202
208	et voit par mi a une verriere un blanc colon 	et uoit enttrer laiens par une uerriere un colon 	203
209	qui aportoit en sa boche. I. encenser d’or trop riche.	qui portoit en son bec un ensencier dor trop riche. 	204
210	Et si tost com il fu laiens entrés, 	et si tost|comme il fu laiens entres 	205|206
211	si fu li palés raemplis de totes les bones odors 	si fu li palais raenplis de totes les odors 	207
212	que cuers mortels porroit penser ne boche dire. 	que cuers mortex porroit panser ne boche dire. 	208
213|214	Et lors furent tuit si amui |que onques n’en i ot L. sol 	et lors furent tuit anmi conques ni ot an palais un tout seul 	209
215	qui mot deist, 	qui mot deist. 	210
216	ains s’agenoillerent tuit, 	ains sagenoillent tuit 	211
217	si tost com il virent le colon; 	si tost comme il uirent le colon.	212
218	et il s’en ala tot droit en une chambre. 	et il sen ala tout droit a une chanbre 	213
219	Et maintenant saillirent cil del palés 	et maintenant saillirent il del palais 	214
220	et mistrent les napes sor les dois; 	et mirrent les tables sor les dois. 	215
221	si s’asistrent li un et li autre sans ce 	Si sacirrent|et li un li autre 	216|217
222	que nus i deist mot, 	sans ce 	218
223	ne nus n’i fu apelés. De ceste aventure se merveille molt mesire Gauvain; 	que chascuns ne dit mot. ne nus ni fu apelez. |De ceste auanture se meruuilla trop messires.G.	219|220
224	si s’asiet avec les autres a et voit 	si saciet auec les autres. 	221
225	qu’il sont tuit en proieres et en oroisons. 	et sont tuit en proieres et en orisons. 	222
226	Et aprés		
227|228	ce |qu’il furent tuit assis, ne demora gaires 	et apres ce quil furent assis tuit : ne demora gaires	223
229	que mesire Gauvain vit issir de la chambre 	que messires G. uit issir de la chanbre 	224
230	ou li colons estoit entrés une damoisele, la plus bele 	ou li colons estoit entres une damoisele la plus bele 	225
231	qu’il onques mes eust veue jor de sa vie, 	quil onques mais eust ueue. ior de sa uie. 	226
232	et sans faille c’estoit la Plus bele 	et sans faille ele estoit la plus belle 	227
233	qui lors fust 	qui lor fust 	228
234	ne qui puis nasquist ». La damoisele fu desliee 	ne qui puis naquist. La damoisele ert desliee. 	229
235	et estoit treciee en bende et avoit le plus bel chief 	et ert treue a bandes. |et auoit le plus bial chief 	230|231
236	que feme portast, 	que fame portast.	232
237	si estoit si bele de totes bialtés 	Si estoit si bele de totes les biautes 	233
238	qui a feme aperent 	que a fame apartint : 	234
239	que onques plus bele feme ne fu veue fors solement la Virge Mere 	que onques plus bele fame ne fu ueue en terre. 	235
240	qui porta Jhesu Crist dedens son ventre. Ele issi de la chambre 	Ele ist de la chanbre 	236
241	et porta entre ses.II. mains le plus riche vaissel 	et portoit en ses mains le plus riche uaissel 	237
242	qui onques par home terrien fust veus,	qui onques par home terrien fust ueus. 	238
243	et fu fes en samblance de calice, 	et fu fais en sanblance de calice. 	239
244|245	et le tint plus haut de son chief |si que totes voies l’enclinoit a. Mesire Gauvain esgarde le vaissel, 	et le portoit plus haut de son chief. et totesuoiez lencline messires .G. Sesgarde le uaissel 	240
246	si le prise plus que rien 	si le prise plus que riens 	241
247	qu’il eust veue,	que il eust onques ueue. 	242
248	mais il ne puet savoir 	Mais il ne puet ueoir de	243
249	de quoi il est, 	quoi cest ne sauoir. 	244
250	kar de fust n’est il pas ne de nule maniere de metal, 	Car de fust nest il pas ne de nulle maniere de metail. 	245
251	ne de pierre ne rest il mie ne de cor ne d’os, 	Ne depierre ne rest il mie. |Ne de cor ne dos. 	246|247
252	et de ceu est il tos esbahis. 	et de ce est tous esbahiz. 	248
253	Aprés regarde la pucele », 	Apres regarde la pucele. 	249
254	si se merveille plus assés de sa bialté que del vaissel, lear onques mes ne vit il feme 	Si se merueille assez plus de sa biate que del uaissel.|Car onques mais ueit il fame 	250|251
255	qui de bialté s’apareillast a ceste : 	qui saparillast a li. 	252
256	si muse a li si durement 	si muse a li si durement: 	253
257	qu’a autre rien ne pense. 	que a autre rien ne pance. 	254
258	Et ensi com la damoisele passe par devant le dois. 	et ainsi|comme la damoisele pasce par deuant les dois: 	255|256
259	si s’agenoille chescuns devant le saint vaissel 	Si sagenoille chascuns par deuant le saint uaissel. 	257
260	et tantost sont les tables replenies de tos les bials mengiers 	et lors sont les tables araplantinees de tous les biax mengiers 	258
261	que l’en porroit deviser; 	que cuers dome porroit deuiser 	259
262|263	et li palés fu raemplis de si bones odors |com se totes les espieces terrienes i fuissent Ie dois,	et li palais fu si raanplis de si bones odors comse totes les bones odors terriennes i fussent espandues. 	260
		Et quant la damoiseble fu alee par deuant les dois une fois. 	261
264|265	si s’en retorne |et entre en la chambre 	Si sen retorne en la chanbre 	262
266|267	dont ele |Quant la damoisele fu une fois alee par devant vint. 	dont ele estoit issue. 	263
268	Et mesire Gauvain le convoie des iex 	et messires .G. la conuoie des iex 	264
269	tant com il puet; 	tant comme il puet.	265
270	et quant il ne la voit mes, 	et quant il ne lauoit 	266
271	si regarde devant lui a la table 	si regarde deuant lui a la table	267
272	ou il seoit, 	ou il seoit. 	268
273	mes il ne voit chose 	mais il ni uoit rien 	269
274	qu’il puisse mengier, 	que il onques puisse mangier. 	270
275	ains est la table vuide devant lui, 	ains est la table wide deuant lui. 	271
276	et il n’i a nus 	et il ni a nul 	272
277	qui n’ait autresi grant plenté de viande 	qui nait. ausi grant plante de uiande 	273
278	comme s’ele sorsist. 	come cil sorcist. et	274
279	Quant il voit ce, 	quant il uoit ce 	275
280	si en est si esbar̈s qu’il ne set 	si ne set 	276
281	qu’il doie dire 	quil doie dire. 	277
282	ne que fere, 	ne que faire. 	278
283	kar bien set 	Car bien set 	279
284	qu’il a mespris en aucune chose, 	quil a mespris en aucune chose. 	280
285	por quoi il n’a eu a mengier ausi come li autres; 	por coi il na a mengier ausi con li autre. 	281
286	si sueffre a soi mesmes a demander tant 	Si sueffre a soi meismes 	282
287|288	que les tables soient levees. |Aprés mengier. 	tant que les tables soient ostees. Apres mengier 	283
289	quant il furent levé des tables, 	qant il furent leue des tables 	284
290	si s’en alerent hors del palés 	si sen alerent tuit fors del palais. 	285
291	et se departirent li uns ça, li autres la, 	Li uns sa et li autres la. 	286
292|293	si que mesire Gauvain ne sot |qu’il estoient devenu. 	Si que messires .G. ne sot que il estoient deuenu. 	287
294	Et quant il volt descendre	et quant il uot dessandre 	288
295	por venir en la cort, 	por entrer en la cort 	289
296	si ne pot de laiens issir, lKar il trova les huis del palés molt bien fermés. 	si ne pot de laiens issir |Car il troua les huis del palais mout bien fermes. 	290|291
297	Et quant il voit ce, 	Et quant il uoit ce 	292
298	si se vet apuier a une des renestres 	si se ua apuier a une fenestre 	293
299	et commence	et comance a panser trop durement. et	294
300	a penser molt durement » tenoit en sa main I. baston, 	lors uoit issir un nain dune chambre an sa main .i. mout gnt baston. 	295
301	et la 	et la 	296
302|303	ou il voit mon seignor |Et lors voit issir d’une chambre un naim 	ou il uoit monsignor .G. 	297
304	qui Gauvain, 		
305	si li dist: 	si li dit.	298
306	«Que est ce, dans malvais chevaliers ? 	Ques ce dans mauuais cheualiers 	299
307	Que par male aventure soiés vos apoiés a nos fenestres ! 	que par male auanture soiez uos apoiez a nos fenestres fuies uos en 	300
308	Fuiés vos en, vos n’i devés pas estre, 	car uos ni deues pas estre.	301
309	kar trop a en vos vil chose, 	Car trop a en uos uil chose. 	302
310	mais alés vos repondre ? en aucune de ces chambres, 	Mais alez uos repondre en aucune de ses chanbres 	303
311	que l’en ne vos voie !» 	que on ne uos uoie. 	304
312	Lors hauce le baston 	et lors hauce le baston 	305
313	por ferir mon seignor Gauvain, 	por ferir monsignor .G. 	306
314	mais il gete le bras encontre,	mais il geste Son bras encontre	307
315	si li tolt; 	si li tost. 	308
316	et quant li nains voit ce, 	et quant li nains uoit ce 	309
317	si li dist: « 	Si li dit.	310
318	Ha, chevalier, ce ne te valt rien. 	Ha : cheualiers |se ne te uaut riens. 	311|312
319	Certes tu ne te poes de çaiens partir sans honte avoir. » 	Certes tu ne puez de saiens departir sans honte auoir. 	313
320	Lors s’en revet en une chambre 	Lors sen reua en une chanbre.	314
321	et mesire Gauvain regarde a a l’un des chief de la sale, 	et messires .G. regarde a lun des chiez de la salle. 	315
322	si i voit le plus riche lit del monde et il vet maintenant cele part, 	si uoit le plus riche lit del monde. |et il ua maintenant cele part 	316|317
323	kar il s’i bee a cochier ».	Car il se ue a couchier. 	318
324	Et en ce qu’il s’i voloit asseoir. 	et en ce |quil se uoloit aseoir 	319|320
325	si ot une damoisele	si oit une damoisele 	321
326	qui li crie: « 	qui crie. 	322
327	Ha, chevaliers, tu morras ja, 	ha : cheualiers tu morras ia 	323
328	se tu t’i cochies desarmés, 	ce tu ti couches desarmes. 	324
329	kar c’est li Lis Aventuros. 	Car cest li liz auantureus.	325
330	Mais veés la unes armes,	mais ueez la unes armes 	326
331	si les pren 	si les pran 	327
332	et puis si t’i aseu, 	si tarme |et puis ce ti coche 	328|329
333	se tu vels. » Mesire Gauvain cort la 	ce tu wes. Messires .G. cor la 	330
334	ou il voit les armes, 	ou il uoit les armes 	331
335	si les prent	si les prant 	332
336	et s’en appareille al miels 	et si sen apareille au miex	333
337	qu’il puet. 	quil puet. 	334
338	Et quant il est tos armés de hauberc et de hialme et d’escu et d’espee », si se vet aseoir el lit, 	et quant il est tous armes |si ua asseeir ou lit 	335|336
339	mais si tost com il fu assis,	et si tost comme il i fu assis 	337
340	si ot un cri, le plus let et le plus hisdeus e	si oit .i. cri le plus lait et le plus hideus 	338
341|342	qu’il onques mes orst, |et bien cuide 	quil onques oist. et bien cuide 	339
343	que ce soit de deable.	que ce soit uois de diable. 	340
344	Et maintenant voit issir d’une chambre une lance 	et maintenant uoit issir dune chambre une lance 	341
345	dont li fers est tos enflamés, 	dont li fers est tous en flammes. 	342
346	si fiert mon seignor Gauvain si durement 	Si fiert mon signor .G. si durement 	343
347|348	que por l'escu ne |por le haubere ne remaint 	que por lescu ne por le haubert ne remaint 	344
349	que li fers ne li soit passés par mi l’espaule d’outre en outre, 	que li fers ne li soit passez parmi lespaule doutre en outre. 	345
350	et il se pasme.	et il se pasme. 	346
351	Et lors ont la lance esrachiee a hors de s’espaule. 	LOrs sent la lance estagier de cespaule. 	347
352	mais il ne set 	Mais il ne cest 	348
353	qui li oste ; 	qui li oste. 	349
354	si saine molt merveillosement, 	si sainne trop durement. 	350
355	mais del lit ne s’est remués, 	mais dellit ne cest remuez 	351
356	ains dist 	ains dit 	352
357	qu’il i morra tos frois ou il verra plus 	quil i morra tous frois |ou il uerra encor plus 	353|354
358	qu’il n’a encore veu; 	quil na ueu. 	355
359	mais molt se sent navrés durement. 	mais mout ce sent naurez durement. 	356
360	Molt grant piece demora iluec mesire Gauvain. 	Grant piece demora messires .G. illuc. 	357
361	tant qu’il i fu si anuitié 	tant quil anuitit	358
362	que l’en veist laiens malvaisement, 	et que lan ueist laiens mauuaissemet 	359
363	se ne fust la clartés de la lune 	ce ne fust la clartes de la lune 	360
364	qui laiens entroit par plus de XL. fenestres	qui laiens entroit. par plus de .xl. fenestres 	361
365	qui totes estoient overtes. 	qui totes estoient ouertes. 	362
366	Lors esgarde en une chambre, en cele 	Lors esgarde uers une chanbre cele 	363
367	qui plus estoit prochaine de lui, 	qui de lui estoit plus prochainne. 	364
368	si vit.I. serpent, le plus grant et le plus merveillos 	Si uoit dedens .i. serpant le plus grant et le plus meruilleus 	365
369	qu’il onques mes veist, 	quil onques mais ueist. 	366
370	ne il n’a home el monde 	ne il na home el monde	367
371	qui del veoir 	qui del ueoir ne deust auoir tote paour. 	368
372	ne deust avoir tote poor ne il n'est el siecle nule maniere de color 	Ne il nest en ce siecle |nulle maniere de color 	369|370
373	dont l’en ne peust en ui veoir, 	con ne peust en lui ueoir	371
374	kar il estoit vermals et indes et jaunes et noirs et vers et blans. Il avoit les iex roges et gros et enflés	Car il estoit uermaus et indes et iaunes et uers et noirs et blans. |et auoit les yex roges et gros 	372|373
375	et la bochie lee i et grant, 	et enflez et la bouche lee et grant. 	374
376|377	et fu gros par mi le pis e; |si commença a aler amont et aval par mi la chambre, juant soi de sa coe 	et fu gros parmi le piz. si coumansa a aler amont et aual parmi la chanbre iouant fu de sa coe 	375
378	et batant la terre. E	et batant la terre. 	376
379	quant il s’est grant piece joez, 	et quant il est grant piece ioez ; 	377
380	si se torne ce desos deseure	Si torne ce desous desoure. 	378
381	et commence a giendre et a braire et a faire la plus fort tin del monde. 	et conmance a giendre et a braire et a faire la plus fort fin del monde 	379
382	Et quant il s’est ensi grant piece debatus, 	et|quant il cest grant piece debatus: 	380|381
383|384	si s’estent tot ensi |com s’il fust mors, 	si cestant ausi comce il fust mors. 	382
385	et mesire Gauvain	et messires .G. uoit 	383
386|387	qui molt s’en merveille voit |qu’il gete de sa boche serpentials jusqu’a cent 	quil geste de sa boche petis cerpantiax iusqua .u. 	384
388	qui tuit estoient vif. 	qui tuit estoient uif. 	385
389	Et quant il a ce fet, 	et quant il a ce fait	386
390	si se part de la chambre 	si uient fors de la chambre 	387
391	et vient el grant palés, 	et entre el grant palais. 	388
392	si trueve un lieupart, le plus fier del monde, 	si trueue .i. lupart le plus fier del monde. 	389
393	et il li cort tantost sus 	et li cort tantost sus 	390
394	et cil a lui 	et cil a lui 	391
395	Si commence entr’ets deus la plus fiere bataille del monde, 	si commancent entr aus deus la plus grant meslee Del monde 	392
396	lar li serpens cuide totes voies venir al desus del lieu Part, 	que li serpens cuide toteuoies uenir au deseur dou lieupart. 	393
397	mes il ne puet. 	Mais il ne puet et en ce 	394
398	Et en ce qu’il se combatoient issi, avint a mon seignor Gauvain tels aventure 	quil se conbatoient auint a monsignor .G. une auanture 	395
399	qu’il ne pooit veoir gote; 	que il ne puet ueoir gore	396
400	si luisoit la lune molt cler. 	si luisoit la lune mout clere. 	397
401	Mais a chief de piece li fu rendue la clartés des iex 	mais au chief de piece li fu rendue la clartes des iex. 	398
402	si qu’il pot veoir le lieupart et le serpent 	si quil pot ueoir le serpent et le lieupart 	399
403	qui encor se combatoienta. Grant piece dura la bataille des. II. bestes, 	qui encor se combatoent. GRant piece dura la bataille des .ii. bestes 	400
