124	et mesmement de yos avoie je grant espoir 	et meesmement de uos auoie ge grant espoir. 	96
125	que vos la rejoinsissiés,	que uos la reioinsissiez. 	97
126|127	kar il n’est encore de nul chevalier si grant parole |come de vos; 	quar il nest encore de nus cheualer si grant parole comme de uos. 	98
128	et quant vos i avés failli, je ne sal qui í puisse recovrer. 	et quant uos y auez falli ge ne sai |qui i puist recourer 	99|100
129|130	Or avés oi |por quoi ele saine t 	ore aues oi porcoi elle saine. 	101
131	por quoi je port ll. espees. 		
132|133	Et savés vos |por quoi je m’agenoillai devant li? le m’i agenoillai 	Et ce porcoi ie magenoillais. cest pour chou 	102
134	por ce que 		
135	¡e sai bien 		
136	qu'ele est sainte, 	quele est sainte. 	103
137	kar par si seront achevees es aventures del saint Oraal, et maint miracle en ai e veu, 		
138|139	puis que je la portai premierement. — |Et por quoi, fet Hestor, le baisastes vos ? —	Et porcoi fet hector le baisastes vous. 	104
140	Por ce, fet il, 	por ce fet il 	105
141	que le jor 	que le iour 	106
142	que je le baise ne recevrai je mortel plaie; 		
143	et quant je dis ore a mon seignor Gauvain 		
144|145	qu’il m’avoit de mort rescos, |ne me menbroit il pas de l’espee. — 	que iou le baise ne receuerai iou la mortel plaie. 	107
146	Or me dites, fet mesire Gauvain, 	Or me dites fait mesires Gauuain. 	108
147	comment vos avés non. — 	Comment vous aues non.	109
148|149	Certes, fet cil, j’ai non Eliezer, |si sui fiz al Riche Roi Pescheor 	Certes fait il iai non helysezler. li fils au riche roy pescheor	110
150	qui tient le saint Graal en sa maison. — 	qui tient le saint Graal en sa maison. 	111
151|152	Et|qu’aliés vos querant? fet mesire Gauvain. — 	Et que ales vous querant fait mesires Gauuain. 	112
153|154	Certes, iet cil, je vos aloie querant |por ceste espee Ejoindre, 	Certes fait helysezler ie vous aloie querant pour ceste espee reioindre. 	113
155	har je cuidoie bien 		
156	que vos n'i fausissiés pas; 		
157	et puis que vos i avés failli, je cuit bien 		
158	que chevaliers n’i aviegne mes a piece. — 		
159	Or vos dirai, fet mesire Gauvain, 	Or vous dirai fet mesires Gauuain 	114
160	que vos lerois. ll est voirs 	que vous feres. Il est uoirs 	115
161	que nos somes meu en la queste del nellor chevalier del monde, 	que nous sommes esmeu en la queste del mellor cheualier del monde. 	116
162	dont nos ne savons rien yil est mors ou vis, 	dont nous ne sauons |sil est mors ou non	117|118
163|164	et |por ce vos loeroie je en droit conseil 	Si vous loeroie en droit consel In 	119
165	que vos venissiés avec nos tant que nos l’euissons trové ou loing ou pres, 	que vous lvous en uenissiez aueques moi |tant que nous leussons troue. 	120|121
166|167	se trovez puet estre, |Et	et se nous le trouons fait il. sachies 	122
168|169	¡t sai bien |qu'il achevera ceste aventure, 	quil achieuera la besoigne. 	123
170	se mortels proesce í puet avoir mestier. — 	se mortel proece y puet auoir mestier. 	124
171|172	Ki est cil, fet li chevaliers, |que vos dites,	Qui est cil fait helysez ler 	125
173	qui tant est de haute proesce? — Cest, fet il, mesire Lancelos del Lac. — 	qui est de si haute proece. |Enon dieu fait mesires Gauuain cest mesire lancelot del lac. 	126|127
174	Par oi, fet cil, en vostre queste ne me metroie je mie, 	Par foy fait helysezler en la uostre |queste ne me metrai iou ia. 	128|129
175	kar Fres al pas le crgé, 		
176|177	ams men iel la |dont je nui; 	quar iou nen ai mie le congie. 	130
178|179	mes |se vos le trovés nul lieu,	mais se vous le troues en aucun lieu 	131
180	si li poés dire 	si li poes dire 	132
181	que s’il velt ceste espee veoir, 	que sil veult ceste espee reioindre 	133
182	si viegne tot droit chiés le Riche Roi Pescheor, 	quil viengne en la maison au riche roy pescshleor. 	134
183|184	kar iluec |porra il l’espee trover. » 	quar illueques me porra il trouer et ueoir. 	135
185	Et lors les commande a Dieu, 	Et lors lez commande a dieu. 	136
186	si s’en vet entre lui et la pucele et l’escuier, 	si sen uait entre lui et la damoisele. quis monseignor Gauuain amena illuec. |et sen vont chies le riche roy pescshleor 	137|138
187	et mesire Gauvain se depart de ses compaignons, 	Et mesires Gauuain se depart de sez compaignons. 	139
188|189	si aquelt son chemin tos sols et chescuns des autres fet autretel. |Mes ore se taist li contes d’els tos 	Mais atant se taist ore li contes daus tous 	140
190|191	et parole d’Agloval premierement, |Or dist li contes 	et parole dagloual tout premierement Chou dist li contes 	141
192|193	que, |quant Agloval fu partis de ses compaignons, 	que quant agloual se fu partis de ses compaignons	142
194	qu’il erra tot le jor entier 	quil erra toute ior 	143
195	sans aventure trover 	sans auenture trouuer 	144
196|197	qui face a amentevoir. |Et la nuit iut en la maison a un hermite molt preudome 	qui a conter face. La Anuit uint a la meson dun hermite. 	145
198	qui son pooir fist la nuit de lui aaisier. L’endemain se leva matin 	ou il herberga la nuit,|Et lendemain se leua bien matin. 	146|147
199|200	et erra totes voies |et ensi cercha la forest et de Ionc et de lé, 	et erra. iiij. iors parmi la forest de lonc et de le 	148
201|202	tant que ce vint al cinquime jor |qu’il vint, un poì devant vespres, en I. estroit sentier.	Au quint ior entra en. j. sentier estroit. 	149
203|204	Et lors encontra I. chevalier acorant sor .I. cheval |et fu armés de totes armes, 	Et lors encontra. j. cheualier acorant sor. j. destrier arme de toutes armes. 	150
205	mes ses escus estoit detrenchiés amont et aval et ses haubers ros et desmailliés et ses hialmes depeciés et escartelés »;	et sez escus estoit amont et aual tous depechies. 	151
206|207	et li sans li degote de la teste et des bras, si|que li haubers en estoit tos vermels. 	Et li sans li degoute de sa teste. 	152
208|209	Et quant il vit Agloval,|si vint vers lui 	Et quant il fu pres dagloual. 	153
210	al plus tost 		
211|212	qu'il pout |et a li dist: « 	si li dist. 	154
213	Ha, gentils chevaliers, aies merci de moi, ne me laisse ocirre devant toi ! — Sire, fet Agloval, je ne voi encore nul 	ha : gentieus cheualiers aies merci de moi |et ne me laissies ocirre deuant uous. Sire fait agloual iou ni voi encore nullui 	155|156
214	qui mal vos weille fere. — 	qui mal vous face. |ne qui le vous uoelle faire. 	157|158
215	Bials sire, fet cil, vos le verrois par tens, 	Biau sire fait il vous le verrois par tamps	159
216	lar aprés moi vient ne sai quels chevaliers	Car apres moi uient vns cheualiers 	160
217|218	qui me velt ocirre, |et por noient, 	qui me ueult ocirre por noient. 	161
219	et si m'a il ja navré, 	Et si ma il ia si naure 	162
220	com vos poés veoir. — 	comme vous poes ueoir.	163
221	Or ne vos esmaiés, ret Agloval, mes laissiés le venir tot seurement, 	Or ne vous esmaies mie sire fet agloual. |mais laissiez le uenir tot seurement. 	164|165
222	si l’atendés, 	Aches paroles voient uenir. j. cheualier arme de toutes armes. 	166
223|224	et je vos creant loialment |que vos n’i avrois ja mal sans moi. »; A ces paroles se regardent 	Et 	167
225	et voient I. chevalier» venir si grant aleure 	Et quant il vint pres si dist a agloual li cheualiers 	168
226	com li chevals le puet aporter. « Sire, fet li chevaliers a Agloval, veés le ci» 	qui naures estoit. Sire Vees uenir le cheualier |qui ocirre me veult 	169|170
227	Et il point maintenant vers lui 	Et agloual point maintenant vers lui. 	171
228	quanqu’il puet del cheval traire ; 		
229|230	et cil li torne la teste de son cheval,|quant il voit 	Et cil li torne la teste de son cheual. 	172
231	que cil li vient a l’encontre ; 		
232	si s’entrenerent si durement 	si sentrefierent si durement 	173
233|234	que li escu n’ont duree |qu’il ne soient percié as fers des lances. Li chevaliers brise sa lance a l’encontrer 	que li escu ni ont duree. Li cheualiers brise sa lance 	174
235	et Agloval le fiert si durement 	et agloual le fiert si durement. 	175
236	qu’il porte lui et le cheval a terre.	que li escus ni ot duree. |Ains le porte lui et le cheual a terre tout en. j. mont. 	176|177
237	Mes cil 	Mais cil 	178
238	qui molt estoit pros se relieve erraument 	qui moult ert preus. |se releua erranment 	179|180
239	et trait l’espee	et trait lespee 	181
240	et gete l’escu sor sa teste, 	et giete lescu sor sa teste 	182
241|242	si fet grant samblant de soi deffendre. |Et Agloval li cort sus tot ensi 	et fait bien samblant de lui desfendre. et agloual le fiert si del pis del cheual 	183
243	com il estoit armés,		
244	si a le fiert si del pis del cheval 		
245	qu’il le refet voler a terre. 	quil le fait voler a terre 	184
246	Et lors descent jus, 	Lors descent a terre. 	185
247|248	kar plus ne le velt requerre a cheval, |por ce qu’il estoit a pié; 	quar plus ne le voloit touchier a cheual. 	186
249	si atache son cheval a un arbre », 		
250	puis trait l’espee 	et trait lespee 	187
251	et cort sus al chevalier; 	et li cort sus 	188
252	mes il le trueve si atorné 	mais il le trueue tel atorne 	189
253	que cil n’a pooir de soi relever de la 	quil not nul pooir de se releuer de la	190
254	ou il gist, 	ou il gist. 	191
255	et il li esrache le hialme de la teste 	Et il li esrace le heaume de la teste	192
256	et li abat la ventaille 	et li a abatu la uentaille 	193
257	et dist 	et dist 	194
258	qu’il li coupera le chief, 	quil locirra 	195
259	s’il ne se tient por outré. 	sil ne se tient pour oltre. 	196
260|261	Et cil oevre les iex, |qui assés estoit a mal aise e; 	Et quant cil uoit lespee nue sor sa teste. 	197
262	et quant il voit l’espee 		
263|264	dont cil li velt le chief couper, |si a poor de mort 	si ot moult grant paor de mort 	198
265	et crie merci. « 	si dist. 	199
266|267	Ha, frans chevaliers, fet il, |ne m’ociés mie, 	ha : gentieuls cheualiers. ne mochies mie 	200
268|269	kar ie me tieng por outré; |et veez ici m'espee 	quar iou me tieng por outre. et li tent sespee. 	201
270	que je vos rent. » 		
271|272	Et Agloval la reçoit |et	et agloual le rechoit 	202
273|274	puis li demande |por quoi il voloit le chevalier ocirre. » 	si li demande porcoi il uoloit le cheualier ochirre 	203
275	Par foi, fet il, 		
276	por ce qu’il ocist avant ier un de mes escuiers, 		
277|278	ne soi por quoi: |et 	Et cil dist 	204
279|280	por ce l’oceisse je volentiers, |se j’en fuisse venus al desus. 	quil le uoloit ocirre por. j. sien escuier 	205
281|282	Et al desus en venisse je par tens, |se je ne vos euisse encontré. — 	quil li auoit auant hier ocis. 	206
283	Par foi, fet Agloval, vos feissiés trop grant desmesure, 	par foy fait agloual cestoit grant desmesure 	207
284	quant por I. escuier occissiés I. chevalier,	quant por. j. escuier uolies ocirre. j. cheualier.	208
285	et por cest outrage weil 	Et por ce Voeil iou 	209
286|287	jeque vos vos en metois en sa merci |et je vos cuit orendroit moi. 	que vous vous metes en sa prison.	210
288	Et cil dist 	Et cil respont 	211
289	qu’il le fera, 	quil le fera volentiers. 	212
290	puis qu’autrement ne puet estre; 	puis caltrement ne puet estre. 	213
291	si vient devant le chevalier et s’agenoille 	ors vint maintenant au cheualier. |et sagenoille deuant lui 	214|215
292	et li crie merci del meffet; 	et li crie merci del mesfait 	216
293	et cil li pardone tot.	quil li a fait. |Et cil li pardonne moult uolentiers, pardon. 	217|218
294	Et lors remonte li chevaliers conquis 	puis vient li cheualiers conquis 	219
295	et dist a Agloval: « Sire, fet il, il est huimés tens et hore de herbergier, 	et dist a agloual. Sire il est hui mais tamps de herbergier. 	220
296|297	kar la nuis i aproche molt durement, |et j’ai pres de ci un recet molt aaisié: 	et vous serois plus a aise a mon ostel 	221
298	por ce vos pri 	que en nul lieu 	222
299	que vos veigniés anuit mes herbergier o moi 	ou vous puissies hui mais herbergier. |quar la nuis aproche durement 	223|224
300	et vos i seriés plus a aise 	Et iou ai chi pres. j . mien rechet. |Et por chou vous pri iou	225|226
301	que vos ne seriés en lieu 	que vous demores hui 	227
302	ou vos puissiés huimés venir. ». 	mais auec moi. 	228
303	Et Agloval l'otroie,	Et agloual li otroie. |Et	229|230
304	puis demande al chevalier 	puis demande au cheualier 	231
305	qu’il avoit rescos 	quil auoit conquis 	232
306	dont il est; 	qui il est 	233
307	et il dist 	Et il dist 	234
308	qu’il est del chastel de Roguedon 	quil est del castel de roguedon 	235
309	qui est pres d’iluec a une lieue englesche. « 	qui est dilluec a vne lieue englesce. 	236
310	Et se vos i voliés venir, je vos i feroie honorer sor tos homes 	et se vous y uolies uenir. iou vous y honorroie sor tous hommes. 	237
311	et je le doi bien fere, lear vos m’avés de mort rescos. — 	et iou le doi bien faire. |quar vous maues de mort rescous. uous dirai fet li cheualiers conquis 	238|239
312	Or vos dirai 		
313|314	que vos ferois, fet li chevaliers conquis. |Vos vendrois huimés herbergier avec nos deus.	que vous ferois entre vous. ij. vous venres: herbergier aueques moi 	240
315	Lors si sera entre nos la joie greignor 	si en serra la feste greignor 	241
316	que se nos estiom departis li uns ça, li autres la. » 	que |se nous estiemes parti li vns de lautre.	242|243
317	Et Agloval r'em prie tant que cil l'otroie. 	Et agloual en prie tant le cheualier |quil li otroie 	244|245
318	Lors sont tuit troi retorné 	Lors sont tot. iij. li cheualier retorne. 	246
319|320	et vont tant|qu’il vienent a unes praeries 	et uont tant quil sont uenu a. j. petit praelet. 	247
321	qui estoient en mi la forest; 	qui estoit en mi lieu de la forest	248
322	et el mi lieu de ces pres avoit une tor fort 	et el milieu de cel prael auoit vne tor forte et haute	249
323|324	et faute|qui estoit close de murs et de fossés; 	et estoit close de murs et de fosses tot entor. 	250
325	et il vienent jusqu’a la tor, 	Et il uindrent a la tor 	251
326	si entrent ens. 	si entrerent ens. 	252
327	Et cil de laiens corent as estriés,	et cil de laiens lor corent as estriers 	253
328	si les font descendre, 	et les font descendre 	254
329	puis les desarment, lar grant mestier avoient de reposer. 	por euls desarmer. |quar grant mestier auoient de reposer. 	255|256
330	Et quant il sont alegié de lor armes, li sires de laiens les maine en sa mestre sale. 	Et quant il sont alegie de lor armes,|si les maine li sires en la maistre sale. 	257|258
331	Lors li demande Agloval 	Et agloual li demande 	259
332	comment il a non, 	comment il a a non. 	260
333	et il dist 	et il dist 	261
334	qu’il a non Grifon del Mal Pas. « 	quil a a non Griffons del mal pas 	262
335	Et vos, bials sire, fet il a Agloval, 	Et vous sire fet il 	263
336	dont estes a vos ? s 	comment aues uous non. 	264
337	Et il dist 	Et il dist 	265
338	qu’il est de la maison le roi Artu. « 	quil est de la maison le roy artus 	266
339	Et qu’alés vos querant ? » fet Grifon.	si ai a non agloual. |Et cales vous querant fait Griffons.	267|268
340	Et il li conte tote l’aventure de la roine et de Lancelot	et il li conte lauenture de la royne et de lancelot.	269
341|342	et comment ele vit |que I. chevaliers em portoit la teste. b « 	et comment. j. cheualiers emportoit vne teste torsee par deuant lui. 	270
343	Si avom, fet il, tuit juré 	Si en auons tuit iure. 	271
344	a que, se nos poons le chevalier trover ne conoistre, 	que se nous poons le cheualier connoistre ne trouuer. 	272
345	que nos en aporterom la teste al roi e; 	que nous emporterons la soie teste au roy artu et a la royne genieure. |Et 	273|274
346	et por ceste chose somes nos meu de la cort tresqu’a dis chevaliers. 	por ceste chose achieuer sommes nous meu iusques a . X.cheualiers lez meillors |que on puet trouuer en la meson le roy artu. 	275|276
		qui iamais ne finerons derrer 	277
		iusquatant que nous laurons troue, 	278
347	Quant Gritons ot ce 	Quant Griffons entent ce 	279
348	que Agloval dist, 	que agloual li dist. 	280
349	si se pense 	si se porpense 	281
350	qu’il porra fere, 	que il porra faire. 	282
351	lar il set bien 	Car il set bien se agloual le connoist. |et il li die le voir 	283|284
352	que, s’Agloval le conoist, til ne croira mie 	comment il en est.|quil ne creroit mie 	285|286
353	qu’il n’ait Lancelot ocis; 	quil neust ocis lancelot. 	287
354	si l’en covendra morir,	si len conuenroit a morir 	288
355	s’il en set novele. 	sil en sauoit la nouele. 	289
356	Lors dist 	Lors li respont Griffons et dist.	290
357	que ce seroit trop grans damages, se Lancelos estoit mors. « 	que ce seroit trop grans damages |se lancelot estoit ocis. 	291|292
358	Mes totes voies, 		
359|360	bials sire, fet il, i perdistes plus que Lancelot ? — |Oil, en non Dieu, fet il, nos i perdimes Keu le seneschal 	Mais or me dites y perdistes vous fors lancelot. Enon dieu fet il oil. keu le senescal 	293
361	et Saigremor le Desreé et Dodinel le Salvage; 	et saigremor le desree |et dodynel le saluage 	294|295
362	mais de la perte d’els tos ne nos est mie autant ? comme de Lancelot. — Voire, bials sire, 	Mais de la perte |deuls ne nous est il mie tant comme de lancelot. 	296|297
363	et qui vos rendroit Keu le seneschal, 	Non fait Griffons. |Et sasulries vous boin gre 	298|299
364	dont ne l’en savriés vos molt buen gré ? — 	qui z vous rendroit le senescal. 	300
365|366	Si m’art Diex, fet il, oil, |et molt en avroie grant ioie. 	Si mait diex fet agloual oil. et moult grant ioie en asulriemes. 	301
367	Or sachiés donc, fet il, 	Or sachies fait Griffons 	302
368	que se vos estes demain a l’ermitage de la Haie, 	se vous estes demain a lermitage de la haie 	303
369	que vos l’i troverois sans faille. — En non Dieu, sire, fet il, molt grans mercis. »	que vous li troueres. |En non dieu fait agloual grans mercis 	304|305
		et iou y serai 	306
370	Cele nuit jut laiens Agloval 	Celui nuit iut laiens aissel agloual. 	307
371	et a l’endemain se leva, 	et lendemain 	308
372|373	si tost|com il vit le ior, 	si tost comme il uit le ior. 	309
374	et prist ses armes a; 	se leua |et prist sez armes 	310|311
375	si ehevalche droit vers l'ermitage 	et puis monta |et sen entra en son chemin tout droit a lermitage de la haie 	312|313
376	que cil ti avoit dit. 	que Gryffons li auoit dit. 	314
377	Et quant il se fu partis de l’ostel 	Et quant il sen fu partis de son ostel 	315
378	ou il avoit geu, Grifons vint a Keu le seneschal 	Si vint Griffons maintenant a keu le senescal 	316
379|380	qu’il avoit en sa prison |et li dist: « Sire Kex, vos estes delivrés de ma prison», 	et li dist vous estes deliures de prison. 	317
381	et li conte 	et ie voeil 	318
382	comment, «	que uous ales maintenant a lermitage de la haie. 	319
383	et je vueil 	et vous rendes a agloual 	320
384|385	que vos vos en ailliés de ci a l’ermitage de la Haie |et vos rendés a Agloval. 	que vous troueres la.	321
386	Et s’il vos demande	Et sil vous demande aa 	322
387|388	qui vos i envoie, |si li dites 	qui vous y envoie vous li dires	323
389	que vos ne savés 	que vous ne sasulres 	324
390	qui ; 	qui 	325
391	et por ce que je ne ? vueil mie a 	Et pour chou |que ie ne uoeil mie. 	326|327
392|393	que nus sache de moi noveles, vueil je |que vos me fiançois 	que nus sache nulles noueles de moi. voeil iou 	328
394	que vos ne dirois en lieu ou vos veingnois 	que vous ne le dites a nullui |ou vous aillies et voel 	329|330
395	que 	que vous le me fianchies. 	331
396	Et vos aiés	Et que vous ne dites mie 	332
397|398	çaiens esté |ne nel dirois a home né. » 	que vous aies este chaiens en prison. 	333
399	cil li fiance,	Et cil li fiance 	334
400	qui molt est liés de ceste delivrance; 	qui moult estoit lies de sa deliurance. 	335
401	si li fet Grifons aporter a mengier 	Si li fist Griffons aporter a mangier. 	336
402	et puis commande 	et puis|si commande 	337|338
403	que l’en li aport ses armes, 	con li aporte sez armes. 	339
404|405	et eles li sont aportees. |Si se part de laiens 	et keux sarma 	340
406	et vet tant	puis monta sor son cheual el 	341
407	qu’il vient a hore de tierce al lieu 	Et sen vint tot droit au lieu.	342
408	que l’en li avoit dit; 	ou Griffons li auoit dit. 	343
409	si trova Agloval 	si y troua agloual 	344
410	qui molt fist grant joie de lui, 	qui moult fist grant ioie de lui 	345
411	quant il le vit, 	quant il le uit. 	346
412	et li demande 	et li demanda tout maintenant 	347
413	dont il venoit. 	dont il uenoit. 	348
414	Mais il ne li en velt riens dire, 	mais il nen uault riens dire. 	349
415	qu’il ne trespassast sa foi. 	quil nen mentesist sa foy 	350
416	Lors i conte Agloval 	Et lors li conta agloual 	351
417	comment ti dis chevaliers estoient meu por querre Lancelot	comment. X. compaignon de la table roonde estoient meu por querre lancelot 	352
418	et que jamés ne finermunt d’errer 	Et que iamais ne fineroient desrer. deuant chou 	353
419	devant qu’il en aient ores verraies noveles. « 	quil en alulroient oi vraies noueles. 	354
