0	avoir trové. » 	Sire fait elle enuellopee |quil ne la pouoit cengnoistre pour pour ce	0|1
34	si commence a crier: « 	et dire en tell maniere 	41
35	Ha, gentilz chevaliers, secorés ceste damoisele 	Haa beau et gentil cheualier secoures ceste damoiselle 	42
36	que cist ribaut vuelent ocirre. 	que ces ribaulx ueullent occire/ 	43
37	Ha, frans hom, ne m’i laissiés morir, 	haa franc homme fait elle me lesres uous ainsi mourir entre les mains de telx paillars. 	44
38	se vos onques eustes pitié de nule gentil damoisele !» 	et se uous pitie de moy |car se uous ne me secoures ie suys a la mort liurer. 	45|46
39	Quant Boors ot ce qu’ele li prie si pitousement 	Et quant boort ouyt |quelle le prioit si piteusement 	47|48
40|41	qu'il la secore, |si ne set que fere, 	si ne scait que faire 	49
42	kar volentiers li aidast 	car uoulentiers luy allast aider 	50
43|44	s’il peust; |mais il voit l’eve noire et parfonde 	se il peult estre/ mes il uoit la riuiere parfonde et dangereuse a passer. 	51
45|46	et si perilluse |qu’il cuide bien noier, 	et scait bien sil entre dedens 	52
47	s’il se met dedens; 	qu il se met en peril de mort.	53
48	et d'autre part il voit cele 	Et daultre part il uoit celle 	54
49	qui si durement crie merci; 	qui si piteusement fui crie mercy.	55
50	si l'em prent tels pitiés 	Si luy en prent telle pitie 	56
51|52	qu’il en laisse totes poors |et fet le signe de la crois en mi son vis, 	quil en laisse toute paour et fait le signe de la croix deuant son uisaige puys embrache son escu 	57
53|54	puis enbrace l’escu |et broche le cheval des esperons 	et fiert son cheual des esperens 	58
55	et se fiert en l’eve. 	et se lanche dedens leaue tout erraument: 	59
56|57	Et li chevals fu fors,|si commence a noer 	et le cheual commence a noer si tost 	60
58	si tost com il ot terre perdue, 	quil eust terre perdue. 	61
59	si l’enporte d’autre part de la rive a quelque paine, 	et sen passe le cheual iusques de laultre part de leaue mes ce fust a grant paine 	62
60	mais ançois ot beu de l’eve li uns et li autre, 	car ains quilz feussent passes beurent de leaue lun et laultre 	63
61	et se li chevals ne fust si buens, noié fuissent ambedui, 	et se le cheual neust este fort et bon ilz feussent noyes et lun et laultre 	64
62	kar li chevaliers estoit pesans por les armes 	car le cheualier estoit fort pesant pour les armes 	65
63	qu’il avoit vestues. 	quil auoit uestues. 	66
64	Quant il fu de l’autre part de l’eve, 	Quant il fut de lautre part de leaue 	67
65|66	si ne descendi pas, |ains cort vers cels 	si ne descendist oncques ains courust uers ceulx 	68
67	qui la damoisele tenoient 	qui la damoiselle tenoient: 	69
68	et fiert si le premier 	et fiert tellement le premier 	70
69	qu’il aconsieut 	quil encontre 	71
70	qu’il li met le glaive par mi le cors, 	qu il lui met le glauie parmy le corps 	72
71	si l’abat a terre, 	si labat a terre 	73
72|73	et li autre s’enfuient erraument |por ce que desarmé estoient. 	et les autres se met tent en fuite. La damoiselle	74
74|75	Et la damoisele|qui delivree se voit se met a genols devant Boort 	qui deliuree se sent se met a genoulx deuant lui 	75
76	et dist: « 	et lui dit. 	76
77	Ha, gentils chevaliers, de Dieu soiés vos beneois, 	Haa gentil cheualier de dieu soiez uous benoit: 	77
78	quant vos m’avés de mort rescosse, 	car ces gloutens me eussent occiz 	78
79|80	et aorés en soit Diex, |quant il ceste part vos amena, 	se ne feussez uous. Damoiselle fait il 	79
81	kar cist gloton m’euissent ja morte. — Damoisele, fet il,		
82	por quoi ? — Sire fet ele, jel vos dirai bien, 	pour quoy. Sire fait elle ie le uous diray 	80
83|84	mais|que vos m’aiés mise a sauveté. — Coment ? fet il. Avés vos dont garde ? — 	mais que uous me aiez mise a sauuete. 	81
85	Certes, fet ele, ja asseur ne seraî fant com je sache laiens le seignor del chastel, 	Comment fait il auez uous donc paour. Sire fait elle ia seure ne seray tant que ie sache leans le seigneur de ce chasteau/ 	82
86|87	kar c’est li plus fel chevaliers del monde et li plus traîtres. » A ces paroles voient issir I. chevalier del chastel |et la ou il vit Boort, 	car cest le plus fel cheualier du monde et le plus cruel Ces parolles uoient issir ung cheualier du chasteau: 	83
88|89	si li escrie : « Laissiés, dans chevaliers, la damoisele|que vos n’enmenrois mie! 	et la 	84
90|91	Par mon chief, mar le rescosistes!» |Si li cort 	ou il uoit boort il lui escrie. Cheualier laissez la damoiselle	85
92|93	quanqu’il puet le glaive alongié; |et Boors retrait son glaîve a lui del cors a celui 	et par mon chief mal la rescouistes. Boort lentent 	86
94	qu’il avoit ocis; 	si lui court	87
95|96	si laisse le cheval corre |et le fiert si tres durement 	tant qu il peut du cheual traire le glaiue allongnie et le fiert si durement 	88
97	qu’il l’abat a terre si estordi 	quil labat a terre si estourdy 	89
98|99	qu’il n’a pooir de relever, |ains gist pasmés, 	qu il na pouoir de soy releuer: 	90
100	kar il chai si felenessement 		
101	qu’a poi que la canole del col n'avoit brisee. 		
102|103	Et Boors li vet a cheval par desus le cors |tant que tot le debrise. 	et booit lui ua par dessus le col a cheual tant que tout le debrise. 	91
104	Et lors est la damoisele si liee 	Et boort a tant la damoiselle esiouye 	92
105	qu’ele ne puet plus 	que elle ne peut plus: 	93
106	et dist a Boort : « Sire, nos n’avons mes garde,	et dit a boort. Sire nous nauons mes garde: 	94
107	kar je ne cuit 	car ie ne cuide point 	95
108	qu’il eust plus de chevaliers çaiens que cestui;	qu il y ait plus de cheualiers leans que cestui 	96
109	si vos dirai ore seurement ce 	si uous diray seurement ce	97
110	que vos me demandastes n’a encor gaires. — Dites, fet il. — Sire, fet ele, entre moi et I. chevalier 	que uous mauez demande. |Par ma foy fait elle moy et ung cheualier 	98|99
111	qui mes amis estoit chevalchions hui matin par mi cest chastel 	qui mon amy estoit cheuauchions parmi cest chasteau. 	100
112	et quant li freres a celui 	Et quant le frere de celui 	101
113	que vos avés abatu me vit, 	que uous auez abatu me uist 	102
114	si me volt a force prendre, 	si me uoulut auoir et prendre a force: 	103
115|116	kar il m’avoit molt longuement amee; |si me prist al frain 	car il me auoit longuement aymee. Il print mon cheual 	104
		et men uoulut mener a force: 	105
117	et m’en volt mener a force, mes mes amis se combati a lui tant qu’il l’ocist. 	mais mon amy se combatist a lui |tant qu il loccist. 	106|107
118	Et quant cist 	Et quant celui 	108
119|120	que vos veez ci ore vit son frere mort, si fist mon ami prendre a force de vilains et de gens et l’ocist en venjance de son frere. |Mais de moi, 	que uous uoiez cy uist son frere mort il fist mon amy prendre par force de gens et de uillains/ 	109
121	por cui Ses freres avoit esté ocis, dist il 	et loccist en uengance de son frere et dist 	110
122	qu’il se vengeroit sans main metre;	quil se uengeroit de moy sans main mettre.	111
123	si me fist prendre a ces ribaus 	Si me fist prendre par ces quatre ribaulx 	112
124	que vos veistes et lor commanda 	que uous auez ueu|et leur commanda 	113|114
125	qu’il me noiaissent, « 	quilz me noyassent/ 	115
126	kar par armes, dist il, ne vueil je mie qu’ele muire » ; 	car par armes ne uueil ie pas |que elle meure. 	116|117
127	si m'enmenoient, 	Si me emmenoient ainsi 	118
128	si com vos veistes, morir 	comment uous auez ueu pour noyer 	119
129	quant vos me venistes secorre par la volenté de Dieu et par la vostre. 	quant uaus me uenistes secourir par la uoulente de dieu et par la uostre. 	120
130	Or vos ai conté mon errement ; 	Or uous ay toute compte ma fortune/ 	121
131	si voldroie des Ore mes, 	si uouldroie 	122
132	se vostre plaisirs estoit, 	se uostre uoulente y estoit 	123
133	que vos me menissois a salveté en un mien chastel 	que uous me menissez a sauuete en ung mien chasteau 	124
134	qui est ci pres. — Volentiers », fet il. 	qui est cy pres. Voulentiers dit il. 	125
135	Si le prent par les bras 	et il la prent par le bras 	126
136	et le monte par devant lui sor le col de son cheval, 	et puis la met sur le col de son cheual/ 	127
137	si a geté son escu derieres son dos, 	si a iecte son escu derrier son dos:	128
138	si s’en vet cele part 	et puis tourne celle part la 	129
139	ou la damoisele li enseigne tant 	ou la damoiselle lui enseigne tant	130
140	que ce vint aprés midi 	que uint aprez midy 	131
141	qu’il voient en un tertre I. bel a chastel, 	que ilz uirent deuant eulx ung moult beau chasteau: 	132
142|143	et lors ataignent Il. escuiers|qui issoient d’un bossel 	et lors attaignent deux escuiers a lentree de ung petit boix	133
144	et aportoit chescuns venoisons trosee detriers soi.	et portoit chacun uenoisen derrier lui troussee. 	134
145|146	Quant il virent la damoisele, |si descendent a pié 	Et quant ilz uirent la damoiselle ilz descendirent a pie 	135
147	et li font grant joie com a celi 	et lui firent si grant henneur et si grant ioye comme a celle 	136
148	qui lor dame estoit 	qui leur dame estoit: 	137
149|150	mais molt se merveillent de ce |qu’il la virent plorer: 	mais moult se merueillent de ce qu ilz la uoient plourer: 	138
151	si li enquierent 	si demandent 	139
152	que ele a. 	que elle a. 	140
153	Et ele lor dit 	et elle leur compte 	141
154	comment ses amis avoit esté ocis, «	comment son amy auoit este occy/	142
155	et je meismes euisse esté morte. 	et moy mesmes eusse este occie 	143
156	se ne fust cis frans chevaliers	se ne feust ce franc cheualier	144
157	qui par sa debonaireté me resqueust 	qui par sa debonnairete ma rescousse 	145
158	et se mist em peril de mort por ma vie sauver. » 	et sest mis en peril de mort pour moy sauuer. 	146
159	Et lors conseille a l’un de ses escuierset cil se destrosse maintenant de sa venoison, 	Et lors elle parle a conseil a ung des escuiers 	147
160	si la baille a son compaignon por porter, 	et celui se destrousse maintenant de sa uenoison et la baille a porter a son compaignon 	148
161	si s’en vet vers le chastel 	et sen ua uers le chasteau	149
162	quanqu’il puet traire del roncin. 	tant quil peut courir atout son roussin. 	150
163	Et Boors demande a la damoisele 	Et boort demande a la damoiselle 	151
164	comment li chastials a non 	comment le chasteau auoit nom 	152
165	ou ses amis a esté ocis. « Sire, fet ele, il a non Galedon 	ou son amy auoit este occy. Sire fait elle il a nen galdon/ 	153
166	et l’eve par ou vos passastes a non Galede. » 	et leaue ou uous passastes a nom galide. 	154
167|168	Ensi parolent tant |qu’il sont venu jusqu’al chastel,	Ainsi sen uont parlant ensemble boort et la damoiselle tant que ilz sont uenus prez du chasteau 	155
169	si le voit Boors bien seant et fort. 	si le uoient beau et fort et moult bien seant. 	156
170	Et quant il montent ! le tertre, 	Et quant ilz sont montez le tertre 	157
171|172	si voient de laiens issir dames et damoiseles a grant plenté |dont les unes karolent 	si uirent dames et damoiselles a grant plante dent les unes dansoient 	158
173	et les autres dancent 	et les autres deuisoient 	159
174	et les autres joent de divers geus; 	et les autres iouoient de diuers ieux.	160
175	si estoient acesmees et vestues richement et avec venoient chevaliers jusqu’a X. 	si estoient toutes uestues moult richement/ |et auec elles uenoient des cheualiers iusques a dix 	161|162
176	qui molt faisoient grant joie; 	qui faisoient moult grant ioye. 	163
177	et quant il voient Boort, 	Et quant ilz uirent boort 	164
178	si crient tuit encontre lui: « Bien viengniés, sire,	si lui crierent tous. Bien uiengniez uous 	165
179|180	qui nostre dame avez delivres de mort |et rescosse des mains a ses enemis !» 	qui nostre dame auez rescousse de mort et deliuree des mains de ses ennemis. 	166
181	Et lors font descendre lor dame et lui avec : 	Et lors font descendre leur dame et lui auec. 	167
182	si ne vos porroit nus conter la joie 	Si ne pourroit nul homme compter la grant ioye 	168
183	qui li fu fete. A tel joie et a tel feste enmainent Boort jusqu’al palés del chastel, 	qui leur fut faicte. A telle ioye menerent boort au pallais. 	169
184	si le font desarmer, 	Et quant ilz eurent mengie la damoiselle lui demanda	170
185	ou il volsist ou non,	comment il auoit nom. 	171
186	et il le fist a envis, 	Et il respendist 	172
187|188	kar il n’estoit encore mie tens de herbergier. |Ensi remist Boors laiens, 	quil auoit nom boort le essillie 	173
189	si li firent grant joie li un et li autre 	et si estoit cousin germain de lancelot du lac. 	174
190	Et quant il orent mengié. a damoisele demande a Boort 	Et uous dame 	175
191|192	comment il avoit non ét ¡l dist |qu’il avoit non Boors li Essilliés. « 	quel est uostre nom. Sire fait elle iay nom benigne de glacedon. 	176
193	Et vos, fet il. damoisele, 	et ce chasteau cy 	177
194	quels est li vostre nons ? — Sire, fet ele. je ai non Blevine de Glocedun, issi a non cist chastials ou nos somes. » A ces paroles 	ou nous sommes a aussi nom glacedon. ces parolles 	178
195	qu’il disoient, es vos I escuier 	quilz disoient uecy ung escuyer 	179
196	qui laiens entre,	qui entra leans 	180
197	si s’agenoille devant la damoisele. « Dame, fet il, la damoisele de Honguefort vostre cosine vos salue 	si se agenoille |de uant la damoiselle dame fait il madame de honguesfort uous sallue 	181|182
198	et vos mande 	et uous mande 	183
199|200	qu’ele vient herbergier o vos. » |Et quant cele l’entent, 	que elle se ueult ennuyt logier auec uous.	184
201|202	si saut sus si liee et si joiose |que nule plus 	Et quant celle lost 	185
203	et demande al vaslet 	si demande a lescuyer 	186
204	ou ele est. « Dame. fet il, a mains de demie lieue pres de ci. » 	ou elle est dame fait il a demye lieue de cy/ 	187
205|206	Et ele fet maintenant sa sele metre |et dist 	et elle mente sur son cheual auec quatre cheualiers et quatre escuyers 	188
207	qu’ele ira encontre li; 	pour aller a lencontre de la dame 	189
208|209	si monte |et maine o li. VI. chevaliers et Illl. en laisse 	et si laisse quatre cheualiers auec boort 	190
210|211	por fere compaignie a Boort ; |si se part atant de laiens. Mes Boors 	pour luy faire compagnie mes boort 	191
212|213	qui les noveles a of̈es de cele de Honguefort |si ne set que fere, 	qui les nouuelles a entendues de la dane de honguesfort ne scait que faire 	192
214|215	kar se il remaint laiens, ne puet estre |que l’en nel conoisse 	si pense longuement 	193
216	et ce ne voldroit il por rien: 	car il ne ueult pas estre congneu 	194
217|218	si pense longuement a ceste chose. |Quant il ot une piece pensé, 	et quant il a longuement pen se 	195
219	si se drece en estant 	si se lieuue en son estant 	196
220|221	et demande ses armes tost|et isnel. « Sire, font cil 	et demande ses armes. Sire sont ceulx 	197
222	qui avec lui estoient, 	qui auec luy estoient 	198
223	qu’en volés vos fere ? — Je me vueil. fet il, un poi aler esbatre jusqu’a cel boschel, 	pour quoy les demandes uous ie me uueil fait il armer pour moy aller esbatre iusques en ce bochel 	199
224	si revendrai orendroit. » 	mes ie reuendray tantost/ 	200
225	Cil n’osent son commandement refuser. 	et ceulx nosent reffuser son commandement 	201
226|227	si aportent ses armes |et il les prent. 	lors luy apportent ses armes 	202
228	Et quant il est armés, 	et quant il fust arme 	203
229|230	si monte en son cheval a, |si se part de laiens par une posterne par devers le boschel », 	si sen part de le ans par la posterne uers ung petit bosc 	204
231	ne ne velt	et ne ueult 	205
232	que nus li face compaignie. 	que nul luy face compagnie. 	206
233|234	Et quant il est l. poi eslongiés del chastel, |si torne a destre vers une forest 	Et quant il est ung pou eslongnie il tourne uers une forest grande et espesse 	207
235	qu’il voit haute et espesse 		
236|237	et s’en vet al ferir des esperons; |si se fiert en la forest 	si fiert des esperons 	208
238|239	et eirre tant |qu’il li anuite ; 	et sen entra dedens 	209
240|241	et lors escote, |si ot une cloche soner 	et cheuaucha tant que la nuyt uint. Il ouyt une cloche sonner 	210
242	et il sot bien tantost	si pense tantost 	211
243|244	que c’estoit hermitages: |si s’en torne cele part 	que cest ung hermitage. il sen alla celle part 	212
245	et descent a l’uis,	et puys frappa a luys/ 	213
246|247	si apele et li hermites li oevre son huis, |si a le reçoit a bele chiere 	et lermite le rechoit a belle chere 	214
248	et le desarme il meismes, 	et le desarma 	215
249	puis vet cueillir de l’erbe al cheval 	et puys cueillit de lerbe uerte pour le cheual 	216
250	et por fere lit al chevalier.	et fist le lyt au cheualier. 	217
251|252	Ensi est Boors remés chiés l’ermite, |et la damoisele de Glocedun chevalcha tant a 	Insi est boort demoure auec lermite et la damoiselle de glacedon a tant alle 	218
253	qu’ele encontra cele de Honguefort; 	quelle encentra celle de honguesfort/ 	219
254	si s’entresaluent, 	si sentresalluerent. 	220
255	mais molt se merveille cele de Glocedun, 	Et quant celle de glacedon uoit sa cousine 	221
256|257	quant ele voit sa cosine si atornee et tote sa maisnie: |si li demande l’acheison 	et toute sa mesgnie ainsi atournee elle sen merueille monlt sy lui demande lachoison 	222
258	et cele li conte de chief en chief 	et celle luy compte toute la uerite 	223
259	et dist 	et dist	224
260|261	que jamés ne finera d’errer |jusqu’el ait le chevalier trové, « 	que iamaiz ne finera de errer iusques a tant quelle aura trouue le cheualier/ 	225
262	et bien sachiés, fet ele, bele cosine, 	et sachiez belle cousine 	226
263	que c’est li plus bials chevaliers et li mieldres 	que cest le plus beau et le meilleur 	227
264	que je onques mes veisse, 	que ie ueisse on ques 	228
265	et si est encore jovenes enfés; 	et sy est encore ione enfant/ 	229
266	si ai tel duel, 	si ay tel deul 	230
267	quant il me membre de la vilenie 	quant il me souuient de la uillanie	231
268	que je fis, 	que ie luy feiz 	232
269	qu’a poi que li cuers ne me part el ventre. — En non Dieu, bele cosine, fet cele de Glocedun, 	que a pou que le cueur ne me part du uentre. |Eu nom dieu belle cousine fait celle de glacedon/	233|234
270	s’il vos avint bele aventure, il ne m’est pas hui avenue mains bele. » 	sy uous est aduenu belle auanture/ il ne men est pas aduenue une moins belle. 	235
271	Si li conte tot ensi com il li estoit avenu 	Sy luy compte tout ainsi |comment il luy estoit aduenu/ 	236|237
272	et dist 	et dist 	238
273	qu’ele a le chevalier herbergié; « 	quelle auoit herbegie le cheualier/ 	239
274	mais bien sachiés, fet ele, 	et uous dys bien	240
275|276	que c’est li plus bials chevaliers |que je onques mes veisse 	que cest le plus beau cheualier du monde/ 	241
277|278	et jovenes durement » ; |si li devise sa façon et son grant et sa mesure 	sy lui deuise sa facon 	242
279	tant qu’a cele de Honguefort est avis 	tant quil est aduiz a celle de honguesfort 	243
280|281	que c’est cil |qu’ele quiert, 	que cest celuy quelle quiert/ 	244
282	si li tarde molt 	si luy tarde 	245
283|284	qu’ele le voie. |Ensi chevalchent jusqu’al chastel, 	quelle le uoie En telle magniere cheuauchent tant quilz sont uenues au chastel 	246
285	si descendent la damoisele molt honorement 	si decendent la damoiselle monlt hounourablement	247
286	et molt font grant joie de li	et font grant ioye de celle de honguesford. 	248
287	Et lors sont montees el palés; 	lors sont mentees au pallaiz 	249
288	si demande cele de laiens ou ses ostes est. « 	si demande la damoiselle de leans 	250
289|290	Par foi, font si chevalier, ¡l s’en vet orrendroit tos armés fors de cest chastel, |mais il nos dist 	ou est son hoste/ deuray dirent les cheualiers de leans Il sen ua orendroit tout seul arme hors de ce chastel mes il nous dist 	251
291|292	qu’il revendroit tantost; n’onques |por nul pooir ne volt soffrir 	quil reuendroit tantost/ ne onques ne uolt souffrir 	252
293	que nus de nos alast avec lui. — 	que nul allast auec luy 	253
294	Quel part s’en ala il ? fet ele. — Dame, font il, vers cel boschel. — 	si a prins sen chemin uers ce bochel. 	254
295	Or tost, fet ele, montés, alés aprés lui, 	Or tost dyt la dame montes sy alles apprez luy 	255
296	si le nos ramenés. » 	et le ramenes arriere. 	256
297	Lors sont monté li X. chevalier 	Lors montent tous les cheualiers	257
298	et vienent jusqu’al boschel, 	et uiennent iusques au bochel 	258
299|300	si le cerchent amont et aval, mes del chevalier ne pueent riens trover, |si en sont molt irié et dolent 	et le chercent ament et aual/ 	259
301	et mandent a lor dame 	mais ne le peuent trouuer/ 	260
302|303	qu’il ne le pueent trover. « En non Dieu, fet ele, |ensi ne remandra il pas. » 	Eu nen dieu fait elle il ne demoura pas ainsy 	261
304|305	Si monte |et tote sa maisnie 	si monte elle et sa mesgnie 	262
306	et commande a cerchier le bois de totes pars 	et commencent a chercer le bochel de toutes pars 	263
307	et il en font son commandement.	et prie aulx cheualiers 	264
308	Mais tot ce ne lor valt riens, 	quilz le chersacent mes ce ne leur ualust riens/ 	265
309	kar il n'em puent avoir nul asenement a, 	car ilz nen porent ouyt nulle uraie enseigne. 	266
310	Quant ele vit ce, 	Quant elle uoit ce 	267
311	si s’en retorne en son chastel dolente et corociee 	si sen retoure en son chastel dollente et courroucee/ 	268
312	et conte a cele de Honguefort 	et compte a celle de henguesford 	269
313|314	comment ses ostes s’en estoit alez, |puis demande a cels de laiens: « Bials seignors, 	comment son hoste sen est alle puys demande a ceulx de leans. Beaux seigneurs 	270
315	quant s’em parti il — 	quant sen parti il/ 	271
316	Par foi, dame, font il, 	par ma foy si tost 	272
317	si tost com il vos en vit aler et dist 	que uous feustes partie/|et dist 	273|274
318	qu’il revendroit tost. — 	quil reuendroit tantost. 	275
319	Par foi, fet ele, gabez nos a. » 	par ma foy dist la dame il nous a gabes. 	276
320	Lors demanda cele de Honguefort 	Lors demande celle de honguesford 	277
321	quels armes il portoit 	quelles armes il portoit	278
322	et ele li devise. « En non Dieu, fet ele, je te trovai hui matin a l’entree d’une forest, 	et elle luy deuise. Eu nom dieu fait elle ie le trouuay huy matin a lentree de une forest/ 	279
323|324	mes il ne portoit mie tel escu |com cil	mes il ne portoit mye telles armes come celuy 	280
325	que je quier. — Bele cosine, fet cele de laiens, il le puet bien avoir changié 	que ie quiers/ belle cousine fait celle de leans il les peult bien auoir changiez 	281
326	et je vos di al mien cuidier 	et ie cuide bien a mon aduiz 	282
327	que ce est cil 	que cest celuy 	283
328|329	que vos querez : |si vos prie 	que uous queres sy uous prie 	284
330	que vos me laissiés o vos aler tant que trové l’aions 		
331|332	et lors savrai l’acheison |por quoi il laissa mon ostel a tel ore. — Il m’est molt bel, fet cele de Honguefort, 	que me lessiez aller auecques uous tant que laurens trouue. Il mest monlt bel dyt celle de honguesfort 	285
333	que vos i viegniés, 	que uous uiengnies auec moy 	286
334|335	puis|qu’il vos plest. » 	puis quil uous plaist. 	287
336|337	Ensi remistrent la nuit laiens |et al matin. 	ainsi demeurent la nuyt leans. et au matin 	288
338	si tost com eles ! virent le jor, 	quant ilz uirent le iour 	289
339	si leverent et se partirent del chastel 	si sen partirent du chastel 	290
340	et entrerent en la queste de lor chevalier.	et entrerent en la queste de leur cheualier. 	291
341	Mais or laisse atant li contes a parler d’eles et de Boort	Or lessons maintenant le compte de boors et des deux dames 	292
342	et retorne a parler de Lancelot la 	et retourons a parler de lancelot du lac le	293
343	ou il est entrez en la forest de Sarpenic, 	quel est entre en la forest de la sapine. 	294
344	si com li contes a devise ariers. 	Comment lancelot emporta le corps de gallehaut 	295
345	Or dist li contes 	que plusieurs cheualiers gardoient: |et comment il rescouist la seur de meleagant 	296|297
346	qu’il fist grant chaut le jor 	que len uouloit ardre iiii.xx. xiiii. Grant chault fist dit le compie le iour 	298
347	que Lancelos entra en la forest de Sarpenic 	que lancelot fut entre en la sapinoie 	299
348	et por ce ne remest il mie	et pour ce ne demoura il pas 	300
349|350	qu’il ne chevalchast jusqu’à none; |si li avint ensi 	quil ne cheuauchast iusques a uespres 	301
351|352	qu’il n’encontra home ne feme jusqu’al vespre; |mais lors sans faille, 	sans rencentrer homme ne femme. 	302
353|354	si com il dut issir de forest |qui tot le jor li ot duré, encontra une damoisele 	Sicomme il deust issir dela forest il rencontra une damoiselle grant deul faisant montee sur ung coincte pallefroy. Il salue la damoiselle 	303
355	qui molt faisoit grant duel 		
356	et chevalchoit I. palefroi noir a molt riehe lorain 		
357	et a molt cointe sele de l'oevre d’Engleterre. Il salue la damoisele 		
358|359	et ele lui. « Damoisele, fet il, |kar me dites, 	et lui dit. Dame dictes moy pour quoy uous plourez 	304
360	s’il vos plest, 	sil uous plaist 	305
361	por quoi vos plorés. — 		
362	Certes, sire, fet ele, 	Certes sire 	306
363|364	se je i' cuidoie avoir preu, je le vos diroie. — Damage, fet il, ll’i avrez vos ja, |se Dieu plest, 	se ie y cuidoie auoir prouffit ie uous le diroie. Dommage fait il ny aurez uous ia se dieu plaist. 	307
365	mais dites le moi par covent 		
366|367	que, |se je vos puis aidier a vos esleecier, je vos aiderai a mon pooir. — En non Dieu, sire, fet ele, 	car se ie uous puis aider ie uous aideray a esclercir uostre cueur a mon pouoir. 	308
368	donc le vos dirai je. ll est voirs 	Par dieu sire denc fait elle le uous diray ie. Il fut uoir 	309
369|370	que Meleagans, li fiz al roi Baldemagu, ala a la cort le roi Artu por la roine Genievre conquerre, |s’il peust; 	que meleagant le filz du roy bademagus alla a la court du roy artus pouc la royne genieure conquerre. 	310
371	et endementiers fist tant une damoisele 	En dementiers fist tant une damoiselle 	311
372	qui estoit? sa suer 	qui sa seur estoit 	312
373	qu’ele geta Lancelot d’une tor ou Meleagans l’avoit mis en prison, ne sai por quoi. 	que elle iecta lancelot hors de prison de une tour la |ou il lauoit mis. 	313|314
374	Quant ele l’ot delivré, 	Quant elle leust deliure elle le tint auec elle |tant qu il fut gary: 	315|316
375	si le tint avec li tant 		
376|377	qu’il fu garis, |kar molt avoit eu mesaise en la prison, 	et moult y auoit eu mesaise. 	317
378|379	et puis l’envoia a la cort le roi Artu |ou il ocist Meleagan, ce savons nos or bien.	et puis lenuoia a la court du roy artus la ou il occist meleagant. 	318
