40	e a deçir ay jentil cauallero acorred a esta donçella	si luy commence a crier haa gentili cheualier secourez ceste damoisele	40
41	que estos Ribaldos me quieren	que ces ribaux ueulent occire	41
42	ansi matar ay buen cauallero	Haa franc homme ne me lessez mourir	42
43|44	si nunca oviste piedad de donçella auelda agora de mi|e no me dexedes	si uous eustes onc pitie de nulle gentilz damoisele	43
45|46	asi morir|Quando boores oyo	quant boort ouy celle	44
47	lo que la donçella deçia no supo	qui le prie|si piteusement quil la sequeure il ne scait	45|46
48	que façer	que faire	47
49	ca muy de grado la quisiera acorrer	car uoulentiers luy alast aider sil peust	48
50	si pudiese Mas el agua hera muy fonda	mais il uoit leaue parfonde noire	49
51	e peligrosa	et perilleuse	50
52|53	e negra|e bien cuidaua morir	que il cuide bien mourir sil	51
54|55	si se|y Metiese	si mect dedans	52
56	e dela otra parte veya la donçella	Et dautre part il uoit celle	53
57	que muy afincada mente le pedia merçed	qui si fort luy crie mercy	54
58|59	e ovo tal piedad della|que le fiço todo el miedo perder	si luy en prent telle pitie quil en laisse toute paour	55
60	e fiço la señal dela cruz sobre	si en fait le signe de la croix enmy son uis	56
61	si e enbraço el escudo	puis embrace lescu	57
62	e firio al cauallo de las espuelas	et broche le cheual des esperons	58
63	e lanço se en el agua	et se fiert erraument en leaue	59
64	e el cauallo començo de nadar	et le cheual fu fort|si commence a nouer	60|61
65	luego e perdio tierra en tal manera	si tost quil eut terre perdue	62
66	que paso dela otra parte del agua mas ante beuio el cauallo del agua	si lemporte de lautre part de ma riue a quelque peine|mais ancois eut beu de leaue lun	63|64
		et lautre	65
67	e si el caballo tan bueno no fuera sin dubda el moriera enel agua	et se le cheual ne eust este|si bon ilz fuszent tous deux noyez	66|67
68	e boores porel peso delas armas	car le cħlr estoit pesant|pour les armes quil auoit uestues	68|69
69	que llebaua	Quant il fu de lautre part de leaue	70
70	e desque fue dela otra Parte del agua dexo se correr aquellos	si ne descendy pas|ains court uers ceulx	71|72
71	que la donçella tenian	qui tenoient la damoisele	73
72	e firio al primero	et fiert	74
73|74	que encontro en tal manera|que le metio la lança porel cuerpo	si fort le premier quil actaint quil luy mect le glaiue parmy le corps	75
75|76	e los otros dos|que aquello vieron fuyeron	si labat a terre	76
77|78	luego por miedo de no ser muertos|ca todos estauan desarmados	et les autres senfuyent erraument par ce qͥlz estoient desarme	77
79	e la donçella desque aquello vido finco los ynojos ante boores	Et la damoisle|qui se uoit deliure se mect a genoux deuant boort	78|79
80	e dixo ay jentil cauallero vendito seades de dios	Haa gentilz cheualier fait elle|de dieu soyez uous beneist	80|81
81	que asi me librastes de muerte	dont uous mauez de mort rescousse	82
82	e bendito sea dios	et aoure en soit dieu	83
83	que aqui vos traxo	dont il uous amena ceste part	84
84	que estos villanos me hubieran muerto	Car ces gloutons meussent ia occise se uous ne fussez Damoisele fait il|pour quot	85|86
85	si por vos no fuera donçella dixo boores	Sire fait elle ie le uous diray bien|mais que uous mayez mise a sauuete Comment fait il auez uous	87|88
86	Por que señor dixo ella yo vos lo dire mas ante conuiene	donc garde|Certes sire fait elle ia ne seray asseuree	89|90
87	que non aya miedo de ninguno Donzella dixo boores de quien auedes miedo señor dixo ella del señor del castillo	tant que ie sache|qui est le seigneur de ce chastel leans	91|92
88	ca es el mas follon omne de todo el mundo	car cest le plus fel cheualier du monde|Coment boort se combaty	93|94
89	e mas cruel Ellos	pour la damoisele	95
90	asi fablando vieron salir del castillo vn caballero	A cest parole voyent yssir ung cheualier du chastel|et la ou il uoit boors	96|97
91	e quando vido a boores començo le a dar boçes	si luy crie laissez sire cheualier la damoisele|que uous nemmennerrez pas	98|99
		par mon chief mal la rescoussistes	100
92	e a deçir don cauallero a dexar vos conuiene la donzella	si luy court sus tant comme il puet le glayue esloigne|Et boort le firrt	101|102
93	ca la non lleuaredes	si fort a son uenir	103
94	e porla my cabeza ental Punto la acorristes	que lescu ne le haubert ne le garantist quil ne luy mecte fer|et fust parmy le corps	104|105
95	e luego se dexaron correr el vno contra el otro	Et cil cheit a terre tout estandu|car plus na mestier de mire	106|107
96	e boores lo firio conla lança	Et quant ceulx du chastel uoyent leur cheualier ainsi abatu|si luy en enuoyent incontinant ung autre	108|109
97	que auia sacado del cuerpo del villano	pour uenger celuy|qui dist a boort quil se gardast de luy quil le deffioit	110|111
98	que auia muerto en tal manera	et il dist quil le desfie aussi	112
99	que dio conel Porlas ancas del cauallo a tierra	Lors trait son glayue du corps a celuy quil auoit occis|si luy laisse aller le cheual	113|114
100	asi estordido	et le fier|si fort quil labat a terre	115|116
101	que non se pudo leuantar	si estourdy quil na pouoir de se releuer	117
