91	e quando vido a boores començo le a dar boçes	et la ou il uoit behort|si li est terre	91|92
92	e a deçir don cauallero a dexar vos conuiene la donzella	Laissiez dans cheualiers la damoisele	93
93	ca la non lleuaredes	que uos nen meneroie	94
94	e porla my cabeza ental Punto la acorristes	et par mon chief mar la rescousites	95
95	e luego se dexaron correr el vno contra el otro	Si li acort quanquil puet le glaiue alongnre	96
96	e boores lo firio conla lança	et behors retrait son glaiue del cors au ribaut	97
97	que auia sacado del cuerpo del villano	que il auoit ocis|Si li laisse le cheual	98|99
98	que auia muerto en tal manera	et le fiert|si durement quil labat a terre	100|101
		si estordi	102
99	que dio conel Porlas ancas del cauallo a tierra	que cil na pooir de releuer|Ains fu pasmes	103|104
100	asi estordido	Car il fu cheus	105
101	que non se pudo leuantar	si uilainnement qua pou quil not la chenole dou col bͥsie|et behors li ua a cheual par desus le cors	106|107
		tant que tout le debrisse	108
		et lors est la damoisele	109
		si lie	110
		que ele ne puet plus	111
		et dit a beh̾	112
		Sire fait ele nous nauons	113
		mais garde ce cuige	114
		Car ie ne cuit quil ait	115
		mais cheualier laiens plus	116
		que cestui	117
		Si uus dirai ore seurement ce	118
		que uos me demandates na gaires	119
		Dites	120
		dont damoisele fait il	121
		SIre fait ele par foi entre moi	122
		et	123
		i	124
		cheualier	125
		qui mes amis estoit	126
		cheuauchiens hui matin parmi cest chastelet illuec	127
		et quant li freres a celui	128
		que uos aues ore abatu: me uit	129
