0	avoir trové. » 	Sire fait elle enuellopee |quil ne la pouoit cengnoistre pour pour ce 	0|1
253|254	Ensi est Boors remés chiés l’ermite, |et la damoisele de Glocedun chevalcha tant a 	Insi est boort demoure auec lermite et la damoiselle de glacedon a tant alle 	217
255	qu’ele encontra cele de Honguefort; 	quelle encentra celle de honguesfort/ 	218
256	si s’entresaluent, 	si sentresalluerent. 	219
257|258	mais molt se merveille cele de Glocedun, |quant ele voit sa cosine si atornee 	Et quant celle de glacedon uoit sa cousine et toute sa mesgnie ainsi atournee elle sen merueille monlt 	220
259	et tote sa maisnie: 		
260	si li demande l’acheison 	sy lui demande lachoison 	221
261	et cele li conte de chief en chief 	et celle luy compte toute la uerite 	222
262	et dist 	et dist 	223
263|264	que jamés ne finera d’errer |jusqu’el ait le chevalier trové, « 	que iamaiz ne finera de errer iusques a tant quelle aura trouue le cheualier/ 	224
265	et bien sachiés, fet ele, bele cosine, 	et sachiez belle cousine 	225
266	que c’est li plus bials chevaliers et li mieldres 	que cest le plus beau et le meilleur 	226
267	que je onques mes veisse, 	que ie ueisse on ques 	227
268	et si est encore jovenes enfés; 	et sy est encore ione enfant/ 	228
269	si ai tel duel, 	si ay tel deul 	229
270	quant il me membre de la vilenie 	quant il me souuient de la uillanie 	230
271	que je fis, 	que ie luy feiz 	231
272	qu’a poi que li cuers ne me part el ventre. — En non Dieu, bele cosine, fet cele de Glocedun, 	que a pou que le cueur ne me part du uentre. Eu nom dieu belle cousine fait celle de glacedon/ 	232
273	s’il vos avint bele aventure, il ne m’est pas hui avenue mains bele. » 	sy uous est aduenu belle auanture/ il ne men est pas aduenue une moins belle. 	233
274	Si li conte tot ensi com il li estoit avenu 	Sy luy compte tout ainsi |comment il luy estoit aduenu/ 	234|235
275	et dist 	et dist 	236
276	qu’ele a le chevalier herbergié; « 	quelle auoit herbegie le cheualier/ 	237
277	mais bien sachiés, fet ele, 	et uous dys bien 	238
278|279	que c’est li plus bials chevaliers |que je onques mes veisse	que cest le plus beau cheualier du monde/ 	239
280|281	et jovenes durement » ; |si li devise sa façon et son grant et sa mesure 	sy lui deuise sa facon 	240
282	tant qu’a cele de Honguefort est avis 	tant quil est aduiz a celle de honguesfort 	241
283	que c’est cil 	que cest celuy 	242
284	qu’ele quiert, 	quelle quiert/ 	243
285	si li tarde molt 	si luy tarde 	244
286	qu’ele le voie. 	quelle le uoie En telle magniere cheuauchent 	245
287	Ensi chevalchent jusqu’al chastel, 	tant quilz sont uenues au chastel 	246
288	si descendent la damoisele molt honorement 	si decendent la damoiselle monlt hounourablement	247
289	et molt font grant joie de li 	et font grant ioye de celle de honguesford. 	248
290	Et lors sont montees el palés;	lors sont mentees au pallaiz 	249
291	si demande cele de laiens 	si demande la damoiselle de leans 	250
292|293	ou ses ostes est. « |Par foi, font si chevalier, ¡l s’en vet orrendroit tos armés fors de cest chastel, 	ou est son hoste/ deuray dirent les cheualiers de leans Il sen ua orendroit tout seul arme hors de ce chastel 	251
294	mais il nos dist 	mes il nous dist 	252
295	qu’il revendroit tantost; n’onques por nul pooir ne volt soffrir 	quil reuendroit tantost/ |ne onques ne uolt souffrir 	253|254
296	que nus de nos alast avec lui. — 	que nul allast auec luy 	255
297	Quel part s’en ala il ? fet ele. — Dame, font il, vers cel boschel. — 	si a prins sen chemin uers ce bochel. 	256
298	Or tost, fet ele, montés, alés aprés lui, 	Or tost dyt la dame montes sy alles apprez luy 	257
299	si le nos ramenés. » 	et le ramenes arriere. 	258
300	Lors sont monté li X. chevalier 	Lors montent tous les cheualiers 	259
301|302	et vienent jusqu’al boschel, |si le cerchent amont et aval, mes del chevalier ne pueent riens trover, 	et uiennent iusques au bochel et le chercent ament et aual/ 	260
303|304	si en sont molt irié et dolent |et mandent a lor dame 	mais ne le peuent trouuer/ 	261
305|306	qu’il ne le pueent trover. « En non Dieu, fet ele, |ensi ne remandra il pas. » 	Eu nen dieu fait elle il ne demoura pas ainsy 	262
307	Si monte et tote sa maisnie 	si monte elle et sa mesgnie 	263
308	et commande a cerchier le bois de totes pars 	et commencent a chercer le bochel de toutes pars 	264
309	et il en font son commandement.	et prie aulx cheualiers |quilz le chersacent 	265|266
310	Mais tot ce ne lor valt riens, 	mes ce ne leur ualust riens/ 	267
311	kar il n'em puent avoir nul asenement a, 	car ilz nen porent ouyt nulle uraie enseigne. 	268
312	Quant ele vit ce, 	Quant elle uoit ce	269
313	si s’en retorne en son chastel dolente et corociee et conte a cele de Honguefort 	si sen retoure en son chastel dollente et courroucee/ |et compte a celle de henguesford 	270|271
314|315	comment ses ostes s’en estoit alez, |puis demande a cels de laiens: « 	comment son hoste sen est alle puys demande a ceulx de leans. Beaux seigneurs 	272
316	Bials seignors, 		
317	quant s’em parti il — 	quant sen parti il/ 	273
318	Par foi, dame, font il, 	par ma foy si tost 	274
319	si tost com il vos en vit aler et dist 	que uous feustes partie/ |et dist 	275|276
320	qu’il revendroit tost. — 	quil reuendroit tantost. 	277
321	Par foi, fet ele, gabez nos a. » 	par ma foy dist la dame il nous a gabes. 	278
322	Lors demanda cele de Honguefort quels armes il portoit 	Lors demande celle de honguesford |quelles armes il portoit 	279|280
323	et ele li devise. « En non Dieu, fet ele, je te trovai hui matin a l’entree d’une forest, 	et elle luy deuise. Eu nom dieu fait elle ie le trouuay |huy matin a lentree de une forest/ 	281|282
324|325	mes il ne portoit mie tel escu |com cil	mes il ne portoit mye telles armes come celuy 	283
326	que je quier. — Bele cosine, fet cele de laiens, il le puet bien avoir changié 	que ie quiers/ belle cousine fait celle de leans il les peult bien auoir changiez 	284
327	et je vos di al mien cuidier 	et ie cuide bien a mon aduiz 	285
328	que ce est cil 	que cest celuy 	286
329|330	que vos querez : |si vos prie 	que uous queres sy uous prie 	287
331|332	que vos me laissiés o vos aler |tant que trové l’aions 	que me lessiez aller auecques uous 	288
333|334	et lors savrai l’acheison |por quoi il laissa mon ostel a tel ore. — Il m’est molt bel, fet cele de Honguefort, 	tant que laurens trouue. Il mest monlt bel dyt celle de honguesfort 	289
335	que vos i viegniés, 	que uous uiengnies auec moy 	290
336	puis qu’il vos plest. » 	puis quil uous plaist. 	291
337	Ensi remistrent la nuit laiens 	ainsi demeurent la nuyt leans. 	292
338	et al matin. 	et au matin 	293
339|340	si tost com eles ! virent le jor, |si leverent 	quant ilz uirent le iour 	294
341	et se partirent del chastel 	si sen partirent du chastel 	295
342	et entrerent en la queste de lor chevalier. 	et entrerent en la queste de leur cheualier. 	296
343	Mais or laisse atant li contes a parler d’eles et de Boort	Or lessons maintenant le compte de boors et des deux dames 	297
344|345	et retorne a parler de Lancelot la |ou il est entrez en la forest de Sarpenic, 	et retourons a parler de lancelot du lac le quel est entre en la forest de la sapine. 	298
346	si com li contes a devise ariers. 	Comment lancelot emporta le corps de gallehaut 	299
347	Or dist li contes 	que plusieurs cheualiers gardoient: |et comment il rescouist la seur de meleagant 	300|301
348	qu’il fist grant chaut le jor 	que len uouloit ardre iiii.xx. xiiii. Grant chault fist dit le compie le iour	302
349	que Lancelos entra en la forest de Sarpenic 	que lancelot fut entre en la sapinoie 	303
350	et por ce ne remest il mie 	et pour ce ne demoura il pas 	304
351|352	qu’il ne chevalchast jusqu’à none; |si li avint ensi 	quil ne cheuauchast iusques a uespres 	305
353|354	qu’il n’encontra home ne feme jusqu’al vespre; |mais lors sans faille, 	sans rencentrer homme ne femme. 	306
355|356	si com il dut issir de forest |qui tot le jor li ot duré, encontra une damoisele 	Sicomme il deust issir dela forest il rencontra une damoiselle grant deul faisant montee sur ung coincte pallefroy. Il salue la damoiselle 	307
357	qui molt faisoit grant duel		
358	et chevalchoit I. palefroi noir a molt riehe lorain 		
359	et a molt cointe sele de l'oevre d’Engleterre. Il salue la damoisele 		
360	et ele lui. « Damoisele, fet il, 	et lui dit. Dame dictes moy 	308
361	kar me dites, 	pour quoy uous plourez 	309
362	s’il vos plest, 	sil uous plaist	310
363	por quoi vos plorés. — 		
364	Certes, sire, fet ele, 	Certes sire 	311
365|366	se je i' cuidoie avoir preu, je le vos diroie. — Damage, fet il, ll’i avrez vos ja, se Dieu plest, |mais dites le moi par covent 	se ie y cuidoie auoir prouffit ie uous le diroie. Dommage fait il ny aurez uous ia se dieu plaist. 	312
367|368	que, |se je vos puis aidier a vos esleecier, je vos aiderai a mon pooir. — En non Dieu, sire, fet ele, 	car se ie uous puis aider ie uous aideray a esclercir uostre cueur a mon pouoir. 	313
369	donc le vos dirai je. ll est voirs que Meleagans, li fiz al roi Baldemagu, ala a la cort le roi Artu por la roine Genievre conquerre, s’il peust; 	Par dieu sire denc fait elle le uous diray ie. Il fut uoir |que meleagant le filz du roy bademagus alla a la court du roy artus pouc la royne genieure conquerre. 	314|315
370	et endementiers fist tant une damoisele 	En dementiers fist tant une damoiselle 	316
371	qui estoit? sa suer 	qui sa seur estoit 	317
372	qu’ele geta Lancelot d’une tor 	que elle iecta lancelot hors de prison de une tour la 	318
373	ou Meleagans l’avoit mis en prison, ne sai por quoi. 	ou il lauoit mis. 	319
374|375	Quant ele l’ot delivré, |si le tint avec li tant 	Quant elle leust deliure elle le tint auec elle 	320
376	qu’il fu garis, 	tant qu il fut gary: 	321
377	kar molt avoit eu mesaise en la prison, 	et moult y auoit eu mesaise. 	322
378	et puis l’envoia a la cort le roi Artu 	et puis lenuoia a la court du roy artus la 	323
