0	avoir trové. » 	porce |que io le uodroie auoir troue 	0|1
51	qu’il cuide bien noier, 	que il cuide bien perir 	53
52	s’il se met dedens; 	se il se met dedans. 	54
53	et d'autre part il voit cele 	et dautre part il uoit cele 	55
54	qui si durement crie merci; 	qui si docemet li prie nc .ci. 	56
55	si l'em prent tels pitiés 	Si len prent tes pitiez 	57
56	qu’il en laisse totes poors 	quil en laisse totes paours. 	58
57	et fet le signe de la crois en mi son vis, 	Si fait le signe de la crois enmi son uis. 	59
58	puis enbrace l’escu 	puis enbrace lescu. 	60
59	et broche le cheval des esperons 	et broche le cheual des esperons 	61
60	et se fiert en l’eve. 	et se fiert en leue tot errantment. 	62
61	Et li chevals fu fors, 	Et li cheuaus fu fors 	63
62	si commence a noer 	si comance a noer 	64
63	si tost com il ot terre perdue, 	si tost com il ot terre perdue 	65
64	si l’enporte d’autre part de la rive a quelque paine, 	si lenporte dautͤ part la riue a quelque painne. 	66
65	mais ançois ot beu de l’eve li uns et li autre, 		
66	et se li chevals ne fust si buens, noié fuissent ambedui, 		
67	kar li chevaliers estoit pesans por les armes 		
68	qu’il avoit vestues. 		
69	Quant il fu de l’autre part de l’eve, 		
70|71	si ne descendi pas, |ains cort vers cels 	Si ne descendi pas ains cort uers ciax 	67
72	qui la damoisele tenoient 	qui la damoisele renoient 	68
73	et fiert si le premier 		
74	qu’il aconsieut 	que il consieut 	69
75	qu’il li met le glaive par mi le cors, 	quil li met le glaiue parmi le cors 	70
76	si l’abat a terre, 	si labat mort aterre. 	71
77	et li autre s’enfuient erraument por ce	et li autre sen fuient porre 	72
78	que desarmé estoient. 	qu il estoient desarme. 	73
79	Et la damoisele 	et la damaisele 	74
80	qui delivree se voit se met a genols devant Boort 		
81|82	et dist: « |Ha, gentils chevaliers, de Dieu soiés vos beneois, 	qui deliuree ce uoit se met a genous deuant boh̾ ha gentis cheualiers fait ele beneois soiez uos de dieu. 	75
83	quant vos m’avés de mort rescosse, 	quant uos mauez de mort rescoce. 	76
84	et aorés en soit Diex, 	et aoures soit diex 	77
85	quant il ceste part vos amena, 	quant ils amena ceste part. 	78
86	kar cist gloton m’euissent ja morte. — Damoisele, fet il, 	Car cil gloton meussent ia morte 	79
87	por quoi ? — Sire fet ele, jel vos dirai bien, 	ce uos ne fussiez. Damoisele fait il porcoi. Sire fait ele ie le uos dirai bien. 	80
88	mais que vos m’aiés mise a sauveté. — Coment ? fet il. Avés vos dont garde ? — 	mais que uos maiez misse a Sauuete. |Coument fait il auez uos dont garde. 	81|82
89	Certes, fet ele, ja asseur ne seraî fant com je sache laiens le seignor del chastel, 	Certes sire faic ele ia a seur ne sera |tant com ie saiche laiens le signeur de cest chastel. 	83|84
90	kar c’est li plus fel chevaliers del monde et li plus traîtres. » A ces paroles voient issir I. chevalier del chastel 	Car cest li plus fel cheualiers dou monde |et li plus traites. a ces paroles uoit issir un cheualier del chastel. 	85|86
91	et la ou il vit Boort, 	et la ou il uoit behort 	87
92	si li escrie : « Laissiés, dans chevaliers, la damoisele 	si li est terre. Laissiez dans cheualiers la damoisele 	88
93	que vos n’enmenrois mie! 	que uos nen meneroie 	89
94	Par mon chief, mar le rescosistes!» 	et par mon chief mar la rescousites. 	90
95	Si li cort 	Si li acort 	91
96	quanqu’il puet le glaive alongié; 	quanquil puet le glaiue alongnre. 	92
97	et Boors retrait son glaîve a lui del cors a celui 	et behors retrait son glaiue del cors au ribaut 	93
98	qu’il avoit ocis; 	que il auoit ocis. 	94
99	si laisse le cheval corre 	Si li laisse le cheual. 	95
100	et le fiert si tres durement 	et le fiert si durement 	96
101	qu’il l’abat a terre si estordi 	quil labat a terre si estordi 	97
102	qu’il n’a pooir de relever, 	que cil na pooir de releuer. 	98
103	ains gist pasmés, 	Ains fu pasmes. 	99
104	kar il chai si felenessement 	Car il fu cheus si uilainnement 	100
105|106	qu’a poi |que la canole del col n'avoit brisee. 	qua pou quil not la chenole dou col bͥsie. 	101
107	Et Boors li vet a cheval par desus le cors 	et behors li ua a cheual par desus le cors. 	102
108	tant que tot le debrise. 	tant que tout le debrisse. 	103
109	Et lors est la damoisele si liee 	et lors est la damoisele si lie 	104
110	qu’ele ne puet plus 	que ele ne puet plus. 	105
111	et dist a Boort : « Sire, nos n’avons mes garde, 	et dit a beh̾. Sire fait ele nous nauons |mais garde ce cuige. 	106|107
112	kar je ne cuit 	Car ie ne cuit 	108
113	qu’il eust plus de chevaliers çaiens que cestui; 	quil ait mais cheualier laiens plus que cestui. 	109
114	si vos dirai ore seurement ce 	Si uus dirai ore seurement ce 	110
115	que vos me demandastes n’a encor gaires. — Dites, fet il. — Sire, fet ele, entre moi et I. chevalier 	que uos me demandates na gaires. |Dites dont damoisele fait il. 	111|112
		SIre fait ele par foi entre moi et .i. cheualier	113
116	qui mes amis estoit chevalchions hui matin par mi cest chastel 	qui mes amis estoit. cheuauchiens hui matin parmi cest chastelet illuec. 	114
117	et quant li freres a celui 	et quant li freres a celui 	115
118	que vos avés abatu me vit, 	que uos aues ore abatu: me uit. 	116
119	si me volt a force prendre, 	Si me uot a force prandre.	117
120	kar il m’avoit molt longuement amee; 	Car il mauoit mout longuement amee. 	118
121	si me prist al frain 	Si me prist 	119
122	et m’en volt mener a force, mes mes amis se combati a lui 	et me uost mener a force 	120
123	tant qu’il l’ocist. 	si tost comme il me tint au fraing. |Mais mes amis se combati a lui tant que il locit. 	121|122
124	Et quant cist 	et quant ciz 	123
125	que vos veez ci ore vit son frere mort, 	que uos ueez ore ci uit son frere mort : 	124
126	si fist mon ami prendre a force de vilains et de gens 	si fist mon ami prandre a force de uilains et de gent. 	125
127	et l’ocist en venjance de son frere. 	Et locit en la uangence de son frere. 	126
128|129	Mais de moi, |por cui Ses freres avoit esté ocis, dist il 	mais de moi p̾ cui ses freres auoit este ocis dist il 	127
130	qu’il se vengeroit sans main metre;	quil sen uangeroit sans main mestre. 	128
131|132	si me fist prendre a ces ribaus |que vos veistes 	Si me fist prandre a ses .iiii. uilains que uos ueistes 	129
133	et lor commanda 	si lor coumanda 	130
134	qu’il me noiaissent, « 	quil me noiassent. 	131
135|136	kar par armes, dist il, ne vueil je mie |qu’ele muire » ;	Car par hommes ne uoeil ge gaie fait il quele morit. 	132
137|138	si m'enmenoient, |si com vos veistes, morir 	Si [cum] amenerent ainsi com uos ueistes [raqrir] 	133
139	quant vos me venistes secorre par la volenté de Dieu et par la vostre. 	quant uos me [uenistes] secorre par la uolente de dieu et la uostre. Sire fait la damoisele a beħ. 	134
140	Or vos ai conté mon errement ; si voldroie des Ore mes, 	Or uous ai conte mon errement. 	135
141	se vostre plaisirs estoit, 	Si uorroie desormais se uostres [puisses] estoit : 	136
142	que vos me menissois a salveté en un mien chastel 	que uos me menissiez a sauuete en .i. mien chastel 	137
143	qui est ci pres. — Volentiers », fet il. 	qui est ci pres. uolentiers damoisele Sire a 	138
144|145	Si le prent par les bras |et le monte par devant lui sor le col de son cheval, 	si la prent par le bras et la mest deuant lui sur le col de son cheual. 	139
146	si a geté son escu derieres son dos, 	Si ageste erranmet son escu derier son dos. 	140
		Si sen ua cele part 	141
147	si s’en vet cele part ou la damoisele li enseigne tant 	ou la damoisele li ensangne. |Si cheuaucherent ainsi	142|143
148	que ce vint aprés midi 	tant que ce uint apres midi. 	144
149	qu’il voient en un tertre I. bel a chastel, 	et lors uirent deuant aux en lor chemin .i. |tertre.Ou il auoit .i. tres bel chastel. 	145|146
150	et lors ataignent Il. escuiers 	et lors ataignent .ii. escuiers 	147
151	qui issoient d’un bossel 	qui issoient dun boschet. 	148
152	et aportoit chescuns venoisons trosee detriers soi. 	et aportoit chascuns uenison trossee douant soi. 	149
153	Quant il virent la damoisele, 	et quant il uirent la damoisele 	150
		qui beh̾ auoit deuant luy 	151
154	si descendent a pié 	si sont dessendu a pie 	152
155	et li font grant joie com a celi 	et li font la plus grant ioie dou monde a cele 	153
156	qui lor dame estoit 	qui leur lige dame estoit 	154
157	mais molt se merveillent de ce 	Mais mout se merueillent 	155
158	qu’il la virent plorer: 	quant il la uirent si plorer. et plus de son ami 	156
159	si li enquierent 	que il ne uerent pas mandent 	157
160	que ele a. 	que ele a. 	158
161	Et ele lor dit 	et ele lor dit 	159
162	comment ses amis avoit esté ocis, « 	et conte coment ueuir auecques li. |Si li en quierent et de ses amis auoit este ocis. au chastel 	160|161
163	et je meismes euisse esté morte. se ne fust cis frans chevaliers 	ou il trespasoient. Sire meismes fait ele eusse este morte : |Ce ne fust ciz frans cheualiers ci. 	162|163
164	qui par sa debonaireté me resqueust 	qui par sa debonairete et par sa franchisse marescosse des mains a mes anemis et se mist en peril de mort por moi sauuer. |et se ne lauoie ie pas deserui. 	164|165
165	et se mist em peril de mort por ma vie sauver. » 	et diex doint |que ie li puisse guerredoner. 	166|167
166	Et lors conseille a l’un de ses escuierset cil se destrosse maintenant de sa venoison, 	Lors conseille maintenant la damoisele a .i. des escuiers. 	168
167	si la baille a son compaignon por porter, 	et il destrore maintenant sa uenisson et la baille a lautre por portee 	169
168	si s’en vet vers le chastel 	Si sen ua uers le chastel 	170
169|170	quanqu’il puet traire del roncin. |Et Boors demande a la damoisele 	quanque il puet de roncin traire et behors demande a la damoisele 	171
171|172	comment li chastials a non |ou ses amis a esté ocis. « Sire, fet ele, il a non Galedon 	comment li chastiax auoit non ou ses amis. auoit este ocis. Sire fait ele il a non Galedon. 	172
173|174	et l’eve par ou vos passastes a non Galede. » |Ensi parolent tant 	et leue par ou uos pasates a non banllete. 	173
175|176	qu’il sont venu jusqu’al chastel, |si le voit Boors bien seant et fort. 	Ainsi parole tant que il sont uenu ducau chastel. Sire uoit beh̾ mout bel et mout bien sains. 	174
177	Et quant il montent ! le tertre, 	et quant il ont monte le tertre 	175
178	si voient de laiens issir dames et damoiseles a grant plenté 	si uoient issir de laiens dames et damoiseles grant plante 	176
179|180	dont les unes karolent |et les autres dancent 	dont les unes dancent et les autre [...] 	177
181	et les autres joent de divers geus; 	et [lulent]. |et les autre iouent de diuers gex 	178|179
182	si estoient acesmees et vestues richement et avec venoient chevaliers jusqu’a X. 	si estoient totes acemees et mout richement|uestues.et auec elles uenoient cheualier iusqua .xx. 	180|181
183	qui molt faisoient grant joie; 	qui mout fassoient grant ioe. 	182
184	et quant il voient Boort, 	et quant il uoient bohort 	183
185	si crient tuit encontre lui: « Bien viengniés, sire, 	si crient tuit encontre lui bien uiengne li sires 	184
186	qui nostre dame avez delivres de mort 	qui nostre dame a deliuree de mort 	185
187	et rescosse des mains a ses enemis !» 	et rescousse des mains a ses anemis 	186
188	Et lors font descendre lor dame et lui avec : 	et lors font dessendre lor dame et lui auec. 	187
189	si ne vos porroit nus conter la joie 	Si ne uos porroit nus comper la ioie 	188
190	qui li fu fete. A tel joie et a tel feste enmainent Boort jusqu’al palés del chastel, 	qui li fu faite. A tel ioie |et a tal faite en mainnent beh̾. ducau palais dou chastel. 	189|190
191|192	si le font desarmer, |ou il volsist ou non, 	Si le font desarmer uossist ou non. 	191
193	et il le fist a envis,	et il le fait mout enuiz. 	192
194	kar il n’estoit encore mie tens de herbergier. 	Car il nestoit mie eure ne tans de herbregier. 	193
195	Ensi remist Boors laiens, 	ensi remest laiens 	194
196	si li firent grant joie li un et li autre 	si li firont grant ioie et li un et li autre. 	195
197	Et quant il orent mengié. a damoisele demande a Boort 	Et quant il orrent mengie: la damoisele demande 	196
198	comment il avoit non ét ¡l dist 	comment il auoit non. 	197
199	qu’il avoit non Boors li Essilliés. « 	etil li dit. 	198
200|201	Et vos, fet il. damoisele, |quels est li vostre nons ? — Sire, fet ele. je ai non Blevine de Glocedun, issi a non cist chastials ou nos somes. » A ces paroles 	et uos comment fait il damoisele Sire fait ele iai non uenyne de glocedras ainsis a non li chastias ou nos somes A ses paroles 	199
202	qu’il disoient, es vos I escuier 	que il dissoient euousa. escuer 	200
203|204	qui laiens entre,|si s’agenoille devant la damoisele. « Dame, fet il, la damoisele de Honguefort vostre cosine vos salue 	qui laiens entre. et sa genoille deuant la damoisele. Dame fait il madarne la damoisele De honguefort uostre cousine uous salue. 	201
205	et vos mande 	Et uous mande	202
206	qu’ele vient herbergier o vos. » 	que ele uient herbregrer o uus 	203
207	Et quant cele l’entent,	Et quant cele lentant 	204
208|209	si saut sus si liee et si joiose |que nule plus 	si saut sus si lie et si ioeuse com ele puet plus. 	205
210	et demande al vaslet 	et demande au uarlet 	206
211	ou ele est. « Dame. fet il, a mains de demie lieue pres de ci. » 	ou ele est. Dame fait il a mains de demi lieu pres de ci. 	207
212	Et ele fet maintenant sa sele metre 	et ele fait maintenant sa sele mestre. 	208
213	et dist 	et dit 	209
214	qu’ele ira encontre li; 	que ele ira encomtre. 	210
215|216	si monte |et maine o li. VI. chevaliers 	Si monte et mainna .ui cheualiers auecques li. 	211
217	et Illl. en laisse 	et .iiii. en laisse 	212
218	por fere compaignie a Boort ; 	por faire compangnie a behͦ. 	213
219	si se part atant de laiens. Mes Boors 	si se part de laiens. entre li et sec cheualiers . 	214
220|221	qui les noveles a of̈es de cele de Honguefort |si ne set que fere, 	Mais beh̾. qui les noueles ot oiez de cele de honguefort ne set que 	215
222	kar se il remaint laiens, ne puet estre 	faire.Car cil remaint laiens il ne puet estre 	216
223	que l’en nel conoisse 	que len ne le quenoisse. 	217
224	et ce ne voldroit il por rien: 	et si ne uodroit ce por rien. 	218
225|226	si pense longuement a ceste chose. |Quant il ot une piece pensé, 	Si se pance longuement ace.	219
227	si se drece en estant 	et se dresce en estant a ce 	220
228	et demande ses armes tost et isnel. « Sire, font cil 	et demande ses armes. tost et inel. Sire font cil 	221
229	qui avec lui estoient, 	qui auec lui estoient 	222
230|231	qu’en volés vos fere ? — Je me vueil. fet il, un poi aler esbatre jusqu’a cel boschel, |si revendrai orendroit. » 	quen uoles uos faire. Ie men ueil fait il aler .i pou esbare iusqua cele forest. 	223
232|233	Cil n’osent son commandement refuser. |si aportent ses armes 	et reuandrai orendroit et cil qui nosent son commandement escondire Li aportent 	224
234	et il les prent. 	et il les prant. 	225
235	Et quant il est armés, 	et quant il est armes 	226
236	si monte en son cheval a, 	si se part de laiens par la poterne par deuers .i. bochet |si ne uoet 	227|228
237	si se part de laiens par une posterne par devers le boschel », ne ne velt que nus li face compaignie. 	que nus li face 	229
238	Et quant il est l. poi eslongiés del chastel, 	compongnie.et quant il est i po eslongniez dou chastel 	230
239|240	si torne a destre vers une forest |qu’il voit haute et espesse 	si torne a destre par deuers une forest haute et espesce 	231
241	et s’en vet al ferir des esperons; 	et sen ua au ferir des esperons. 	232
242	si se fiert en la forest et eirre tant qu’il li anuite ; 	Si se fiert en la forest |et erre 	233|234
		tantquil li anuitie. 	235
243|244	et lors escote, |si ot une cloche soner 	et lors escoute si oit une cloche soner 	236
245	et il sot bien tantost 	et il seit bien 	237
246	que c’estoit hermitages: 	que cest hermitages 	238
247	si s’en torne cele part 	si se torne cele part 	239
248	et descent a l’uis,	et descent a luis et apele. 	240
249	si apele et li hermites li oevre son huis, 	et li ermites li ouure 	241
250	si a le reçoit a bele chiere 	et le resoit a mout bele chiere. 	242
251	et le desarme il meismes, 	et le desarme il meismes 	243
252	puis vet cueillir de l’erbe al cheval et por fere lit al chevalier. 	et puis ua cuillir de lerbe il meismes por le cheual. |et por faire lit au cheualier 	244|245
253|254	Ensi est Boors remés chiés l’ermite, |et la damoisele de Glocedun chevalcha tant a 	Ainsi est boh̾ retrais chies lermite. et la damoisele de glocdon cheuauche 	246
255	qu’ele encontra cele de Honguefort; 	quant ele fu partie de son chastel |tant que ele encontre la damoiselle de honguefort 	247|248
256	si s’entresaluent, 	si sentre saluent. 	249
257	mais molt se merveille cele de Glocedun, 	mais mout ce merueille la damoisele de glocedun 	250
258	quant ele voit sa cosine si atornee 	quant ele voit sa cosine si atornee. 	251
259	et tote sa maisnie: 	et tote sa mainiee ausi. 	252
260	si li demande l’acheison 	Si li a demande lacoison. 	253
261	et cele li conte de chief en chief 	et cele len conte la uerite de chief en chief 	254
262	et dist 	et dit 	255
263	que jamés ne finera d’errer 	que iamais ne finera derrer 	256
264	jusqu’el ait le chevalier trové, « 	tant que ele ait le cheualier troue. 	257
265	et bien sachiés, fet ele, bele cosine, 	et bien sachiez bele cosine 	258
266|267	que c’est li plus bials chevaliers et li mieldres |que je onques mes veisse, 	que cest li muxdres cheualiers et li plus biax dou monde. 	259
268	et si est encore jovenes enfés; 	et si est encore iones enfes. 	260
269	si ai tel duel, 	Si ai tel duel 	261
270	quant il me membre de la vilenie 	quant ie mamenbre de la uilenie 	262
271	que je fis, 	que ie li fis: ca pou Li cuers ne me part. 	263
272	qu’a poi que li cuers ne me part el ventre. — En non Dieu, bele cosine, fet cele de Glocedun, 	En non dieu bele cosine fait cele de glocedun. 	264
273	s’il vos avint bele aventure, il ne m’est pas hui avenue mains bele. » 	Si uos auint bele auanture: il ne mest pas hui auenue mains bele. 	265
274	Si li conte tot ensi com il li estoit avenu 	Si li conte coument il li est auenu. 	266
275	et dist 	et dit	267
276	qu’ele a le chevalier herbergié; « 	que ele a le cheualier herbregre. 	268
277	mais bien sachiés, fet ele, 	et bien sachiez 	269
278	que c’est li plus bials chevaliers 	que cest li plus biax cheualiers 	270
279	que je onques mes veisse	que ie onques ueisse. 	271
280	et jovenes durement » ; 	et iosnes durement. 	272
281	si li devise sa façon et son grant et sa mesure 	Si li deuisse sa fason et son grant et sa mesure. 	273
282|283	tant qu’a cele de Honguefort est avis |que c’est cil 	Tant que a cele de honguefort est auis que ce est cil 	274
284	qu’ele quiert, 	que ele quiert. 	275
285	si li tarde molt 	si li tarde mout 	276
286	qu’ele le voie. 	quele le uoie. 	277
287	Ensi chevalchent jusqu’al chastel, 	ainsi cheuauchent tant que au chastel sont uenues. 	278
288	si descendent la damoisele molt honorement 	Si dessandent la damoisele de honguesfort mout honorablement. 	279
289	et molt font grant joie de li 	et mout font grant ioie de li. 	280
290	Et lors sont montees el palés;	et lors sont montees el palais amont. 	281
291	si demande cele de laiens 	Si demande cele de laiens	282
292	ou ses ostes est. « 	ou ses ostes est. 	283
293	Par foi, font si chevalier, ¡l s’en vet orrendroit tos armés fors de cest chastel, 	par foi font cil cheualier il sen ua maintenant tous armes fors de cest chastel. 	284
294	mais il nos dist 	mais il nous dit 	285
295	qu’il revendroit tantost; n’onques por nul pooir ne volt soffrir 	que il reuanroit tantost. |ne onques por nul pooir ne uost souffrir 	286|287
296	que nus de nos alast avec lui. — 	que nus alast auec lui. 	288
297	Quel part s’en ala il ? fet ele. — Dame, font il, vers cel boschel. — 	que part sen ua il fait ele Dame font il uers cest bochet. 	289
298	Or tost, fet ele, montés, alés aprés lui, 	Or tost montes illec apres 	290
299|300	si le nos ramenés. » |Lors sont monté li X. chevalier 	si le nous ramenez. Loes sont monte .x. cheualier. 	291
301	et vienent jusqu’al boschel, 	et uiennent iuscau bochet 	292
302|303	si le cerchent amont et aval, mes del chevalier ne pueent riens trover, |si en sont molt irié et dolent 	si le serchent amont et aual. 	293
304	et mandent a lor dame 	mais del cheualier ne pueent point trouer. 	294
305|306	qu’il ne le pueent trover. « En non Dieu, fet ele, |ensi ne remandra il pas. » 	En non dieu fait ele ainsi ne remandra il pas. 	295
307	Si monte et tote sa maisnie 	si mente ele |et coure sa mainie 	296|297
308	et commande a cerchier le bois de totes pars 	et comande a cenhier le bois de toutes pars. 	298
309	et il en font son commandement.	Et il font son commandement. 	299
310	Mais tot ce ne lor valt riens, 	Mais tout ce ne lor uaut rien. 	300
311	kar il n'em puent avoir nul asenement a, 	Car il ne pueent trouer nul a lanement dou monde 	301
312	Quant ele vit ce, 	quant ele uoit ce: 	302
313	si s’en retorne en son chastel dolente et corociee et conte a cele de Honguefort 	si en retorne en son chastels |et conte a cele de honguefort 	303|304
314	comment ses ostes s’en estoit alez, 	comment ses ost en est alez. 	305
315|316	puis demande a cels de laiens: « |Bials seignors, 	et puis demande a ciax de laiens oiez signor 	306
317	quant s’em parti il — 	quant sen ala il. 	307
318|319	Par foi, dame, font il, |si tost com il vos en vit aler et dist 	Par foi dame si tost com il uous en uit aler. 	308
320	qu’il revendroit tost. — 	et dit	309
321	Par foi, fet ele, gabez nos a. » 	quil reuandroit tost par foi signor gabe nos A. 	310
322	Lors demanda cele de Honguefort quels armes il portoit 	Et lors demanda cele de honguefort |ques armes il a 	311|312
		et cele li deuise. 	313
323	et ele li devise. « En non Dieu, fet ele, je te trovai hui matin a l’entree d’une forest, 	En non dieu fait |Se ioe lencontrai hui matin a lantree dune forest 	314|315
324|325	mes il ne portoit mie tel escu |com cil	mais il ne portoit mie tel escu. comme cil 	316
326	que je quier. — Bele cosine, fet cele de laiens, il le puet bien avoir changié 	que ie quier bele cousine fait cele de Iaiens il le puet bien auoir changie puis 	317
327	et je vos di al mien cuidier 	et ie uos di au mien cuidier 	318
328	que ce est cil 	que cest ciz 	319
329	que vos querez : 	que uus querez. 	320
330|331	si vos prie |que vos me laissiés o vos aler 	Si uous pri que uous me laissiez a uos Aler 	321
332	tant que trové l’aions 	tant que troue laions 	322
333	et lors savrai l’acheison 	et lors saurai locoson 	323
334	por quoi il laissa mon ostel a tel ore. — Il m’est molt bel, fet cele de Honguefort, 	por coi il a laisier mon ostel a tel eure. il met mout bel fait cele de hongefort. 	324
335	que vos i viegniés, 	que uous i uangnerez 	325
336	puis qu’il vos plest. » 	de que il uos plait. 	326
337	Ensi remistrent la nuit laiens 	Ainsi remesent laiens la nuit. 	327
338	et al matin. 	et au matin 	328
339|340	si tost com eles ! virent le jor, |si leverent 	si tost comme eles uirent le ior: se leuerent 	329
341	et se partirent del chastel 	et se partirent del chastel. 	330
342	et entrerent en la queste de lor chevalier. 	Si entrent en la quese de lor cheualier 	331
343	Mais or laisse atant li contes a parler d’eles et de Boort	mais or laisse li contes a parler atant deles et de behort. 	332
344	et retorne a parler de Lancelot la 	et retorne a parler de lancͣ. la 	333
345|346	ou il est entrez en la forest de Sarpenic, |si com li contes a devise ariers. 	ou il est entrer en la forest de sarpenic GRant chaut cedit li contes fist le ior 	334
347	Or dist li contes 		
348|349	qu’il fist grant chaut le jor |que Lancelos entra en la forest de Sarpenic 	que lanc̃. entra en la foret de sarpenic. 	335
350	et por ce ne remest il mie 	et por ce ne remest il pas 	336
351	qu’il ne chevalchast jusqu’à none; 	que lanc̃ ne cheuanchast iusques a none. 	337
352	si li avint ensi 	Si auint 	338
353	qu’il n’encontra home ne feme jusqu’al vespre; 	quil nancontra home ne fame iuscau uespre. 	339
354	mais lors sans faille, 	mais lors sans faille 	340
355	si com il dut issir de forest 	Si comme il dut issir de la forest 	341
356	qui tot le jor li ot duré, encontra une damoisele 	qui tote ior li ot dure |Si encontra une damoisele 	342|343
357	qui molt faisoit grant duel	qui mout faissoit grant duel. 	344
358	et chevalchoit I. palefroi noir a molt riehe lorain 	et cheuauchoit .i. palefroi noir a mout riche lomin 	345
359	et a molt cointe sele de l'oevre d’Engleterre. Il salue la damoisele 	et a mout riche cele de lueure dangeterre. Il salue la damoisele 	346
360	et ele lui. « Damoisele, fet il, 	et ele autresi lui. Damoisele fait lanc̃ 	347
361|362	kar me dites, |s’il vos plest, 	car me dites ore ce il uos plait 	348
363	por quoi vos plorés. — 	que uos auez. |et por coi uus plorez. 	349|350
364	Certes, sire, fet ele, 	Certes sire fait ele 	351
365	se je i' cuidoie avoir preu, je le vos diroie. — Damage, fet il, ll’i avrez vos ja, se Dieu plest, 	se ie i cuidoie auoir preu ie le uos diroie. Damage fait il ni aurez uos ia |se dieu plait. 	352|353
366	mais dites le moi par covent 	Mais dites le moi par couant 	354
367|368	que, |se je vos puis aidier a vos esleecier, je vos aiderai a mon pooir. — En non Dieu, sire, fet ele, 	que ie uos en aiderai a eslaicier. a mon paoir 	355
