71	si l’enporte d’autre part de la rive a quelque paine, 	si ne l portò d’altra parte della riva a qualche |pena, 	88|89
72	mais ançois ot beu de l’eve li uns et li autre, 	'ma inanzi furono amenduni tutti|molli, 	90|91
73	et se li chevals ne fust si buens, noié fuissent ambedui, 	e se l cavallo non fosse stato si forte, anegati fossono|amenduni, 	92|93
74	kar li chevaliers estoit pesans por les armes 	ché l cavaliere era pesante per l’arme 	94
75	qu’il avoit vestues. 	ch’elli avea vestite. 	95
76	Quant il fu de l’autre part de l’eve, 	Quand’e fu da l’altra parte |dell’acqua, 	96|97
77	si ne descendi pas, 	si non discende 	98
78	ains cort vers cels 	passo, anzi muove il cavallo inverso di coloro 	99
79	qui la damoisele tenoient 	che lla T tenieno 	100
80	et fiert si le premier 	e fiede si il primaio 	101
81	qu’il aconsieut 	ch’elli agiugne 	102
82	qu’il li met le glaive par mi le cors, 	che gli mette la lancia per me' il	103
83	si l’abat a terre, 	corpo, si-llo abatte a |terra, 	104|105
84|85	et li autre s’enfuient erraument |por ce 	e gli altri se ne fugono tosto per ciò 	106
86	que desarmé estoient. 	che disarmati |erano. 	107|108
87	Et la damoisele	E la damigella, 	109
88	qui delivree se voit se met a genols devant Boort 	che si vide dilivera,|si mette a ginocchia davanti 	110|111
89	et dist: « 	Boordo: Hal, gentile 	112
90	Ha, gentils chevaliers, de Dieu soiés vos beneois, 	cavaliere, diss’ella, da Dio siate vo' benedetto 	113
91|92	quant vos m’avés de mort rescosse, |et aorés en soit Diex, 	quando vo m’avete di morte riscossa, e adorato ne sia lddio 	114
93	quant il ceste part vos amena, 	quand’elli in queste parti vo |menò, 	115|116
94	kar cist gloton m’euissent ja morte. — Damoisele, fet il,	ché questi guiglioni m’avessono già |morta, 	117|118
		se vo' non foste. — 	119
		Damigella, disse 	120
95	por quoi ? — Sire fet ele, jel vos dirai bien, 	Boordo, perché? -Il vo |dirò, diss’ella, bene, 	121|122
96|97	mais|que vos m’aiés mise a sauveté. — 	ma' che vo' m’abiate messa a salvamento. — 	123
		Come, disse 	124
98|99	Coment ? fet il. Avés vos dont garde ? — |Certes, fet ele, ja asseur ne seraî fant 	elli, avete vo' dunque guardia? - Certo, sire, diss'ella, già sicura non sarò tanto 	125
100	com je sache laiens le seignor del chastel, 	com’io sappia là entro il signore del|castello, 	126|127
101	kar c’est li plus fel chevaliers del monde et li plus traîtres. » A ces paroles voient issir I. chevalier del chastel 	ché ciò è il più fiero cavaliere del mondo e I più traditore». A queste parole vidono uscire un cavaliere del castello, e là 	128
102|103	et la |ou il vit Boort, 	ov’egli vide Boordo 	129
104	si li escrie : « Laissiés, dans chevaliers, la damoisele	si-llo isgrida: «Danzi |cavaliere, lasciate la 	130|131
105	que vos n’enmenrois mie! 	damigella, |ché vonon la menere mica, 	132|133
106	Par mon chief, mar le rescosistes!» 	e per mio capo male la |riscoteste!».Si gli corre suso 	134|135
107	Si li cort 	quanto 	136
108	quanqu’il puet le glaive alongié; 	ch’elli puote, la lancia |islungata, 	137|138
109	et Boors retrait son glaîve a lui del cors a celui 	e Boordo il fiede si duramente in suo venire |che llo scudo né llo asbergo no-llo guerentisce 	139|140
		che non gli metta per me' il corpo e ferro e	141
		fusto, 	142
110	qu’il avoit ocis; 	e que' cade a terra tutto isteso |che più nonn-à mestier di medico. 	143|144
		E quando que del castello vidono insi lor cavaliere abatuto,	145
		si ve ne rimandarono immantanente uno altro 	146
		per quello 	147
		vendicare, 	148
		che disse a Boordo 	149
		che ssi guardi da- 	150
		llui, 	151
		ch’elli il 	152
		disfida, 	153
		ed e' dice 	154
		che disfida 	155
		lui. PAllora trae la lancia del corpo a colui	156
		ch’elli avea 	157
		morto, 	158
111	si laisse le cheval corre et le fiert si tres durement 	si lascia il cavallo andare |e l fiede si duramente 	159|160
112	qu’il l’abat a terre si estordi 	ch’elli Il’labatte a terra si stordito 	161
113	qu’il n’a pooir de relever, 	che non à podere di sé 	162
114	ains gist pasmés, 	rilevare, anzi giace |ispasimato, 	163|164
115	kar il chai si felenessement 	ché fu caduto si fellonosamente 	165
116	qu’a poi 	che a poco 	166
117	que la canole del col n'avoit brisee. 	che non si ruppe il |collo, 	167|168
118	Et Boors li vet a cheval 	e Boordo gli va cavalcando per di suso il corpo 	169
119	par desus le cors tant que tot le debrise. 	tanto che di tutto il dibriscia.	170
120	Et lors est la damoisele si liee 	Allora est la damigella si lieta 	171
121	qu’ele ne puet plus 	ch’ella non può |più, 	172|173
122	et dist a Boort : « Sire, nos n’avons mes garde,	e disse a Boordo: Sire, non no abiamo oggimai |guardia, 	174|175
123	kar je ne cuit 	ch’io non credo mica 	176
124	qu’il eust plus de chevaliers çaiens que cestui;	ch’egli abbia là entro più cavalieri |che 	177|178
125	si vos dirai ore seurement ce 	questi, |si vi dirò ora sicuramente ciò 	179|180
126	que vos me demandastes n’a encor gaires. — Dites, fet il. — Sire, fet ele, entre moi et I. chevalier 	che voi mi |domandaste. — Dite, diss’elli. — laPer fé, diss’ella, intra me e uno cavaliere 	181|182
127	qui mes amis estoit chevalchions hui matin par mi cest chastel 	che mio amico era cavalcamo oggi mattinetto per me questo |ricetto, 	183|184
128	et quant li freres a celui 	e quando il fratello di colui	185
129	que vos avés abatu me vit, 	che voi avete ora abatuto mi |vide, 	186|187
130	si me volt a force prendre, 	si mi volle a forza|prendere, 	188|189
131	kar il m’avoit molt longuement amee; 	ché m’avea lungamente |amato; simmi prese al freno 	190|191
132	si me prist al frain 		
133	et m’en volt mener a force, 	e mi volle menare a |forza, 	192|193
134	mes mes amis se combati a lui tant qu’il l’ocist. 	ma mio amico si combatté tanto a-llui 	194
135|136	Et|quant cist 	che-ll’ucise.ME quando questo 	195
137	que vos veez ci ore vit son frere mort, 	che voi avete qui ora abatuto vide suo fratello |morto, 	196|197
138	si fist mon ami prendre a force de vilains et de gens et l’ocist en venjance de son frere. 	si fece mio amico prendere a forza di villani e di genti, e l’uccise in vendicanza di suo fratello. 	198
139|140	Mais de moi, |por cui Ses freres avoit esté ocis, dist il 	Ma di me, per cui suo fratello avea stato 	199
141	qu’il se vengeroit sans main metre;	morto, diss’elli |che-ssi vendicherebbe sanza in me mettere mano,	200|201
142	si me fist prendre a ces ribaus 	si mi fece prendere a nfino a tre l rubaldi 	202
143	que vos veistes et lor commanda 	che vo' vedeste |e loro comandò 	203|204
144	qu’il me noiaissent, « 	che |m’anegassono, 	205|206
145	kar par armes, dist il, 	ché per mano di persona,	207
146	ne vueil je mie 	diss’elli, non voglio |ch’ella 	208|209
147|148	qu’ele muire » ; |si m'enmenoient, 	muoia». i-mmi menavano, insi come vo 	210
149	si com vos veistes, morir 	vedeste, per fare |morire, 	211|212
150	quant vos me venistes secorre par la volenté de Dieu et par la vostre. 	quando vo mi veniste a soccorrere per la volontà di Dio e della vostra. 	213
151	Or vos ai conté mon errement ; 	Or vo ho contato tutta mia 	214
152	si voldroie des Ore mes, 	ventura, |si vo vorre' da 	215|216
153	se vostre plaisirs estoit, 	oggimai, se vostro piacere fosse, pregare 	217
154	que vos me menissois a salveté en un mien chastel 	che vo' mi conduceste a salvamento in uno mio castello 	218
155	qui est ci pres. — Volentiers », fet il. 	ch’è qui presso. — Volentier. disse |elli». 	219|220
156	Si le prent par les bras 	Si-lla prende per lo braccio 	221
157	et le monte par devant lui sor le col de son cheval, 	e la monta davanti a sé sopra il corpo di suo |cavallo, 	222|223
158	si a geté son escu derieres son dos, 	si getta suo scudo di dietro suo |dosso, 	224|225
159	si s’en vet cele part 	si se ne va in quelle parti 	226
160	ou la damoisele li enseigne tant 	ove la damigella gli 	227
161	que ce vint aprés midi 	'nsegna, tanto che ciò venne apresso di mezodi 	228
162	qu’il voient en un tertre I. bel a chastel, 	che vegono davanti loro, in uno poggio, uno castello molto bello. 	229
163	et lors ataignent Il. escuiers	Allora agiungono due scudieri 	230
164	qui issoient d’un bossel 	che uscivano d’uno boschello 	231
165	et aportoit chescuns venoisons trosee detriers soi.	e aportavano amenduni cacciagione torsata di dietro a |llui. 	232|233
166	Quant il virent la damoisele, 	E quand’e' vidono la 	234
167	si descendent a pié 	damigella, si discenderono immantanente a ppiè 	235
168	et li font grant joie 	e gli fanno grande gioia 	236
169	com a celi 	come a colei 	237
170	qui lor dame estoit 	che loro dama |era, 	238|239
171	mais molt se merveillent de ce 	ma molto si maravigliarono di ciò 	240
172	qu’il la virent plorer: 	che lla vidono|impiagnendo. 	241|242
173	si li enquierent 	Si-lla inchiesono 	243
174	que ele a. 	ch’ell’avea, 	244
175|176	Et ele lor dit |comment ses amis avoit esté ocis, «	ed ella lor disse come suo amico era stato 	245
177	et je meismes euisse esté morte. 	ucciso, «ed io |medesima, 	246|247
178	se ne fust cis frans chevaliers	diss’ella, fosse stata |morta, se non fosse questo franco cavaliere 	248|249
179	qui par sa debonaireté me resqueust 	che per sua dibonarità mi |riscosse, 	250|251
180|181	et se mist em peril de mort |por ma vie sauver. » 	si si misse in periglio di morte per mia vita salvare». 	252
182	Et lors conseille a l’un de ses escuierset cil se destrosse maintenant de sa venoison, 	Allor si consiglia con |l’uno, 	253|254
183	si la baille a son compaignon por porter, 	e quelli iscioglie immantanente sua cacciagione |e la dona a suo compagnone per 	255|256
184	si s’en vet vers le chastel 	portarnela, 	257
185	quanqu’il puet traire del roncin. 	si se ne va inverso il castello quanto che può trarre del |ronzino. 	258|259
186	Et Boors demande a la damoisele 	eE Boordo domanda alla damigella 	260
187	comment li chastials a non 	come il castello à nome 	261
188	ou ses amis a esté ocis. « Sire, fet ele, il a non Galedon 	ove suo amico avea stato morto. |«Sire, disse	262|263
189	et l’eve 	ella, egli à nome |Badelon, 	264|265
190|191	par ou vos passastes a non Galede. » |Ensi parolent tant 	e l’acqua per dove passaste Galede». aln parlando vanno tanto 	266
192	qu’il sont venu jusqu’al chastel,	che sono venuti insino qua al |castello, 	267|268
193	si le voit Boors bien seant et fort. 	si 'l vide Boordo molto forte e molto ben sedente. 	269
194	Et quant il montent ! le tertre, 	E quand’e' mosntavano il |poggio, 	270|271
195	si voient de laiens issir dames et damoiseles a grant plenté 	si ne vidono uscire dame e damigelle a gran quantità,	272
196	dont les unes karolent 	donde l’une ballavano 	273
197	et les autres dancent et les autres joent de divers geus; 	e l’altre giucavano di diversi |giuochi, 	274|275
		si erano tutte acconce e vestite 	276
198	si estoient acesmees et vestues richement et avec venoient chevaliers jusqu’a X. 	riccamente; |Se con esso loro venieno cavalieri insino a cinque 	277|278
199	qui molt faisoient grant joie; 	che molto feciono gran gioia 	279
200	et quant il voient Boort, 	quand'e' vidono |Boordo. vengono tutti incontro a-llui 	280|281
201	si crient tuit encontre lui: « Bien viengniés, sire,	e gli dicono: Ben vegniate, sire, 	282
202|203	qui nostre dame avez delivres de mort |et rescosse des mains a ses enemis !» 	che nostra dama avete dilivera di morte e riscossa delle mani di suoi animicib. 	283
204	Et lors font descendre lor dame et lui avec : 	VAllora fanno discendere lor dama e lui |apresso, 	284|285
205	si ne vos porroit nus conter la joie 	si non potrebbe mica l’uom contare la trasgran gioia 	286
206	qui li fu fete. A tel joie et a tel feste enmainent Boort jusqu’al palés del chastel, 	che gli fu fatta. In tal gioia e in tale festa ne menarono Boordo insin qua il mastro palagio del |castello, 	287|288
207	si le font desarmer, 	si l fanno disarmare 	289
208	ou il volsist ou non,	o volesse O non, 	290
209	et il le fist a envis, 	ed elli il fece ad|invidia, 	291|292
210	kar il n’estoit encore mie tens de herbergier. 	ché nonn-era mica ancor tempo d’albergare. 	293
211	Ensi remist Boors laiens, 	Insi rimase Boordo là|entro, 	294|295
212	si li firent grant joie li un et li autre 	si gli feciono molto gran gioia e l’uno e |l’altro. 	296|297
		eE	298
213	Et quant il orent mengié. a damoisele demande a Boort 	quand’egli ebono mangiato a gran |festa, la damigella domandò Boordo 	299|300
214	comment il avoit non ét ¡l dist 	com'egli avea|nome, 	301|302
215	qu’il avoit non Boors li Essilliés. « 	ed e' le risponde |ch’egli à nome Boordo il Diseritato.	303|304
216	Et vos, fet il. damoisele, 	E vo', diss’elli alla 	305
217	quels est li vostre nons ? — Sire, fet ele. je 	damigella, com’è vostro nome? — Sire, diss’ella, i' ò nome Blivina di 	306
218	ai non Blevine de Glocedun, 	Glocedin, |e nsì à nome questo castello 	307|308
219	issi a non cist chastials ou nos somes. » A ces paroles 	ove noi siamo». A queste parole |ch’elli 	309|310
220	qu’il disoient, es vos I escuier 	dicieno, |ed e' vidono venire uno scudieri 	311|312
221	qui laiens entre,	che là entro |venia, 	313|314
		si s’aginocchia davanti la 	315
		damigella: 	316
222	si s’agenoille devant la damoisele. « Dame, fet il, la damoisele de Honguefort vostre cosine vos salue et vos mande 	«Dama, diss elli, mia dama la damigella di Unguelforte, vostra |cugina, vo saluta e vo manda 	317|318
223	qu’ele vient herbergier o vos. » 	ch’ella viene ad albergare con esso voi». 	319
224	Et quant cele l’entent, 	E quando quella lo |ntende, 	320|321
225|226	si saut sus si liee et|si joiose 	si salta suso si lieta e si gioliolsa 	322
227	que nule plus 	che nulla più, 	323
228	et demande al vaslet 	e domanda al valletto 	324
229	ou ele est. « Dame. fet il, a mains de demie lieue pres de ci. » 	ov'ella est. «Dama, |diss’elli, ella est a meza lega presso di 	325|326
		qui». 	327
230	Et ele fet maintenant sa sele metre 	Ed ella fa immantanente sua sella mettere	328
231	et dist 	e disse 	329
232	qu’ele ira encontre li; 	ch’ella andrà incontro a |llei, 	330|331
233	si monte et maine o li. VI. chevaliers et Illl. en laisse 	si monta |e mena con lei v. 	332|333
234	por fere compaignie a Boort ; 	cavalieri, |e quatro cavalieri d’agio lascia in compagnia di Boordo,	334|335
235	si se part atant de laiens. Mes Boors 	si si parte atanto di là entro. |Ma Boordo, 	336|337
236	qui les noveles a of̈es de cele de Honguefort 	che lle novelle àe avute di quella |d’Unguelforte, non sa 	338|339
237	si ne set que fere, 	che |fare, 	340|341
238	kar se il remaint laiens, ne puet estre 	ché se rimane là entro |e' non può essere 	342|343
239	que l’en nel conoisse 	ch’ella non lo |cognosca: ciò non vorebbe elli per nulla 	344|345
240|241	et ce ne voldroit il |por rien: 	cosa, 	346
242	si pense longuement a ceste chose. 	si pensa lungamente a questa |cosa. 	347|348
243	Quant il ot une piece pensé, 	eQuand’egli à gran peza |pensato, 	349|350
244	si se drece en estant 	si si diriza in istanti 	351
245	et demande ses armes tost et isnel. « Sire, font cil 	e domanda sue armi tosto e snello. |VaSire, dissono coloro 	352|353
246	qui avec lui estoient, 	che con esso lui erano,	354
247	qu’en volés vos fere ? — Je me vueil. fet il, un poi aler esbatre jusqu’a cel boschel, 	che volete voi fare? — l' mi voglio, diss’elli, andare a sbattere un poco in quello |boschetto, 	355|356
248	si revendrai orendroit. » 	si ritornerò oraindiritto». 	357
249	Cil n’osent son commandement refuser. 	E que' non osano suo comandamento |rifiutare, 	358|359
250	si aportent ses armes 	sì gli portano sue armi 	360
251	et il les prent. 	ed e' le prende;	361
252	Et quant il est armés, 	e quand’egli è |armato, 	362|363
253	si monte en son cheval a, 	e' monta in suo |cavallo, 	364|365
254	si se part de laiens par une posterne par devers le boschel », 	si si parte di là entro per la postierna diverso il 	366
255	ne ne velt	boschello, né non vuole	367
256	que nus li face compaignie. 	che nullo gli faccia |compagnia. 	368|369
257	Et quant il est l. poi eslongiés del chastel, 	quand’egli è un poco islungato del castello,	370
258	si torne a destre vers une forest 	si torna a destra partita per diverso una foresta 	371
259	qu’il voit haute et espesse 	ch’elli vide alta e |spessa, 	372|373
260	et s’en vet al ferir des esperons; 	si vi si mette al fedire delli sproni 	374
261	si se fiert en la forest et eirre 	e si fiede nello spesso della foresta 	375
262|263	tant |qu’il li anuite ; 	e va tanto 	376
264|265	et lors escote, |si ot une cloche soner 	ch’elli anottò. AIlora ascolta, sì ode una campana sonare 	377
266	et il sot bien tantost	ed e'sa ben tantosto 	378
267	que c’estoit hermitages: 	che ciò è|romitaggio: 	379|380
268	si s’en torne cele part 	si ritorna in quelle parti 	381
269	et descent a l’uis,	e discende a |l’uscio, 	382|383
270	si apele et li hermites li oevre son huis, 	si chiama e l romito gli apre |l’uscelletto, 	384|385
271|272	si a le reçoit a bele chiere |et le desarme il meismes, 	si-llo riceve a bella cera e l disarmò elli 	386
273	puis vet cueillir de l’erbe al cheval 	medesimo; poscia va a cogliere dell’erba al cavallo lel	387
274	et por fere lit al chevalier.	per fare el letto del 	388
275	Ensi est Boors remés chiés l’ermite, 	cavaliere. ilnsi rimase Boordo a casa il|romito, 	389|390
276	et la damoisele de Glocedun chevalcha tant a 	e la damigella di Locidin cavalca |tanto 	391|392
277	qu’ele encontra cele de Honguefort; 	ch’ella fu partita di suo castello |ch’ella trovò quella 	393|394
278	si s’entresaluent, 	d’Unguelforte.Si si trasalutano, 	395
279	mais molt se merveille cele de Glocedun, 	ma molto si maraviglia quella di Glocedin 	396
280	quant ele voit sa cosine si atornee et tote sa maisnie: 	quand’ella vide sua cugina |si aconcia e tutta sua	397|398
		masnada, 	399
281	si li demande l’acheison 	si non si può tenere |ch’ella non la domandi la cagione.	400|401
282	et cele li conte de chief en chief 	E quella le conta di capo in capo 	402
283	et dist 	e dice 	403
284|285	que jamés ne finera d’errer |jusqu’el ait le chevalier trové, « 	che giamai non finirà d’andare infino a tanto ch’ella abbia il cavaliere trovato, 	404
286	et bien sachiés, fet ele, bele cosine, 	e ben sapiate, bella |cugina, 	405|406
287	que c’est li plus bials chevaliers et li mieldres 	che ciò è il più bel cavaliere e l miglior 	407
288	que je onques mes veisse, 	ch’io unque |vedessi, 	408|409
289	et si est encore jovenes enfés; 	si è ancora giovane |infante; sì ò tal duolo qualunche ora mi ricordo della villania 	410|411
290	si ai tel duel, 	ch’io gli |feci, 	412|413
291	quant il me membre de la vilenie 	ch’a poco |che l cuore non mi 	414|415
292	que je fis, 	si sface nel 	416
293	qu’a poi que li cuers ne me part el ventre. — En non Dieu, bele cosine, fet cele de Glocedun, 	ventre. — A nome di Dio, bella |cugina, 	417|418
294	s’il vos avint bele aventure, il ne m’est pas hui avenue mains bele. » 	s’elli voi avenne bella |aventura, e' non m’è oggi passo avenuta men bellab. i-lle contò tutto 	419|420
295	Si li conte tot ensi 		
296	com il li estoit avenu 	insi come l’era avenuto 	421
297	et dist 	e disse 	422
298	qu’ele a le chevalier herbergié; « 	ch’ella ha albergato il |cavaliere, 	423|424
299	mais bien sachiés, fet ele, 	«ma ben sapiate 	425
300	que c’est li plus bials chevaliers 	ch’egli è el più bel giovane 	426
301	que je onques mes veisse 	ch’io unque mai vedessi a mi' sciente, si risembra gentile huomo 	427
302	et jovenes durement » ; 	duramente». 	428
303	si li devise sa façon et son grant et sa mesure 	Si-lle divisa sua fazione e suo grande e sua misura 	429
304	tant qu’a cele de Honguefort est avis 	tanto che a quella d’Unquelforte est aviso 	430
305	que c’est cil 	che ciò è quelli 	431
306	qu’ele quiert, 	ch’ella |chiede, 	432|433
307	si li tarde molt 	si'lle tarda molto 	434
308|309	qu’ele le voie. |Ensi chevalchent jusqu’al chastel, 	ch’ella il vega. Insi cavalcano tanto ch’al castello sono 	435
		venuti, 	436
310|311	si descendent la damoisele molt honorement |et molt font grant joie de li	si discendono la damigella molto honoratamente e molto fanno grande gioia di 	437
312	Et lors sont montees el palés; 	lei. |Allor sono montate nel palagio,	438|439
313	si demande cele de laiens 	si domanda quella di Glocedin 	440
314	ou ses ostes est. « 	ove suo oste |est: 	441|442
315	Par foi, font si chevalier, ¡l s’en vet orrendroit tos armés fors de cest chastel, 	Per fé, dissono suo' |cavalieri, 	443|444
316|317	mais il nos dist |qu’il revendroit tantost; 	e' se ne va oraindiritto tutto armato fuori di questo	445
318	n’onques 	castello, 	446
319	por nul pooir ne volt soffrir 	ma e' no disse |che ritornerebbe tantosto, né unque per preghieri non volle soferire 	447|448
320	que nus de nos alast avec lui. — 	che nullo di noi andasse con esso |lui. —elln quale parte se ne 	449|450
321	Quel part s’en ala il ? fet ele. — Dame, font il, vers cel boschel. — 	va?, diss’ella.— |Dama, dicono elli, inverso quello bosco. — 	451|452
322	Or tost, fet ele, montés, alés aprés lui, 	Or tosto, |diss’ella, montate 	453|454
		e andate apresso 	455
323	si le nos ramenés. » 	lui, |si l noi rimenate» ll 	456|457
324	Lors sont monté li X. chevalier 	Allora sono montati tutti e dieci i cavalieri e vengono 	458
325	et vienent jusqu’al boschel, 	Sin qua quel |bosco, 	459|460
326	si le cerchent amont et aval, 	si 'l cercano a monte e a|valle, 	461|462
327	mes del chevalier ne pueent riens trover, 	ma del cavaliere non possono elli unque |trovare. 	463|464
328	si en sont molt irié et dolent 	eSi ne sono molto adirati e molto |crucciati, 	465|466
329	et mandent a lor dame 	e mandano a-llor dama 	467
330	qu’il ne le pueent trover. « En non Dieu, fet ele, 	che nol possono|trovare. 	468|469
		“h«A nome di 	470
		Dio, 	471
331	ensi ne remandra il pas. » 	diss’ella, insì non rimarrà |e' passo». 	472|473
332|333	Si monte |et tote sa maisnie 	Si monta ella e tutta sua 	474
		masnada, 	475
334	et commande a cerchier le bois de totes pars 	si vi viene |e comanda a cercare il bosco di tutte 	476|477
335	et il en font son commandement.	parti. sEd e fanno suo |comandamento, 	478|479
336	Mais tot ce ne lor valt riens, 	ma tutto ciò no lle vale |nulla, 	480|481
337	kar il n'em puent avoir nul asenement a, 	ch’elli non ne possono ora avere nullo asennamento del |mondo. 	482|483
338	Quant ele vit ce, 	eE quand’ella vide |ciò, 	484|485
339	si s’en retorne en son chastel dolente et corociee 	si se ne torna in suo castello dolente e |crucciata, 	486|487
340	et conte a cele de Honguefort 	e conta a quella d’Unguelforte 	488
341|342	comment ses ostes |s’en estoit alez, 	come suo oste se n’è andato. 	489
343	puis demande a cels de laiens: « Bials seignors, 	Poscia domanda a que di là entro: Be' signori, 	490
344	quant s’em parti il — 	e quando se ne parti elli?-Per fé, 	491
345|346	Par foi, dame, font il, |si tost 	dama, dicono elli,	492
347	com il vos en vit aler et dist 	si tosto come ve ne vide |andare, 	493|494
348	qu’il revendroit tost. — 	e disse |che riverebbe tosto. — 	495|496
349	Par foi, fet ele, gabez nos a. » 	Per fé, 	497
350	Lors demanda cele de Honguefort 	diss’ella, il vorre giàb. sAllor domanda quella d'Unguelforte 	498
351	quels armes il portoit 	che arme elli |portava, 	499|500
352	et ele li devise. « En non Dieu, fet ele, je te trovai hui matin a l’entree d’une forest, 	e la damigella gliel divisa. “Al nome di Dio,|diss’ella, io il trovai ogi mattino all’entrata d’una 	501|502
		foresta, 	503
353	mes il ne portoit mie tel escu 	ma e' non porta mica tale scudo come colui 	504
354	com cil	ch’io 	505
