79	et si vos dirai comment. Il avint, bien a passé X. anz 	et si uous dirai |comment. il auint bien a passe .x. anz. 	80|81
80	que j’estoie petite 	que ie estoie petite. 	82
81	que mes peres, li dus de Rocedon, conmança guerre contre le roi? de Sorestan 	que mon pere le dus de rocedun. commenca gerre contre le roy de sorestan. 	83
82	qui fu seingnor a la roine de ceanz. 	qui fu seignor a la royne de caienz. 	84
83	Mais au darrien firent pais, 	mes au derrenier firent pes.	85
84	por ce que mes peres me donna en mariage a I. petit fil le roi 	par ce |que mon pere me dona en mariaige a .i. petit filz le roy. 	86|87
85	qui n’avoit mie plus de VI. anz 	qui nauoit mie plus de .ui. anz. 	88
86	et je estoie en l’aage de V. anz. 	et ge estoie en laage de .u. anz. 	89
87	Aprés ce ne demoura gueres 	apres ce ne demora gueres 	90
88	que mes peres morut et ma mere ausi, 	que mon pere morut. |et maniere aussi 	91|92
89|90	si que ma terre remest a garder a ceste roine. |Oan ot VIll. jorz devant Noël, 	Si que ma terre remest a garder en la main a ceste royne. O an .uiii. iors deuant noel sesmut li cheualiers. 	93
91|92	s’esmut li chevaliers |qui fiancie m’avoit a la cort 	qui fianciee mauoit a aler a la court le roy artur 	94
93	por estre chevaliers noviax, 	por estre cheualier. nouel 	95
94	si nos an mesavint	si nous en mesauint tant	96
95	tant qu’il fu occis a l’issue de la forest de Karlion. 	que il fu ocis a lissue de la forest de karlion. 	97
96	Quant je soi 	quant ge soi 	98
97	qu’il fu morz, 	quil fu mort. 	99
98	si m’an vos de ceanz aler et li demandai 	si men uoil de caienz |aler.et li demandai 	100|101
99|100	qu’ele me randist ma terre. |Mais la roine 	quele me rendist ma terre. mes la royne. 	102
101	si n’en volt riens faire, 	si nen uolt riens fere. 	103
102	ainz dist, 	ainz dist. 	104
103	se je l’angoissoie I. poi, je n’an tandroie jamés plain pié por pooir 	se ge len angoissoi |.i. poi. ge nen tendroie. iames plain pie. 	105|106
		por pooir 	107
104	que je eusse. 	que ie eusse. 	108
105	Si le laissai atant, 	Si le lessai atant. 	109
106	que plus n’en osai dire 	que plus nen osai dire. 	110
107	et tant qu’il avint avant ier n’a mie III. semainnes 	et tant quil auint auant ier na pas encor .iii. semaines. 	111
108	que J. suens freres me demanda a fame	que un sien frere me demanda a fame. 	112
109	et ele m’i donna. 	Et ele le me dona. 	113
110	Ele le me fist fiancier maugré mien, 	et le me fist fiancier malgre mien. 	114
111	si le revesti de toute ma terre 	Si len reuesti de tote ma terre. 	115
112	et an doivent estre les noces de diemanche an VIII. jorz. 	Et en doiuent estre les noces de diemenche. en .uiii. iors. 	116
113	Mes certes por noiant, 	Mes certes pour noient le font. 	117
114	car je ne l’avrai ja a mari ne a seingnor, 	Car ge ne laurai ia a mari. ne a seignor 	118
115	car j’ai bien raison, 	car gi ai bone reson. 	119
116	qu’il est li plus desloiaux chevaliers et li plus couarz 	quil est li plus desloiax cheualiers. |et li plus couarz 	120|121
117	qui onques fust.	qui onques fust. 	122
118	Et se vos por moi voliez tant faire 	Et se uous por moi uoliez tant fere 	123
119	que a celui jor venissiez touz armez 	que a celui iour uenissiez touz armez 	124
120	pour contredire ces espousailles en ce chastel 	pour contredite ces espousailles en cest chastel. 	125
121|122	et feissiez|tant que cist mariages fust desfaiz, je vos geteroie anuit de ceste prison 	et feissiez tant que cist mariages fust deffez: ge uous giteroie anuit de ceste prison. 	126
123|124	et vos donroie bon cheval et bonnes armes. — |En non Deu, damoisele, fait li, 	et uos dorroie bon cheual et bones armes. En Non dieu damoisele fet il se uous ce uoliez fere Ie rous creantrioie comme loiax cheualiers. 	127
125	se vos ce volez faire, je vos creanterai comme loiax chevaliers 		
126	que je a celui jor revanroie en cest chastel	que ie celui iour reuendroie en cest chastel 	128
127	et feroie 	et feroie tant. 	129
128	que je vos deliverroie de cel chevalier 	que ie uous deliuerroie de cel cheualier. 	130
129	et avriez vostre terre quite, 	et auriez uostre terre quite. 	131
130	s’il n’i a autre arest 	sil ni a autre arest 	132
131	que vos m’avez dit. —	que uous mauez dit. 	133
132	Certes, fait ele, il n’i a autre arest. — 	Certes fet ele il ni a autre arest. 	134
133	Dont vos craant je, fait il, 	Dont uous creant ge loiaument fet il: 	135
134	que je cest couvenant vos tandrai. — 	que ge cest couenant uous tendrai.	136
135	Et je vos craant loiaument 	Et ge uous creant loiaument fet ele : 	137
136	que je anuit vos giterai fors de ceanz.» 	que ge anuit uous giterai de ceannz. 	138
137	Ensi aseure li uns l’autre : 	Einssi asseure li uns lautre. |Si sen part atant la damoisele: 	139|140
138|139	si s’em part atant la damoisele et Lanceloz remest liez |et joianz de ce 	Et lanc̃. remest laienz liez et ioianz de ce 	141
140	que la damoisele li promet	que ladamoisele li promet. 	142
141	Quant il fu auques anuitié 	quant. il fu auques anuitie. 	143
142	et cil de laienz furent couchié et endormi, la damoisele ouvre l’uis de la chambre 	et cil de laienz furent couchiez |et endormiz. la damoisele oeure luiz de la chambre. et uient a lanc̃. 	144|145
143	et vint a Lancelot		
144	et li dist: « Sire, venez aprés moi. » 	et li dit. Sire uenez apres moi. 	146
145	Et il se lieve, 	Et il se lieue. 	147
146	si la siut 	si la suit. 	148
147	et ele l’enmoinne en une chambre de laienz pres d’un vergier ; 	et ele le mainne en une chambre de laienz pres dun uergier 	149
148	si le fait mengier, 	si le fet mengier. 	150
149	puis li baille bonnes armes et bon cheval. 	et puis li baille bones armes. et bon cheual 	151
150	Et quant il est apparilliez comme de monter, il dist a la damoisele: e Dites moi 	et quant il est apareillies comme de monter. Il dist a la damoisele. damoisele dites moi 	152
151|152	de quel tornoiement li chevalier |de ceanz parloient anuit aprés vespres. — Sire, fait ele, volentiers. Il est voirs 	de quel torment li cheualier de caienz parloient a nuit aprs uespres. Sire fet ele uolentiers. IL est uoirs 	153
153	que li rois Baudemaguz et li rois de Norgales fiancerent I. tornoiement li uns encontre l’autre, de gent contre gent: 	que li rois bademaguz |et li rois de norgales. fiancent .i. tornoiement li uns contre lautre de gent contre gent 	154|155
154	si ont hui esté assemblez en une praerie 	si ont hui este assemblez en une praerie 	156
155	qui est a JI. liues loing de ci 	qui est a .ii. liues loing de ci. 	157
156	si que cil de ceanz 	si que cil de caienz 	158
157	a cui vos en oïstes parler an sont anuit venu. — 	a qui uous en oistes parler en sont anuit uenu. 	159
158	Et liquel, fait il, en ont le peor ? — 	Et li quel fet il en out le piour. 	160
159	Par foi, fet ele, li rois Baudemaguz en a esté chaciez de place, 	par foi fet ele li rois bademaguz. en a este chaciez de place. 	161
160	car il n’avoit mie tant de gent amené de la moitié comme li rois de Norgales. 	Car il nauoit mie tant gent amene de la moitie |comme li rois de norgales. 	162|163
161	Mais il ont pris terme d’assembler juedi. » 	Mes il ont pris terme de rasembler ioesdi. 	164
162	Et il n’avoit c’un jor entre II. 	Et il nauoit |que .i. iour entre .ii. 	165|166
163|164	Quant il oit |que li rois Baudemaguz en a esté chaciez de champ, 	quant il ot que li rois bademagus en a este chaciez de champ. 	167
165	si est molt dolanz, 	si est molt dolenz. 	168
166	car ce est un des homes del monde 	Car ce est .i. des homes del monde. 	169
167	qui plus li a fait honor, 	qui plus li a fet honeur. 	170
168	si est molt dolanz de ce 	si est molt dolenz	171
169	qu’il n’i a esté; 	quil na este. 	172
170	car s’il i fust, a ce	Car sil i fust a ce 	173
171	qu’il se sent sain et haitié 	quil se sent seinz et hetiez 	174
172	et desirrant de porter armes, il ne cuide mie 	et desirranz de porter armes il ne quide mie	175
173	que li rois en eust le peor 	que li rois en eust eu le piour. 	176
174	si com il a eu. 	si comme il a ore. 	177
175	Lors monte en son cheval 	lors monte en son cheual. 	178
176	et conmande la damoisele a Deu 	et commande la damoisele a dieu	179
177	et ele li dist 	et ele li prie 	180
178	qu’il ne l’oublist pas des couvant	que ele ne loblit p̶ pas del couenant	181
179	que il i a. — 	quil li a fet. 	182
180|181	Si m’aïst Diex, fet il, no ferai je. » |Si s’en vait atant 	Si mait diex fet il non ferai ge.	183
182	et entra en I. vergier et del vergier entra en une petite praerie. 	Si sen uet atant et entͣ en .i. uerger. |Et del uergier entra en une petire praerie 	184|185
183	Lors trueve I. estroit sentier	Lors trueue .i. estroit sentier. 	186
184	qui le mena droit a une forest 	qui le mena droit a une forest. 	187
185	ou il avoit I. pavillon tandu devant J. grant orme. Il torne cele part son cheval, 	ou il uoit .i. paueillon tendu deuant .i. grant orme. il torne cele part son cheual. 	188
186	por ce 	pour ce 	189
187	que genz i cuidoit trouver, 	que gent i cuide trouuer. 	190
188	si descent a l’entree 	si descent a lentree 	191
189	et voit dedanz III. cierges ardanz et I. grant lit couvert d’un samit porpre. Il vait au lit, 	et uoit dedenz .ii. cierges ardanz. |et .i. grant lit couuert dun samit porpre. Il uait au lit. 	192|193
190|191	mes il n’i troeve home ne fame, |ne el pavillon ausi. 	mes il ni trueue home ne fame. ne el paueillon aussi. 	194
192	Et quant il voit ce, 	Et quant il uoit ce 	195
193|194	si vient a son cheval |et oste ! le frain et la sele et le moinne pestre, 	si uint a son cheual et li oste le frainst et la sele. 	196
		et le mainne pestee. 	197
195	puis se desarme 	puis se desarme. 	198
196	et met l’espee a son chevez, 	et met sespee a son cheuet. 	199
197|198	si se despoille |et dit 	si se despoille. et dit 	200
199	qu’il se couchera anz. 	quil se couchera enz 	201
200	puis qu’il n’i trueve ame;	puis quil ni trueue ame. 	202
201|202	puis estaint les cierges |por la clarté 	puis destaint les cierges por la clarte 	203
203	qui mal ne li feist;	que mal ne li feist 	204
204	si se couche 	si se couche. 	205
205	et s’andort tout maintenant. 	et sendort maintenant 	206
206	Aprés ce ne demora gueres	APres ne demora gueres 	207
207	que laienz vint I. chevalier, 	que laienz uint .i. cheualier. celui 	208
208	celui cui li pavillons estoit; 	qui le paueillon estoit. 	209
209	et quant il vit les cierges estains, 	Et quant il uit les cierges estainz. 	210
210	si cuida bien 	si quida bien 	211
211	que sa fame fust endormie 	que sa fame fust endormie. 	212
212	et qu’ele eust les cierges estainz por la clarté. Il estoit sanz espee et sanz armeure, 	et quele eust les cierges estainz por la clarte. il estoit sanz espee |et sam armes nule. 	213|214
213	si se fu tost despoilliez 	si se fu tost despoilliez. 	215
214	et se couche errant delez Lancelot 	et se couche errans delez lanc̃. 	216
215|216	et se trest pres de lui |et l’acole	et se tret pres de li. et lacole 	217
217	et le conmance a baisier, 	et le commence a besier 	218
218	car il cuidoit vraiement 	Car il quidoit uraiement 	219
219	que ce fust sa fame. 	qe ce fust sa fame. 	220
220	Quant Lanceloz sant celui 	quant lanc̃. sent cil 	221
221	qui einsint le baisoit, 	qui einssi le besoit. 	222
222	si saut sus touz desvez 	si sault sus touz desuez.	223
223	et cuide bien 	et q̾ de bien 	224
224	que ce soit dame ou damoisele : 	que ce soit dame ou damoisele. 	225
225	si l’aert a JI. braz. 	si laert a .ii. braz. 	226
226	Et cil s’aperçoit tantost et cuide	et cil sapercoit tantost. 	227
227	que ce soit li lichierres sa fame. 	et qui de que ce soit li cheualiers sa fame 	228
228	si se desvoleppe de lui et l’aert i a Il. braz 	si se desuolope de lui. |si laert as .ii. braz. 	229|230
229	et le sorprant 	et le sorprent. 	231
230	si que ainz	si que ainz. 	232
231	qu’il se fust pris garde, 	quil se fust pris garde. 	233
232	l’ot il geté desouz lui a la terre ; 	la il gitez souz lui a la terre. 	234
233	si dist: « 	si li dit. 	235
234	Certes, lerres, mar me venistes faire honte	Certes lerres mar mi uenistes fere honte . 	236
235	et mar vos couchastes avec ma fame en mon pavillon meismes. 	et mar uous couchastes o ma fame en mon paueillon meismes. 	237
236	Puis li donne del poing en mi les denz 	puis li done del poing enmi les denz. 	238
237|238	si que a poi|que il ne li a brisiez en la bouche, 	si que a poi quil ne li a brisiees en la gueule. 	239
239	et li sans en saut 	et le sanc en sault 	240
240	si qu’il en a le menton tout sanglant. 	si quil en en a le menton tout sanglent. 	241
241	Quant Lanceloz se sent si mal mener, 	quant lanc̃. se sent si mal men̾ 	242
242	si l’aert a la gorge et le fait voler par dessus lui 	si laert a la gorge |et le fait uoler par desus lui 	243|244
243	et le fait flatir a L. chaillou	et le fet flatir a .i. chailleu 	245
244	qui en mi le pavillon estoit. Li chevaliers ot une grant plaie au chaoir 	qui enmi le paueillon estoit. li cheualier. ot une grant plaie au cheoir 	246
245|246	qu’il fist |et Lanceloz se relieve 	quil fist. et lanc̃. se relieue 	247
247	et vait cele part	et uet cele part 	248
248	ou il ot s’espee laissie, 	ou il ot sespee lessiee.	249
249	si l’a traite del fuerre toute nue. La lune luisoit cler 	Si la tret del fuerre toute nue . la lune luisoit cler.	250
250	si que l’am pooit auques veoir par mi le pavillon; 	si que len pooit auques ueoir parmi le paueillon. 	251
251	et quant li chevaliers voit venir Lancelot l’espee traite, 	Et quant li chrs uoit uenir lancelot lespee trete 	252
252	si ne l’ose atandre, 	si ne lose atendre. 	253
253	ainz s’an torne fuiant toz nuz 	Ainz sentorne fuiant touz nuz. 	254
254	et s’en vet vers la forest. 	Et se met uers la forest. 	255
255	Et Lanceloz le siut 	Et lanc̃. le suit 	256
256	qui atant nel velt mie laissier ; 	qui atant nele ueult pas lessier 	257
257	si le chace tant sanz robe 	Si le chace tant sanz robe 	258
258	qu’il l’aconsielt, 	quil laconsuit. 	259
259	si le fiert par mi la teste de l’espee 	si le fiert parmi la teste de lespee. 	260
260	si qu’il le fant tout dusqu’es danz 	quil le fent touz iusques es denz. 	261
261	et cil chiet morz a terre. 	Et cil chiet mort a terre.	262
262	Et Lanceloz revient el pavillon 	Et lancelot reuient au paueillon 	263
263	et se couche 	et se colche 	264
264	et s’andort dusqu’au matin; 	et sen dort dusques au matin. 	265
265	mais molt se sant bleciez del cop 	mes molt se sent durement bleciez del cop 	266
266	que cil li ot doné en mi les danz. A l’andemain 	que cil li ot donne enmi les denz. A lendemain. 	267
267	quant li oisel enconmancerent a chanter, 	quant li oisillon commencerent a chanter Se leua lanc̃. 	268
268	si se leva et vesti 	et uesti 	269
269|270	et prist ses armes |et monta en son cheval, 	et prist ses armes et monta en son cheual. 	270
271	puis se parti de laienz, 	puis se parti de laienz 	271
272	qu’il ne sot pas a cele foiz 	quil ne sot pas a cele foiz 	272
273	qui li chevaliers fut 	qui li cheualiers. fu. 	273
274	qu’il ot occis. 	quil auoit ocis. 	274
275	Quant il est antrez en la forest,	quant il est entrez en la forest. 	275
276	si encontre IlII. escuiers 	Si encontre .iiii. escuiiers 	276
277	qui menoient en destre IIlI. destriers toz blans	qui menoient en destre .iiii. destriers touz blanz 	277
278	et avoit chascuns couvertures blanches; 	et auoit chascuns couuerture blanche. 	278
279	et aprés venoient dui autre 	Et apres uenoient .ii. autres 	279
280	qui portoient le hernois a J. chevalier, haubert et hiaume et chauces de fer et genoillieres 	qui portoient le harnois a .i. cheualier. hauberc et hialme. et chauces de fer. et genoilleres. 	280
281	et cote a armer de blanc samit; et li autres portoit I. escu blanc comme nois. Il salue les escuiers 	et cote a armer de blanc samit. |Et li autres portoit .i. escu blanc comme noif. Il salue les escuiiers 	281|282
282	et lor demande 	et leur demande 	283
283	cui cil hernois est. « Sire, font il, a l. chevalier	qui cil harnois est. Sire font il . a .i. cheualier 	284
284|285	qui demain velt estre a J. tornoiement de Il. rois. — |Et	qui demain ueult estre au tornoiement des .ii. Rois. 	285
286	conment a il non, cil chevaliers ? fait Lanceloz. — Sire l'an l’apele Galehoudin 	comment a il non cil cheualiers. fet lanc̃. Sire font il len lapele Galehoudin. 	286
287	et fu niés i Galehot, le sire des Lointaingnes Illes. — 	et fu filz. Galehoz. li sires des lointaingnes isles. 	287
288	Et a quels aidera il ? fet Lanceloz. — Il aidera au roi de Norgales, 	Et as quiex aidera il fet lanc̃. Il aidera au roy de norgales. 	288
289	por ce que ses aieux est. — 	por ce quil est son aioul. 	289
290	Et cil tornoiemenz 	Et cil tornoiemenz	290
291	ou sera il, biaux frere? — En une praerie par	ou sera il. |Biaux sire en une praerie 	291|292
292	ou vos avez orendroit passé. » 	par ou uous auez orendroit passe. 	293
293	Lors les conmande lanceloz a Deu,	Lors les conmande lanc̃. a dieu. 	294
294	si s’em part atant. 	si sen part atant.	295
295	Et quant il a I. poi alé, 	Et quant il a .i. poi ale 	296
296	si oit a destre sonner une cloche; il s’adrece cele part 	si ot a destre sonner une cloche. Il sadresce cele part. 	297
297	et troeve une abaie de nonains. Il descent a l’entree 	et trueue une abaie de moinnes blans. Il descent a lentree 	298
298	et baille son cheval a garder a J. garçon, 	et baisse son cheual a garder a .i. garcon. 	299
299	puis entre el moustier tout armé fors d’iaume et d’escu et de glaive. 	puis entre el moustier. tout arme fors de hialme et descu et de glaiue. 	300
300	Et quant il est laienz entrez,	Et quant il est laienz entrez. 	301
301	si troeve la seror Meleagant, cele 	Si trueue la serour. Meleagrant. cele 	302
302|303	qui l’ot geté de la dolerouse prison |ou il ot esté mis. Ele resgarde 	qui lot gite de la dolereuse prison. ou il auoit este mis. Ele le regarde 	303
304	et avise 	et auise tant 	304
305	tant qu’ele quenoist 	que ele connoist bien 	305
306	que ce est Lanceloz, 	que ce est lanc̃. 	306
307	mes molt se merveille 	mes molt sen merueille. 	307
308	que li bel chevol sont devenu 	que li bel cheueul sont deuenu 	308
309	qu’il selt avoir, 	que il soloit auoir. 	309
310	et panse qu’il ait esté malades.	et pense |quil ait este malades. 	310|311
311	et que par ce li soient chaoit: 	et que par ce li soient cheoit. 	312
312	si se sueffre de parler a lui dusque aprés vespres. 	si se sueffre de parler a lui dusques apres la messe 	313
313	Quant li freres ot chanté 	QUant li freres ot chante 	314
314	et Lanceloz fu issuz del moustier, la damoisele vet aprés lui 	et lanc̃. fu issuz del mostier. la damoise uet apres lui	315
315	et li dist: « Sire, vos soiez li bien venu ! — Ma douce damoisele, vos soiez la bien venue ! 	et li dit. Sire uous soiez li bien uenuz. Ma douce damoisele uous soiez la bien uenue. 	316
316	Comment l’avez vos puis fait 	Comment lauez uos puis fet 	317
317|318	que je ne vos vi ? — Sire, fait ele, bien, |Deu merci et la vostre. — 	que ge ne uous ui. Sire fet ele bien: dieu merci et la uostre.	318
319	Et quele aventure vos a amené ça ? — Sire, je ving por i. tornoienent 	Et quele auenture uous a ca amenee. Sire ge i uing pour .i. tornoiement 	319
320	qui demain sera pres de ci; 	qui demain sera pres dici. 	320
321	si l’a empris mes sires li rois Baudemaguz contre le roi de Norgales 	Si la empris mon pere li rois badem̃. contre li rois de norgales. 	321
322	mais il en a ja esté vaincuz I. foiz, 	mes il en a ia une foiz este uaincuz. 	322
323	car trop a gent li rois de Norgales, » 	Car trop a gent li rois de norgales. 	323
324	Et il dist 	Et il dist 	324
325|326	que|ausi i est il venuz 	que autressi y estoit il uenuz 	325
327	por veoir le. « Voire, sire, fet ele, 	pour ueoir le. uoire: sire fet elle. 	326
328	et i irez vos demain? — 	et irez uous demain. 	327
329	Oil, fait il, 	oil fet il	328
330	se je puis. — 	se ge puis. 	329
331	Dont vos voldroie je prier por Deu et par amors	Dont uous uoldroie ge prier pour dieu |et par amour. 	330|331
332	que vos aidissiez as noz. » 	que uous asoissiez as nos. 	332
333	Et il dist 	Et il dit 	333
334	que si fera il volentiers de tout son pooir. « Sire, fait ele, C. mile merciz de Deu. 	que si fera il uolentiers de tout son pooir. Sire fet ele .c.m merciz de dieu 	334
335	Dont sai je bien 	Dont sai ge bien. 	335
336	que li rois de Norgales i perdra le tout 	que li rois de norgales i perdra le tout. 	336
337	et mes peres en avra l’onor. 	Et mon pere en aura lonneur. 	337
338	Et je vos pri 	Et ge uous pri	338
339	que vos huimais demorez o moi 	que uous remaingniez huimes auec moi. 	339
340	et demain mouvroiz a aler au tornoiement. 	Et demain mouerons a aler a cel tornoiement. 	340
341	Et vos le devez bien fere, 	et uous le deuez fere. 	341
342|343	car se vos orandroit vos esmouviez, |vos ne troveriez meshui nul si bon ostel pres del tornoiement. 	Car se uous conurendroit uous en mouiez. uous ne trouueriez mes hui nul si bon ostel. pres del tornoiement. 	342
344	Et sachiez 	Et sachiez 	343
345	que vos seroiz bien serviz et aaisiez de toutes les choses 	que uous serez bien seruiz |et aaisiez de toutes les choses 	344|345
346	que l’an porra. » 	que len porra. 	346
347	Et il dist 	Et il dist 	347
348	que il remaindra, 	quil remaindra 	348
349	puis qu’il li plest; 	puis|quil li plest. 	349|350
350	si se fait desarmer maintenant 	Si se fet desarmer maintenant. 	351
351	et ele prant I. vallet, 	Et ele prent .i. uallet 	352
352	si li dist: « Va t’an droit au chastel de la Herpe 	si li dist. Ua ten droit au chastel de la herpe.	353
353	ou tu trouveras le roi Baudemaguz mon pere; 	ou tu trouueras li rois bademaguz. mon pere. 	354
354	si li di 	Si li di 	355
355	que j’ai çaienz mon signor Lancelot del Lac 	que iai caiens monseignor lanc̃. del lac. 	356
356	qui li doit demain aidier au tornoi alement 	qui li doit demain aidier au tornoiement. 	357
357	et le viengne veoir hastivement, 	et que il le uiengne ueoir hastiuement 	358
358	se il puet en nule manniere. » Li vallez se part de sa dame 	se il puet en nule maniere. |LI uallez se part de sa dame. 	359|360
359	et vient au roi Baudemagu, 	et uient au Roy bademaguz. 	361
360	si li dist ce 	si li dit ce 	362
361	que sa fille li mande. 	que sa fille li mande. 	363
362	Et quant il oit les nouveles de Lancelot, 	Et|quant il ot les nouueles de lanc̃. 	364|365
363	si est tant liez 	si est t̶ tant liez	366
364	qu’il ne set mesure; 	quil nen set mesure. 	367
365	si pense 	si pense 	368
366	qu’il l’ira veoir au plus priveement 	quil lira ueoir au plus priueement	369
367	qu’il porra, 	que il porra. 	370
368	car par aventure Lanceloz ne voldroit mie	Car par auenture lanc̃. ne uouldroit mie 	371
369	que l’an le conneust au tornoiement. Il eslit III. i de ses plus privez amis, 	que len le conneust au tornoiement. Il eslit .iiii. de ses plus priuez amis.	372
370	si en fu li uns dus et li autres quens et li tierz simples chevaliers, 	Si en fu li uns dux. et li autres cuens |Et le tierz simple cheualier. 	373|374
371	mes molt estoit prodome. « ll couvient 	Mes molt estoit preudome. Il couient fet il 	375
372	que vos viengniez o moi jusqu’a J. abaie 	que uous uengiez auec moi iusques a une abbaye. 	376
373	qui ci pres est. » 	qui ci pres est.	377
