112	et le fiert	⁊ le fiert	93
113|114	si tres durement|qu' il l' abat a terre	si duremẽt quil labat a terre	94
115|116	si estordi|qu' il n' a pooir de relever ains gist pasmés	si estourdp qͥl na pouoir de soy releuer:	95
117	kar il chai		
118	si felenessement		
119	qu' a poi		
120|121	que la canole del col n'avoit brisee|Et Boors li vet a cheval par desus le cors	et booit lui ua par dessus le col a cheual tãt	96
122	tant que tot le debrise	que tout le debrise	97
123|124	Et lors est la damoisele|si liee	Et booit a tant la damoisesle esioupe q̃ elle ne peut plus:	98
125	qu' ele ne puet plus	⁊ dit a boort	99
126	et dist a Boort Sire nos n' avons mes garde	Gire nous nauons mes garde:	100
127|128	kar je ne cuit|qu' il eust plus de chevaliers çaiens	car ie ne cuide poĩt qͥl y ait plus de cheualiers leans	101
129	que cestui;	que cestui	102
130|131	si vos dirai ore seurement ce|que vos me demandastes n' a encor gaires	si uous dirap seurement ce q̃ uous mauez demã de	103
132|133	— Dites fet il|— Sire fet ele entre moi	Par ma fop fait elle moy	104
134|135	et I|chevalier	⁊ ung cheualier	105
136	qui mes amis estoit chevalchions hui matin par mi cest chastel	qui mon amy estoit cheuauchions par mi cest chasteau	106
137	et quant li freres a celui	Et quant le frere de celui	107
138	que vos avés abatu me vit	que uous auez abatu me uist	108
139	si me volt a force prendre	si me uoulut auoir|⁊ prẽdie a force:	109|110
140	kar il m' avoit molt longuement amee;	car il me auoit longuemẽt apmee	111
141	si me prist al frain	Il print mon cheual	112
142	et m' en volt mener a force mes mes amis se combati a lui tant	et men uoulut mener a foice:|mais mon amp se combatist a lui tãt qͥl loccist	113|114
143	qu' il l' ocist		
144	Et quant cist	Et quant celui	115
145|146	que vos veez ci ore vit son frere mort|si fist mon ami prendre a force de vilains	que uous uoiez cy uist son frere mort il fist mon amp prendre par for ce de gens	116
147	et de gens	et de uillains	117
148	et l' ocist en venjance de son frere	⁊ loccist en uengãce de son frere	118
149	Mais de moi		
150|151	por cui Ses freres avoit esté ocis dist il|qu' il se vengeroit sans main metre;	et dist quil se uẽgeroit de moy sãs main mettre	119
152	si me fist prendre a ces ribaus	Ei me fist prendre par ces qua tre ribaulx	120
153	que vos veistes	que uous auez ueu	121
154|155	et lor commanda|qu' il me noiaissent	⁊ leur cõman da quilz me noyassẽt	122
156	kar par armes dist il ne vueil je mie	car par armes neuueil le pas	123
157	qu' ele muire ;	que elle meure	124
158	si m'enmenoient	Gi me emmenoient aĩ	125
159	si com vos veistes morir	si comment uous auez ueu pour noyer	126
160	quant vos me venistes secorre par la volenté de Dieu	quant uaus me uenistes secourir par la uoulente de dieu	127
161	et par la vostre	et par la uostre	128
162	Or vos ai conté mon errement ;	Or uous ap toute cõpte ma foitune	129
163	si voldroie des Ore mes se vostre plaisirs estoit	si uoul droie se uostre uoulentey estoit	130
164|165	que vos me menissois a salveté en un mien chastel|qui est ci pres	que uous me menissez a sauuete en ung Partie mien chasceau qͥ est ey pres	131
166	— Volentiers fet il	Moulentiers du il	132
167	Si le prent par les bras	⁊ il la prent par le bras	133
168	et le monte par devant lui sor le col de son cheval	et puis la met sur le col de son cheual	134
169	si a geté son escu derieres [c) son dos	si a iecte son escu derrier son dos:	135
170	si s' en vet cele part ou la damoisele li enseigne	⁊ puis tourne celle part la ou la damoiselle lui enseigne	136
171|172	tant que ce vint aprés midi|qu' il voient en un tertre I	tant que uint aprez midp q̃ ilz uirent deuant eul x ung moult heau cha	137
173	bel a chastel	steau:	138
174|175	et lors ataignent Il|escuiers	⁊ lors attaignent deux escuiers a lẽtree de ung petit boix	139
176|177	qui issoient d' un bossel|et aportoit chescuns venoisons trosee detriers soi	⁊ portoit chacun uenoisõ der rier lui tioussee	140
178	Quant il virent la damoisele	Et quant ilz uirent la damoi selle ilz descendirẽt a pie|⁊ lui firent	141|142
179	si descendent a pié	si grãt hõ neur	143
180	et li font grant joie com a celi	⁊ si grant iope comme a celle	144
181	qui lor dame estoit	qui leur da me estoit:	145
182|183	mais molt se merveillent de ce|qu' il la virent plorer:	mais moult se merueillent de ce qͥlz la uoient plourer:	146
184	si li enquierent	si demandent	147
185	que ele a	que elle a	148
186	Et ele lor dit comment ses amis avoit esté ocis	et elle leur compte comment son amy auoit este occy	149
187|188	et je meismes euisse esté morte|se ne fust cis frans chevaliers	⁊ mop mesmes eusse este occie se ne feust ce franc cheualier	150
189	qui par sa debonaireté me resqueust	qui par sa debonnairete ma rescousse	151
190|191	et se mist em peril de mort|por ma vie sauver	⁊ sest mis en peril de moit pour me p sauuer	152
192	Et lors conseille a l' un de ses escuiers	Et lors elle parle a conseil a ung des escuiers	153
193	et cil se destrosse maintenant de sa venoison	⁊ celui se destrousse maintenant de sa uenoison	154
194	si la baille a son compaignon	⁊ la baille a porter a son cõpaignon	155
195|196	por porter|si s' en vet vers le chastel quanqu' il puet traire del roncin	⁊ sen ua uers le chasteau tant quil peut courir atout son roussin	156
197	Et Boors demande a la damoisele comment li chastials a non ou ses amis a esté ocis	Et booit demande a la damoiselle comment le chasteau auoit nom ou son amp auoit este occp	157
198	Sire fet ele il a non Galedon	Gire fait elle il a nõ gal don	158
199	et l' eve par ou vos passastes a non Galede	⁊ leaue ou uous passastes a nom ga lide	159
200	Ensi parolent tant	Ainsi sen uont parlant ensemble boo:t|⁊ la damoisel le	160|161
201|202	qu' il sont venu jusqu' al chastel|si le voit Boors bien seant	tant que ilz sont uenus prez du chasteausi le uoient beau	162
203	et fort	et fort	163
		et moultbien seant	164
204	Et quant il montent ! le tertre	Et quant ilz sont montez le tertre	165
205	si voient de laiens issir dames	si ui cẽt dames	166
206|207	et damoiseles a grant plenté|dont les unes karolent	et damoiselles a grant plante dõt les unes dansoient	167
208	et les autres dancent	et les autres deuisoient	168
209	et les autres joent de divers geus;	et les autres iouoient de diuers ieux	169
210|211	si estoient acesmees|et vestues richement	si estoient toutes uestues moult richement	170
212	et avec venoient chevaliers jusqu' a X	⁊ auec elles uenoient des cheualiers iusques a dix	171
213	qui molt faisoient grant joie;	qui fai soient moult grant ioye	172
214	et quant il voient Boort	Et quant ilz uirent boort	173
215	si crient tuit encontre lui Bien viengniés sire	si lui crietent tous|Sien uiengniez uoꝰ	174|175
216	qui nostre dame avez delivres de mort	qui nostre dame auez rescousse de mort	176
217	et rescosse des mains a ses enemis	et deli uree des mains de ses ennemis	177
218	Et lors font descendre lor dame	Etlois font descendre leur dame	178
219	et lui avec :	et lui auec	179
		Ei ne pour	180
220|221	si ne vos porroit nus conter la joie|qui li fu fete	roit nul hõme cõpier la grant iope qͥ leur fut faicte	181
222|223	A tel joie|et a tel feste enmainent Boort jusqu' al palés del chastel	A telle iope menerent uooit au pallais	182
224	si le font desarmer ou il volsist ou non		
225|226	et il le fist a envis|kar il n' estoit encore mie tens de herbergier	Et quant ilz eurent mẽgie la damoiselle lui demanda commẽt il auoit nom	183
227	Ensi remist Boors laiens		
228	si li firent grant joie li un		
229|230	et li autre a|Et quant il orent mengié	Et il respõ dist quil auoit nom uooit le essillie	184
231	a damoisele demande a Boort comment il avoit non ét ¡l dist		
232	qu' il avoit non Boors li Essilliés	et si estoit cousin germain de lancel ot du lac	185
233	Et vos fet il	Et uous dame	186
234	damoisele quels est li vostre nons	quel est uostre nom	187
235	? — Sire fet ele	Sire fait elle iap nom benigne de glacedon	188
236	je ai non Blevine de Glocedun issi a non cist chastials ou nos somes	et ce chasteau cy ou nous sommes a aussi nom glacedon|diiiii	189|190
237|238	A ces paroles|qu' il disoient es vos I escuier	ces parolles quilz disoient uecy ung es cuper	191
239	qui laiens entre	qui entra leans	192
240|241	si s' agenoille devant la damoisele|Dame fet il la damoisele de Honguefort vostre cosine vos salue	si se agenoille de uant ra damoiselle dame faitil madame de honguesfoit uous sallue	193
242	et vos mande	et uous mande	194
243|244	qu' ele vient herbergier o vos|Et quant cele l' entent	que else se ueult ennuyt sogier auec uoꝰ	195
245	si saut sus		
246|247	si liee|et si joiose	Et quãt celle lost	196
248|249	que nule plus|et demande al vaslet ou ele est	si demande a lescuper ou elle est da me fait il a demyelieue de cy	197
250	Dame		
251|252	fet il a mains de demie lieue pres de ci|Et ele fet maintenant sa sele metre	et elle mõte sur son cheual auec quatre theualiers	198
253	et dist		
254	qu' ele ira encontre li;		
255|256	si monte|et maine o li	et quatre es cuyers pour qller a lencontre de la dame	199
257	VI		
258	chevaliers		
259	et Illl		
260	en laisse		
261|262	por fere compaignie a Boort ;|si se part atant de laiens	⁊ si laisse quatre cheualiers auec boort pour luy faire cõpagnie mes booit	200
263	Mes Boors		
264|265	qui les noveles a of̈es de cele de Honguefort|si ne set	qui les nouuelles a entendues de la dae de honguesfort ne scait	201
266	que fere	que faire	202
267|268	kar se il remaint laiens ne puet estre|que l' en nel conoisse	si pense longuement	203
269|270	et ce ne voldroit il|por rien:	car il ne ueult pas estre congneu	204
271|272	si pense longuement a ceste chose|Quant il ot une piece pensé	et quãt il a longuemẽt pen se	205
273	si se drece en estant	si se lieuue en son estant	206
274	et demande ses armes tost	et demande ses armes	207
275	et isnel		
276	Sire font cil		
277	qui avec lui estoient		
278	qu' en volés vos fere		
279	? — Je me vueil		
280|281	fet il un poi aler esbatre jusqu' a cel boschel|si revendrai orendroit	Gire sont ceulx qͥ auec lup estoiẽt pour quop les demaudes uous ie me uueil fait il armer pour moy aller esbatre iusq̃s en ce bochel mes ie reuendray tantost	208
282|283	Cil n' osent son commandement refuser|si aportent ses armes	et ceulx nosẽt ceffuser soncõ mandement lors lup apportent ses armes	209
284	et il les prent		
285	Et quant il est armés	et quãt il fust arme	210
286	si monte en son cheval a		
287	si se part de laiens par une posterne par devers le boschel ne ne velt	si sen part de le ans par la posterne uers ung petit bosc|et ne ueult	211|212
288	que nus li face compaignie	que nul lup face compagnie	213
289|290	Et quant il est l|poi eslongiés del chastel	Et quãt il est ung pou eslongnie il tourne uers une fo rest grãde	214
291	si torne a destre vers une forest		
292	qu' il voit haute		
293	et espesse	et espesse	215
294	et s' en vet al ferir des esperons;		
295	si se fiert en la forest	si fiert des esperons	216
296	et eirre tant	et sen entra dedens	217
297	qu' il li anuite ;	et cheuaucha	218
298	et lors escote	tant que la nupt uint	219
299	si ot une cloche soner	Il ourt une cloche sonner	220
300	et il sot bien tantost	si pense tãtost	221
301	que c' estoit hermitages:	que cest unghermitage	222
302	si s' en torne cele part	il sẽ alla celle part	223
303|304	et descent a l' uis|si apele	⁊ purs frappa a fups	224
305|306	et li hermites li oevre son huis|si a le reçoit a bele chiere	et lermite le rechoit a bel le chere	225
307	et le desarme il meismes	et le desarma	226
308	puis vet cueillir [d) de l' erbe al cheval	et puys cueillit de lerbe uerte pour le cheu al	227
309	et por fere lit al chevalier	et fist le lyt au cheualier	228
310	Ensi est Boors remés chiés l' ermite	Insi esi booit demoure auec lermite	229
311|312	et la damoisele de Glocedun chevalcha tant a|qu' ele encontra cele de Honguefort;	et la damoiselle de a sacedon a tant alle quelle encõtra celle de honguesfort	230
313	si s' entresaluent	si sentre|salluerẽt	231|232
314|315	mais molt se merveille cele de Glocedun|quant ele voit sa cosine	Et quãt celle de glacedon uoit sa cousine	233
316	si atornee		
317|318	et tote sa maisnie:|si li demande l' acheison	⁊ toute sa mesgnie ainsi atournee elle sen merueille monlt sp lui demãde lachoison	234
319	et cele li conte de chief en chief	et celle luy compte toute la uerite	235
320|321	et dist|que jamés ne finera d' errer jusqu' el ait le chevalier trové	et dist q̃ iamaiz ne fineta de errer iusq̃s a tant q̃lle aura trouue le cheualier	236
322|323	et bien sachiés fet ele bele cosine|que c' est li plus bials chevaliers	et sachiez belle cousine q̃ cest le plus beau	237
324	et li mieldres	et le meilleur	238
325	que je onques mes veisse	que ie ueisse on ques	239
326	et si est encore jovenes enfés;	et sy estencore ione enfant	240
327|328	si ai tel duel|quant il me membre de la vilenie	si ap tel deul quãt il me souuient de la uillanie q̃ ie luy feiz	241
329	que je fis		
330	qu' a poi	que a pou	242
331	que li cuers ne me part el ventre	que le cueur ne me part du uentre	243
332	— En non Dieu bele cosine fet cele de Glocedun s' il vos avint bele aventure il ne m' est pas hui avenue mains bele	Eu nom dieu belle cousine fait celle de ghace don|sy uous est aduenu belle auãture	244|245
		il ne men est pas aduenue une moins belle	246
333	Si li conte tot ensi com il li estoit avenu	Ep luy compte tout ainsi comment il luy estoit Seconde aduenu	247
334|335	et dist|qu' ele a le chevalier herbergié	et dist quelle auoit l ecdegie le chẽutt lier	248
336|337	mais bien sachiés fet ele|que c' est li plus bials chevaliers	et uous dys bien q̃ cest le plus beau cheualiec du monde	249
338	que je onques mes veisse		
339|340	et jovenes durement ;|si li devise sa façon	sy lui deuise sa facon tant quil est aduiz a celte dehonguesfoit	250
341	et son grant		
342	et sa mesure tant		
343	qu' a cele de Honguefort est avis		
344|345	que c' est cil|qu' ele quiert	que cest celuy quelle quiert	251
346	si li tarde molt		
347|348	qu' ele le voie|Ensi chevalchent jusqu' al chastel	si luy tar de quellele uoie En ielle magniere cheuauchẽt tãt quilz sont uenues au chastel	252
349	si descendent la damoisele molt honorement	si decendent la damoiselle monlt hounourablemẽt	253
350	et molt font grant joie de li a	et font grãt ioye de celle de honguesford	254
351	Et lors sont montees el palés;	fors sont mõtees au pal laiz	255
352|353	si demande cele de laiens ou ses ostes est|Par foi font	si demãde ta damoiselle de leans ou est son hoste	256
354|355	si chevalier ¡l s' en vet orrendroit tos armés fors de cest chastel|mais il nos dist	deurap dirẽt les cheualiers de leãs Il sen ua orendroit tout seul arme hors de ce chastel mes il noꝰ dist quil reuẽdroittantost	257
356	qu' il revendroit tantost; n' onques		
357|358	por nul pooir ne volt soffrir|que nus de nos alast avec lui	ne onques ne uolt souffrir q̃ nul allast auec luy	258
359	—		
360|361	Quel part s' en ala il|? fet ele	si a prins sõ cheml uers ce bochel	259
362|363	— Dame font il vers cel boschel|— Or tost fet ele montés alés aprés lui	Mi tost dyt la dame montes sy alles apprez lup	260
364	si le nos ramenés	et le ramenes arriere	261
365|366	Lors sont monté li X|chevalier	Lois montent tous les cheualiers	262
367|368	et vienent jusqu' al boschel|si le cerchent amont	et uiennẽt iusques au bochel	263
369|370	et aval mes del chevalier ne pueent riens trover|si en sont molt irié	et le cher cent amõt	264
371	et dolent	⁊ aual	265
372	et mandent a lor dame		
373	qu' il ne le pueent trover	mais ne le peuẽt trouuer	266
374	En non Dieu fet ele ensi ne remandra il pas	Eu nõ dieu fait elle il ne demoura pas aisp	267
375	Si monte	si monte elle	268
376	et tote sa maisnie	et sa mesgnie	269
377	et commande a cerchier le bois de totes pars	⁊ cõmencent a cher cer le bochel de toutes pars	270
378|379	et il en font son commandement|Mais tot ce ne lor valt riens	et prie aulx cheua liers quil z le chersacent mes ce ne leur ualust ciẽs	271
380	kar il n'em puent avoir nul asenement a	car ilz ne porẽt ouyt nulle uraie ẽseigne	272
381	Quant ele vit ce	Quãt elle uoit ce	273
382	si s' en retorne en son chastel dolente	si sen retoure en son chastel dollente	274
383	et corociee	et courroucee	275
384|385	et conte a cele de Honguefort comment ses ostes s' en estoit alez|puis demande a cels de laiens Bials seignors	et compte a celle de hõ guesford cõment son hoste sen est alle puys de mande a ceulx de leans	276
386	quant s' em parti il — Par foi dame font il	Beaux seigneurs quãt sen parti il|par ma foy	277|278
387	si tost com il vos en vit aler	si tost|que uous feustes partie	279|280
388|389	et dist|qu' il revendroit tost	et dist quil reuendroit tantost	281
390	— Par foi fet ele gabez nos a	par ma foy dist la dame il noꝰ a gabes	282
391	Lors demanda cele de Honguefort quels armes il portoit	Cors demande celle de honguesford quelles armes il portoit	283
392	et ele li devise	et elle luy deuise	284
393	En non Dieu fet ele je te trovai hui matin a l' entree d' une forest mes il ne portoit mie tel escu com cil	Eu nom dieu fait elle ie le trouuay huy matin a lentree de une forest|mes il ne portoit mye telles armes cõe celuy	285|286
394|395	que je quier|	que ie quiers	287
396	et je vos di al mien cuidier	belle cousine fait celle de leans il les peult biẽ auoir chãgiez ct ie cuide bien a mon aduiz	288
397	que ce est cil	que cest celuy	289
398	que vos querez :	que uous	290
399	si vos prie	que res sy uous prie	291
400	que vos me laissiés o vos aler	que me lessiez aller auecques uous	292
401	tant que trové l' aions	tant que laurõs trouue	293
402	et lors savrai l' acheison		
403|404	por quoi il laissa mon ostel a tel ore|— Il m' est molt bel fet cele de Honguefort	Il mest monlt bel dyt celle de hon guesfoit q̃ uous uiẽgnies aucc mop	294
405	que vos i viegniés		
406	puis qu' il vos plest	puis qu il uous plaist	295
407	Ensi remistrent la nuit laiens	ainsi demeu rent la nuyt leans	296
408|409	et al matin|si tost com eles ! virent le jor	et au matin quãt ilz uirẽt le iour	297
410|411	si leverent|et se partirent del chastel	si sen partirent du chastel	298
412	et entrerent en la queste de lor chevalier	et entrerent en la queste de leur cheualier	299
413	Mais or laisse atant li contes a parler d' eles	Orlessons maĩ tenant le compte de boors	300
414	et de Boort	et des deux dames	301
415|416	et retorne a parler de Lancelot la ou il est entrez en la forest de Sarpenic|si com li contes a devise ariers	et retourons aparler de lancel ot du lacle q̃l est entre en la forest de fa sapine	302
417|418	XLIX|Or dist li contes	E ꝯmment lancelot emporta le corps de gatlehaut	303
419|420	qu' il fist grant chaut le jor|que Lancelos entra en la forest de Sarpenic	que plusieurs cheualiers gardoient:	304
421|422	et por ce ne remest il mie|qu' il ne chevalchast jusqu' à none;	et comment il rescouist la seur de mel eagãt	305
423	si li avint ensi	que len uouloit ardrie iiii	306
424|425	qu' il n' encontra home ne feme jusqu' al vespre;|mais lors sans faille	xx	307
426	si com il dut issir de ta	xiiii	308
427|428	forest|qui tot le jor li ot duré encontra une damoisele	rãt chault fist dit le cõpie le iour q̃ lancelot fut entre en la sapinoie	309
429|430	qui molt faisoit grant duel|et chevalchoit I	⁊ pour ce ne demoura il pas quil ne heu auchast iusq̃s a uespres sans rẽcõtrer hõ me ne fẽme	310
431|432	palefroi noir a molt riehe lorain|et a molt cointe sele de l'oevre d' Engleterre	Sicomme il deust issir dela forest il rencontra une damoiselle grant deul faisant montee sur ung coincte pallefrop	311
433	Il salue la damoisele	Il sal ue la damoiselle	312
434	et ele lui	⁊ lui dit	313
435	Damoisele fet il		
436	kar me dites s' il vos plest		
437|438	por quoi vos plorés|Ial — Certes sire fet ele se je i' cuidoie avoir preu je le vos diroie	Dame dictes me y pour quoy uous plourez sil uous plaist Certes sire se ie y cuidoie auoir prouffit ieuoꝰ le diroie	314
439	— Damage fet il ll' i avrez vos ja se Dieu plest	Dõmage sait il ny aurez uous ia se die u plaist	315
440	mais dites le moi par covent que se je vos	car se ie uous	316
441	puis aidier a vos esleecier je vos aiderai a mon pooir	puis aider ie uoꝰ aideray a esclercir uostre cueur a mon pouoir	317
442|443	— En non Dieu sire fet ele|donc le vos dirai je	E ar dieu sire dõc fait elle le uous dicay ie	318
444	ll est voirs		
445|446	que Meleagans li fiz al roi Baldemagu ala a la cort le roi Artu|por la roine Genievre conquerre s' il peust;	Il fut uoit q̃ meleagant le filz du roy bademagus alla a la court du roy artus pouc la royne genieure conquerre	319
447	et endementiers fist tant une damoisele		
448	qui estoit		
449	? sa suer		
450|451	qu' ele geta Lancelot d' une tor ou Meleagans l' avoit mis en prison ne sai|por quoi	En dementiers fist tãt une damoisesse qͥ sa seur estoit q̃ elle iecta lan celot hors de prison de une tour la ou illauoit mis	320
452|453	Quant ele l' ot delivré|si le tint avec li tant	Quantelleleust deliure elle le tint auec clletãt qͥl sut g ary:	321
454|455	qu' il fu garis|kar molt avoit eu mesaise en la prison	⁊ moult y auoit eu mesai se	322
456	et puis l' envoia a la cort le roi Artu ou il ocist Meleagan ce savons nos or bien	⁊ puis lẽuoia a la court du roy artus la ou il occist meleagant	323
457	Mais si tost com li parent sorent		
458	qu' ele avoit Lancelot osté de la prison		
459	si distrent	mais tantost	324
460	qu' ele l' avoit fait		
461	por Meleagan ocirre;		
462	si le pristrent a force		
463|464	et l' acheisonerent de sa mort|et distrent que s' ele ne trovoit	que ses parens sceurent q̃ elle auoit iecte lancelot hors de prison ilz la occuperẽt dela mort de meleagãt	325
465	qui l' en desfendist		
466|467	qu'il feroient de lui justice|si grant com l' en doit fere de cele	⁊ fut dit q̃ se elle ne trouuoit qͥla deffendist q̃ len feroit de elle telle iustice q̃ len deuoit faire de femme	326
468	qui son frere ocist	qui sonfrere auoit occis	327
469|470	Et ele dist|qu' ele troveroit bien	Et elle dit q̃ elle trouueroit bien	328
471	qui la desfendroit:	qui len deffendroit	329
