90	e quando vido a boores començo le a dar boçes	et la ou il uoit behort|si li est terre	91|92
91	e a deçir don cauallero a dexar vos conuiene la donzella	Laissiez dans cheualiers la damoisele	93
92	ca la non lleuaredes	que uos nen meneroie	94
93	e porla my cabeza ental Punto la acorristes	et par mon chief mar la rescousites	95
94	e luego se dexaron correr el vno contra el otro	Si li acort quanquil puet le glaiue alongnre	96
95	e boores lo firio conla lança	et behors retrait son glaiue del cors au ribaut	97
96	que auia sacado del cuerpo del villano	que il auoit ocis|Si li laisse le cheual	98|99
97	que auia muerto en tal manera	et le fiert	100
98	que dio conel Porlas ancas del cauallo a tierra	si durement quil labat a terre	101
99	asi estordido	si estordi	102
100	que non se pudo leuantar	que cil na pooir de releuer	103
101	asi estaua amorteçido dela cayda	Ains fu pasmes|Car il fu cheus	104|105
102	que las coyunturas del pescuezo tenia quebradas	si uilainnement qua pou quil not la chenole dou col bͥsie	106
103	e boores traxo tantas vezes el cauallo sobre el	et behors li ua a cheual par desus le cors	107
104	Que todo lo quebranto	tant que tout le debrisse	108
105	e la donçella	et lors est la damoisele	109
106	que aquello vido fue muy alegre	si lie	110
107	que mas no lo podia ser	que ele ne puet plus	111
108	e dixo a boores señor agora non auedes aqui deque vos mas guardar	et dit a behort|Sire fait ele nous nauons	112|113
109	ca eneste castillo no auia mas deste cauallero segund cuydo	mais garde ce cuige|Car ie ne cuit quil ait	114|115
110	e agora os dire	mais cheualier laiens plus|que cestui	116|117
111	lo que me preguntastes seguramente Pues deçidmelo dixo boores	Si uus dirai ore seurement ce|que uos me demandates na gaires	118|119
112	asi es dixo la donçella	Dites|dont damoisele fait il	120|121
113	que oy mañana entre mi	SIre fait ele par foi entre moi|et	122|123
114	e vn cauallero	i|cheualier	124|125
115	que hera mi amigo pasamos poreste castillo	qui mes amis estoit|cheuauchiens hui matin parmi cest chastelet illuec	126|127
116	e quando el señor del castillo hermano de	et quant li freres a celui	128
117	aquel que vos derribastes me vido quisome prender afuerça	que uos aues ore abatu: me uit|Si me uot a force prandre	129|130
118	e trabo del freno demi palafren	Car il mauoit moult longuement amee	131
119	e quisome llebar	Si me prist|et me uost mener a force	132|133
120	e me vido mi amigo llebar conbatiose conel tanto quelo mato	si tost comme il me tint au fraing|Mais mes amis se combati a lui	134|135
		tant que il locit	136
121	e quando	et quant ciz	137
122	aquel que alli esta vido asu ermano muerto fiço prender ami amigo a fuerça de gente	que uos ueez ore ci uit son frere mort :|si fist mon ami prandre a force de uilains	138|139
123	e de villanos	et de gent	140
124|125	e matolo en enmienda dela muerte desu hermano|e dixo	Et locit en la uangence de son frere	141
126|127	que demi se vengaria el seguramente|porque fui ocasion dela muerte de su hermano	mais de moi par cui ses freres auoit este ocis dist il quil sen uangeroit sans main mestre	142
128	entonçe fiço tomar aquellos quatro villanos	Si me fist prandre a ses|iiii	143|144
		uilains	145
129	que vos vistes	que uos ueistes	146
130|131	e mandoles|que me matasen en aquel agua	si lor coumanda quil me noiassent	147
132	ca por armas no me queria matar	Car par hommes ne uoeil ge gaie fait il quele morit|Si ⟦cum⟧ amenerent ainsi com uos ueistes ⟦raqrir⟧	148|149
133|134	e ellos me mataran sin falta|si vos porla voluntad de dios	quant uos me ⟦uenistes⟧ secorre par la uolente de dieu	150
135	e porla vuestra no me acorrierades agora vos	et la uostre|Sire fait la damoisele a behort	151|152
136	e contado todo mi acaesçimiento	Or uous ai conte mon errement	153
137|138	como me contesçio|e querria	Si uorroie desormais se uostres ⟦puisses⟧ estoit :	154
139	que me llebasedes a vn mi castil	que uos me menissiez a sauuete en|i	155|156
140	lo que es çerca de aqui	mien chastel|qui est ci pres	157|158
141	si vos plaze de GraDo dixo boores	uolentiers damoisele Sire a|si la prent par le bras	159|160
142	e luego echo su escudo alas espaldas	et la mest deuant lui sur le col de son cheual|Si ageste erranment son escu derier son dos	161|162
143	e tomola Porel braço	Si sen ua cele part ou la damoisele li ensangne|Si cheuaucherent ainsi	163|164
144	e pusola antesi Ensu caballo	tant que ce uint apres midi|et lors uirent deuant aux en lor chemin	165|166
145	e fuese	i|tertre	167|168
146	ansi conella	Ou il auoit	169
147	por do ella lo yria guiando fasta medio dia	i	170
148	Que vieron vn muy fermoso castillo	tres bel chastel|et lors ataignent	171|172
149	e alcançaron dos escuderos ala salida devn monteçil	ii|escuiers	173|174
150	lo que traia cada vno vn corço atroxado trassi	qui issoient dun boschet|et aportoit chascuns uenison trossee douant soi	175|176
151	e desque vieron la donçella desçendieron apie	et quant il uirent la damoisele|qui behort auoit deuant luy	177|178
152	e fueron	si sont dessendu a pie	179
153|154	e fezieron gran alegria conella|como aquella	et li font la plus grant ioie dou monde a cele	180
155	que hera su señora mas mucho se marauillaron	qui leur lige dame estoit|Mais moult se merueillent	181|182
156	porque la vian	quant il la uirent	183
157	ansi venir	si plorer	184
158	e preguntaronla	et plus de son ami|que il ne uerent pas mandent	185|186
159	que auia	que ele a	187
160	e ella les conto	et ele lor dit|et conte coment ueuir auecques li	188|189
161	como su amigo hera muerto	Si li en quierent|et de ses amis auoit este ocis	190|191
162	e dixo yo mesma fuera muerta sino fuera	au chastel ou il trespasoient|Sire meismes fait ele eusse este morte : Ce ne fust ciz frans cheualiers ci	192|193
163	por aqueste buen cauallero	qui par sa debonairete	194
164	que me libro	et par sa franchisse marescosse des mains a mes anemis	195
165|166	e se metio en peligro de muerte|Por me librar	et se mist en peril de mort por moi sauuer	196
167	e luego destroçaron el vn corço	et se ne lauoie ie pas deserui|et diex doint	197|198
168	e pusieronlo enel Palafren	que ie li puisse guerredoner|Lors conseille maintenant la damoisele a	199|200
169	e ymbiaronlo al castillo conel vn escudero	i|des escuiers	201|202
170	e pusieron ala donçella enel otro	et il destrore maintenant sa uenisson	203
171	e fueronse contrael castillo	et la baille a lautre por portee	204
172	quanto podian	Si sen ua uers le chastel Quanque il puet de roncin traire	205
173|174	e boores pregunto ala donçella|como auia nombre el castillo	et behors demande a la damoisele comment li chastiax auoit non ou ses amis	206
175	Do su amigo auian muerto señor dixo ella el a nombre Galdon	auoit este ocis|Sire fait ele il a non Galedon	207|208
176|177	e el agua|que pasastes galide	et leue par ou uos pasates a non banllete	209
178	Asi fueron fablando fasta el castillo	Ainsi parole|tant que il sont uenu ducau chastel	210|211
179	Que hera muy fuerte	Sire uoit behort moult bel	212
180	e muy bien asentado	et moult bien sains	213
181	e desque fueron entrados enel castillo	et quant il ont monte le tertre	214
182|183	luego vinieron contraellos muchas danças|e corros de Dueñas	si uoient issir de laiens dames	215
184	e de donçellas	et damoiseles gñt plante|dont les unes dancent	216|217
185	e otros dançaban	et les autre ⟦	218
186	e bailauan	⟧|et ⟦lulent⟧	219|220
187|188	e otros jugauan|e façian juegos de muchas maneras	et les autre iouent de diuers gex	221
189	e todos andauan vestidos muy Ricamente	si estoient totes acemees|et moult richement uestues	222|223
190	entonçe vinieron contraellos mas de diez caualleros faziendo muy gran [	et auec elles uenoient cheualier iusqua|xx	224|225
191	]	qui moult fassoient gnnt ioe	226
192	e deçian todos avna voz vien venga el mejor cauallero	et quant il uoient bohort|si crient tuit encontre lui bien uiengne li sires	227|228
193	que anuestra señora libro de muerte	qui nostre dame a deliuree de mort	229
194	e libro anos denuestros enemigos	et rescousse des mains a ses anemis	230
195	entonçe los desçendieron a muy gran gozo	et lors font dessendre lor dame|et lui auec	231|232
196	e alegria façiendo con boores	Si ne uos porroit nus comper la ioie	233
197	asi que el se marauillaua ende mucho	qui li fu faite|A tel ioie	234|235
198	e las Mesas fueron puestas	et a tal faite en mainnent behort	236
199	e asentaronse a comer	ducau palais dou chastel|Si le font desarmer uossist ou non	237|238
200	ca mucho lo auian menester	et il le fait moult enuiz	239
201	e desque ovieron comido la donçella le pregunto	Car il nestoit mie eure ne tans de h̾bregier	240
202	e dixo le señor	ensi remest laiens	241
203	si vos pluguiere querria saber vuestro nombre	si li firont grant ioie|et li un	242|243
204	porque sepa dezir quien me fiço tanto bien donçella dixo boores yo he nombre boores el deseredado	et li autre|Et quant il orrent mengie: la damoisele demande comment il auoit non	244|245
205	e vos donzella dixo el	etil li dit	246
206|207	como auedes nombre señor dixo la donçella yo he nombre velniña de glaçendo|que asi a nombre el castillo enque estamos Ellos	et uos comment fait il damoisele Sire fait ele iai non uenyne de glocedras ainsis a non li chastias ou nos somes A ses paroles	247
208	ansi fablando llego vn escudero porla puerta	que il dissoient euousa|escuer	248|249
209	e finco los ynojos ante la donçella	qui laiens entre|et sa genoille deuant la damoisele	250|251
210	e dixole señora la donçella de hongeforte vos ymbia a saludar	Dame fait il madame la damoisele De honguefort uostre cousine uous salue	252
211	e ymbiavos deçir	Et uous mande	253
212	que esta noche ven conbusco albergar	que ele uient herbregrer o uus|Et quant cele lentant	254|255
		si saut sus	256
213	e quando la donçella esto oyo fue muy alegre	si lie|et si ioeuse con ele puet plus	257|258
214	e pregunto al escudero	et demande au uarlet ou ele est	259
215	do era señora dixo el escudero yo la dexe a media legua de aqui	Dame fait il a mains de demi lieu pres de ci|et ele fait maintenant sa sele mestre	260|261
216	e la donçella mando	et dit|que ele ira encontre	262|263
217	luego ensillar	Si monte	264
218	e fuese con seis caualleros ala rreçebir	et mai̾na|ui cheualiers auecques li	265|266
		et	267
219	e dexo a boores con quatro caualleros porle fazer conpaña	iiii|en laisse por faire compangnie a behort	268|269
		si se part de laiens	270
		entre li	271
		et sec cheualiers	272
220	e quando boores sopo quela donçella de ongeforte venia no sabia	Mais behort|qui les noueles ot oiez de cele de honguefort ne set	273|274
221	que façer	que faire	275
222	ca no queria aquelo conoçiese	Car cil remaint laiens il ne puet estre|que len ne le quenoisse	276|277
223	si pudiese ser	et si ne uodroit ce por rien|Si se pance longuement ace	278|279
224	e penso	et se dresce en estant a ce|et demande ses armes	280|281
225	asi enesto mucho	tost|et inel	282|283
226	e a cabo de Pieça demando sus armas señor dixeron los caualleros	Sire font cil|qui auec lui estoient quen uoles uos faire	284|285
227	que conel estauan	Ie men ueil fait il aler	286
228	que para	i pou esbare iusqua cele forest|et reuandrai orendroit	287|288
229	que las queria yo me Quiero armar dixo boores Porme yr a solazar a aquel montezillo	et cil|qui nosent son Ꝯmandement escondire Li aportent	289|290
230	e luego me tornare	et il les prant|et quant il est armes	291|292
231	e ellos no osaron su voluntad contradeçir	si se part de laiens par la poterne par deuers|i	293|294
232	e truxeronselas	bochet|si ne uoet	295|296
		que nus li face compongnie	297
233	e el se armo	et|quant il est i po eslongniez dou chastel	298|299
		si torne a destre par deuers une forest haute	300
234	e desque fue armado salio porvn postigo	et espesce|et sen ua au ferir des esperons	301|302
235	que estaua contrael monteçillo	Si se fiert en la forest	303
236|237	e no quiso|que fuese conel ninguno	et erre tantquil li anuitie	304
238|239	e desque fue vn poco alongado Metiose porvna floresta|que vido muy espesa	et lors escoute	305
240	quanto el cauallo lo pudo lleuar	si oit une cloche soner	306
241|242	e el|ansi yendo oyo vna canpana tañer	et il seit bien	307
243	e luego cuido quela tañian en alguna hermita	que cest hermitages|si se torne cele part	308|309
244	e el fue alla	et descent a luis	310
245	e desque llego ala hermita llamo fastaque el hermitaño le vino a abrir	et apele	311
246|247	e acogiolo|porque vido	et li ermites li ouure	312
248	que hera cauallero andante	et le resoit a mout bele chiere	313
249	e el mesmo lo ayudo a desarmar	et le desarme il meismes	314
250	e desque lo ovo desarmado cogio dela yerua Parael cauallo	et puis ua cuillir de lerbe il meismes por le cheual	315
251	Ansi finco enla hermita	et por faire lit au cheualier Ainsi est bohort retrais chies lermite|et la damoisele de glocdon cheuauche	316|317
252	e la donçella de glaçedon andubo tanto fastaque encontro ala señora de ongeforte	quant ele fu partie de son chastel|tant que ele encontre la damoiselle de honguefort	318|319
253	e ellas se saluaron	si sentre saluent	320
254	e la donzella De glazedon se marauillo mucho	mais moult ce merueille la damoisele de glocedun	321
255|256	quando vido|asi venir asu parienta	quant ele voit sa cosine	322
257	e a todas su conpaña	si atornee|et tote sa mainiee ausi	323|324
258	e preguntaronle la Razon	Si li a demande lacoison	325
259	porque hera aquello	et cele len conte la uerite de chief en chief|et dit	326|327
260	asi e la donzella de ongeforte selo conto todo de cabo a cabo Como le contesçio conel cauallero	que iamais ne finera derrer|tant que ele ait le cheualier troue	328|329
261	e mi buena parienta bien sabed	et bien sachiez bele cosine	330
262	que el es el mas fermoso cauallero	que cest li muxdres cheualiers	331
263	que nunca vi	et li plus biax dou monde	332
264|265	e nunca quedare de andar|asi fasta quelo falle	et si est encore iones enfes	333
266	ca sabed	Si ai tel duel	334
267	que el es el mejor cauallero Del mundo	quant ie mamenbre de la uilenie	335
268	e mas cortes	que ie li fis: ca pou Li cuers ne me part|En non dieu bele cosine fait cele de glocedun	336|337
269	e es muy niño	Si uos auint bele auanture: il ne mest pas hui auenue mains bele	338
270	e quando me mienbro dela descortesia	Si li conte coument il li est auenu	339
271	e dela villania	et dit	340
272|273	que contrael fiz el corazon seme quiere quebrar enel cuerpo Pardios mi buena parienta dixo la dueña de glozendo mucho vos a acasesçido buena ventura|e ami non a venido menor	que ele a le cheualier herbregre	341
274	e luego le conto	et bien sachiez	342
275	como auia acaesçido conel Cauallero	que cest li plus biax cheualiers	343
276	que conella albergara mas bien sabed	que ie onques ueisse	344
277	que es el mas fermoso cauallero	et iosnes durement	345
278	Que Nunca vi	Si li deuisse sa fason	346
279	e es muy mançebo	et son grant	347
280	e luego le conto las façiones del tanto quela dueña de ongeforte entendio	et sa mesure|Tant que a cele de honguefort est auis	348|349
281	que hera el cauallero	que ce est cil	350
282	que ella andaua buscando	que ele quiert	351
283	e mucho sele tardaua delo ver	si li tarde moult quele le uoie	352
284	asi fueron ental manera fablando	ainsi cheuauchent	353
285	Que llegaron al castillo	tant que au chastel sont uenues	354
286	e rresçibieron todos ala donçella de ongeforte muy honrradamente	Si dessandent la damoisele de honguesfort moult honorablement	355
287	e fizieron gran gozo conella	et moult font grant ioie de li	356
288|289	e la donçella del castillo pregunto|luego porsu huesped	et lors sont montees el palais amont	357
290	Por buena fee dixeron los caualleros	Si demande cele de laiens ou ses ostes est	358
291|292	que auian fincado conel tomo sus armas|e fuese a deportar a aquel montezillo mas	par foi font cil cheualier il sen ua maintenant tous armes fors de cest chastel	359
293	luego dixo	mais il nous dit	360
294	que se vernia Mas nunca	que il reuanroit tantost	361
295|296	por alguna manera Podimos|que nos sufriese	ne onques por nul pooir ne uost souffrir	362
297	que fuesemos conel a qual parte fue dixo la donçella del castillo aquel montezillo dixeron ellos	que nus alast auec lui|que part sen ua il fait ele Dame font il uers cest bochet	363|364
298	e luego mando alos diez caualleros quelo fuesen alla a buscar	Or tost montes illec apres	365
299	e ellos lo fiçieron	si le nous ramenez	366
300	ansi ca anduuieron todo el mon teçillo arriba	Loes sont monte|x	367|368
301	e ayuso Mas nunca lo pudieron fallar	cheualier|et uiennent iuscau bochet	369|370
302	e tornaron	si le serchent amont	371
303	e contaronselo	et aual|mais del cheualier ne pueent point trouer	372|373
304	ansi asu señora Pordios dixo la donçella ni poresto no fincara	En non dieu fait ele ainsi ne remandra il pas|si mente ele	374|375
305	e luego Caualgo con toda su conpaña	et coure sa mainie|et comande a cenhier le bois de toutes pars	376|377
306	e fuese Al montezillo	Et il font son commandement	378
307	e fizolo çercar de todas partes mas nunca lo pudieron fallar	Mais tout ce ne lor uaut rien|Car il ne pueent trouer nul a lanement dou monde	379|380
308	e quando ella aquello vido tornose asu castillo muy triste	Quant ele uoit ce:	381
309	e muy sañuda	si en retorne en son chastels	382
310|311	e contolo|ansi ala donzella de hongeforte Como su huesped hera ydo	et conte a cele de honguefort comment ses ost en est alez	383
312	e la donzella les pregunto	et puis demande a ciax de laiens oiez signor	384
313	quando se fue Pordios buena señora	quant sen ala il|Par foi dame	385|386
314	luego que vos de aqui partistes Mas dixonos	si tost con il uous en uit aler	387
315|316	que luego venia|Por buena fee dixo ella bien nos a engañado	et dit quil reuandroit tost par foi signor gabe nos A	388
317	Que armas traia dixo la donçella de hongeforte	Et lors demanda cele de honguefort ques armes il a|et cele li deuise	389|390
318	e la donçella selas deuiso Pordios dixo ella yo lo falle oy demañana envna floresta mas no traia el tales armas Como	En non dieu fait Se ioe lencontrai hui matin a lantree dune forest|mais il ne portoit mie tel escu	391|392
319	aquel que yo ando buscando Buena Parienta dixo la donçella del castillo el las puede auer bien trocado	comme cil|que ie quier bele cousine fait cele de Iaiens il le puet bien auoir changie	393|394
320	e yo vos digo ami cuidar	puis et ie uos di au mien cuidier	395
321	Que este es	que cest ciz	396
322	el que bos buscades	que uus querez	397
323	e Ruego vos	Si uous pri	398
324	que me dexedes convos yr fasta Quelo fallemos	que uous me laissiez a uos Aler	399
325	e sepa la rrazon	tant que troue laions	400
326	Porque se fue demi castillo ental manera Mucho me Plaze dixo la donzella de ongeforte	et lors saurai locoson por coi il a laisier mon ostel a tel eure|il met moult bel fait cele de hongefort	401|402
327	Que vengades Pues vos plaze	que uous i uangnerez de|que il uos plait	403|404
		Ainsi remesent laiens la nuit	405
328	ansi fincaron toda aquella noche enla mañana tanto Como fue de dia se leuantaron	et au matin|si tost comme eles uirent le ior: se leuerent	406|407
329	e fueronse del castillo enla demanda del buen cauallero Agora dexa el cuento de fablar dellas	et se partirent del chastel|Si entrent en la quese de lor cheualier	408|409
		mais or laisse li contes a parler atant deles	410
330	e de boores	et de behort	411
331	e torna A Lançarote	et retorne a parler de lancelot	412
332|333	Que entro enla floresta Serpentina|Asi como el cuento lo a deuisado Dize el cuento	la ou il est entrer en la forest de sarpenic GRant chaut cedit li contes fist le ior	413
334	que gran calentura façia el dia	que lancelot	414
335	que lançarote entro enla floresta mas poreso no finco	entra en la foret de sarpenic|et por ce ne remest il pas	415|416
336	que el no andubiese todo el dia fasta nona	que lancelot ne cheuanchast iusques a none	417
337	que no encontro ome ni muger mas a hora de visperas sin falta	Si auint quil nancontra home ne fame iuscau uespre|mais lors sans faille	418|419
338	quando queria salir dela floresta	Si comme il dut issir de la forest	420
339	que todo el dia le auia durado encontro vna donzella	qui tote ior li ot dure|Si encontra une damoisele	421|422
340	que mucho façia gran duelo	qui moult faissoit grant duel	423
341|342	e andaua envn palafren morçil|lo que traia vna muy Rica silla y freno	et cheuauchoit	424
343|344	e el saluo la donçella|e ella ael donzella dixo lançarote deçidme	i	425
345|346	porque llorades|si vos plaze çierto dixo la donçella	palefroi noir a moult riche lomin	426
347	si yo supiese	et a moult riche cele de lueure dangeterre	427
348|349	que me vernia Prouecho enello yo voslo diria muy de grado çierto dixo donçella enmelo deçir no aueredes vos daño|si auos pluguiere	Il salue la damoisele	428
350	e vos dezidmelo	et ele autresi lui	429
351	por conuenençia	Damoisele fait lancelot	430
352	que vos ayude yo a todo mi Poder en todas las cosas	car me dites ore ce il uos plait	431
353	que hubieredes menester	que uos auez	432
354|355	e espeçialmente enesta|por que vos llorades	et por coi uus plorez	433
356|357	Ca yo porne enello el mejor Remedio|que puede ser	Certes sire fait ele se ie i cuidoie auoir preu ie le uos diroie	434
358|359	si es cosa|que vos pueda ayudar Enel nombre de dios dixo la donçella	Damage fait il ni aurez uos ia se dieu plait	435
360|361	pues vos os afincades tanto|que vos diga enque manera es	Mais dites le moi par couant	436
362	e que cosa es lo	que ie uos en aiderai a eslaicier|a mon paoir ce ie uos en	437|438
		puis aidier	439
363	porque yo lloro yo voslo dire	En non dieu sire fait ele|dont ie uos dirai ge	440|441
364	asi es	Il est uoirs	442
365	que fiço tanto vna donçella	que meleagant li fiz le roi bademagu ala oan a la cort le roi artu|Por la roine reconquerre ce il peust	443|444
366	Que hera hermana de Meliangas	et andementiers fist tant une damoisele	445
367	que saco dela prision a lançarote quelo tenia envna torre Meliangas no sabia	qui estoit suers meleagan:|que ele ieta lancelot dune tor ou meleagans lauoit mis en prison	446|447
368	porque e	et puis lenuoia a la cort le roi artu ou il ocit|meleagant ci sauons nos ore bien	448|449
369	quando el fue libre ella lo tubo en su poder fastaque fue guarido	mais si tost com cil parent sorrent	450
370	ca mucho auia enpeorado dela prision	que ele auoit iete lancelotde prison;	451
371	e des	si dirrent	452
372|373	que fue guarido fuese ala corte del Rey Artur|e Mato alla a meliangas segund cuido	que ele lauoit fait por mes	453
374|375	que oystes mas tan ayna|como sus parientes lo supieron	ocirre	454
376|377	que ella auia hechado dela prision a lançarote Dixeron quelo auia fecho|por amor de Meliangas delo matar	Si la prissent a force	455
378|379	e tomaronla afuerça|e pusieronla en prision	et locoisonent de sa mort	456
380	e dixeron	et dirent	457
381	que si no fallare quien la defender de aquesto	que cele ne trouoit	458
382	que farian della grand justiçia Como deuen de fazer de muger	qui la desfandit quil feroient de li iustice tele con len deuoit faire de fame	459
383	que asu hermano auia muerto	qui son frere ocist	460
384	e ella dixo	et ele dist	461
385	que bien fallaria quien la defendiese	que le troueroit bien|qui la desfanderoit	462|463
386	e luego pusieronle dia señalado Parase defender	Si mist ior damener|i	464|465
387	Por cauallero	cheualier por li desfandre	466
388	e ella ymbio a buscar	Si cest	467
389	por muchos lugares quien le defendiese mas nunca a podido fallar Cauallero	puis porchacie en plusors lieus|mais onques ne troua cheualier	468|469
390	que armas quiera tomar contra aquel Cauallero	qui ses armes en ossast prandre encontre celui	470
391	que deste pleito la a Reptado	qui apelee len auoit	471
392	e el Plazo se cumple Mañana ental manera	Or|si est tant la chose alee	472|473
393	que si fasta ora de terçia no falla defensor tomaran della	que li iors fu A termines a hui|Si ne trueue la pucele nul desfandeor	474|475
394	luego vengança	et por ce dient|et li un	476|477
395	e la vengança sera tal	et li autre|que ele est atainte dou meffait :	478|479
396	que la Quemaran	que len li met sus	480
397	e poresto lloro yo	Si lont iugie ce mest uis le matin a ardoir|et por ce quil men menbroit ore ploroie ge	481|482
398	asi tan fuertemente	si durement	483
