66	e si el caballo tan bueno no fuera sin dubda el moriera enel agua	Et se li cheuaus ne fust|si boins noie fussent ambedui Car li cheualiers estoit pesans pour lez armes quil auoit uestues	72|73
67	e boores porel peso delas armas	si en fu moult en peril|uant bohors ot passe laigue pour la damfolisele secorre ainsi	74|75
68	que llebaua	que vous poes oir	76
69	e desque fue dela otra Parte del agua dexo se correr aquel	si ne descendi mie ains cort sus a chiaus	77
70	los que la donçella tenian	qui la damoisele tenoient	78
71|72	e firio al primero|que encontro en tal manera	si fiert le premier quil encontre	79
73	que le metio la lança porel cuerpo	si durement quil li met le glaiue parmi le cors|si labat a la terre	80|81
74	e los otros dos	Et li autre senfuient pour chou	82
75	que aquello vieron fuyeron	que desarme estoient	83
76	luego por miedo de no ser muertos	Et la damoisele	84
77	ca todos estauan desarmados	qui deliure se uoit	85
78	e la donçella desque aquello vido finco los ynojos ante boores	se met maintenant a genouls deuant bohort	86
79	e dixo ay jentil cauallero vendito seades de dios	et dist|ha: gentiex cheualiers de dies oess vous beneois	87|88
80	que asi me librastes de muerte	quar vous maues de mort rescousse	89
81	e bendito sea dios	Et aoures en soit diex	90
82	que aqui vos traxo	quant il ceste part vous amena	91
83	que estos villanos me hubieran muerto	Car cist glouton meussent morte se vous ne fuissies	92
84	si por vos no fuera donçella dixo boores	Damoisele ce dist bohors pourcoi vous voloient il mal faire Sire fait elle iou le vous dirai bien	93
85	Por que señor dixo ella yo vos lo dire mas ante conuiene	mais que vous maies mise a sauuete Comment fait il aues vous encore paour	94
86	que non aya miedo de ninguno Donzella dixo boores de quien auedes miedo señor dixo ella del señor del castillo	Sire fait elle ia asseuree ne serai|tant que iou y sache le seignor del chastel :	95|96
87	ca es el mas follon omne de todo el mundo	quar cest li plus fel cheualiers del monde	97
88	e mas cruel Ellos	et li plus desloiaus|ches paroles voient	98|99
89	asi fablando vieron salir del castillo vn caballero	j|cheualier issir du castel	100|101
90	e quando vido a boores començo le a dar boçes	Et la ou il voit bohors	102
91	e a deçir don cauallero a dexar vos conuiene la donzella	si li escrie dans cheualiers laissies ester la damoisele	103
92	ca la non lleuaredes	quar vous ne lenmenrois pas	104
93	e porla my cabeza ental Punto la acorristes	et par mon chief mar le rescousistes	105
94	e luego se dexaron correr el vno contra el otro	quar vous le comperres se iou|puis moult chier	106|107
95	e boores lo firio conla lança	Et quant bohors lentent	108
96	que auia sacado del cuerpo del villano	si point vers lui quanque il pot del cheual traire le glaiue alongie quil auoit trait del cors a celui quil auoit ochis	109
97	que auia muerto en tal manera	Si fiert celui	110
98|99	que dio conel Porlas ancas del cauallo a tierra|asi estordido	si durement quil labat a terre	111
100	que non se pudo leuantar	si estordi quil not pooir de lui releuer|Ains iut illueques tous pasmes	112|113
101	asi estaua amorteçido dela cayda	quar il cai|si felenessement	114|115
102	que las coyunturas del pescuezo tenia quebradas	que a poi|que la canoele del col ne li est brisie	116|117
103	e boores traxo tantas vezes el cauallo sobre el	Et bohors li uait tout a cheual par desus le cors	118
104	Que todo lo quebranto	Si que tout le debrise	119
105	e la donçella	Et lors est la damoisele	120
106	que aquello vido fue muy alegre	si lie	121
107	que mas no lo podia ser	que plus ne puet	122
108	e dixo a boores señor agora non auedes aqui deque vos mas guardar	Si dist a bohort sire nous nauons hui mes garde	123
109	ca eneste castillo no auia mas deste cauallero segund cuydo	Car iou quit quil ni a plus de cheualiers laiens|que cestui	124|125
110	e agora os dire	Si vous dirai ce	126
111	lo que me preguntastes seguramente Pues deçidmelo dixo boores	que vous me denmandastes|ore le me dites	127|128
112	asi es dixo la donçella	dont fait bohors	129
113	que oy mañana entre mi	Par foy sire fait elle entre moi et	130
114	e vn cauallero	i|cheualier	131|132
115	que hera mi amigo pasamos poreste castillo	qui mes amis estoit cheualchiemes parmi chest chastel	133
116	e quando el señor del castillo hermano de	Et quant li freres a celui	134
117	aquel que vos derribastes me vido quisome prender afuerça	qui vous aues abatu me uit|si me volt auoir	135|136
118	e trabo del freno demi palafren	et prendre par force|quar il mauoit lonc tamps amee	137|138
119	e quisome llebar	Si me prist au frain	139
120	e me vido mi amigo llebar conbatiose conel tanto quelo mato	et men volt mener a force|Mais mes anis se combati a lui tant quil locist	140|141
121	e quando	Et quant chils cheualiers	142
122	aquel que alli esta vido asu ermano muerto fiço prender ami amigo a fuerça de gente	que vous uees chi vit son frere mort|si fist mon ami prendre par force de vilains	143|144
123|124	e de villanos|e matolo en enmienda dela muerte desu hermano	et locist por uengance de son frere quil auoit ochis	145
125|126	e dixo|que demi se vengaria el seguramente	Et dist quil se vengeroit de moi sans main metre	146
127	porque fui ocasion dela muerte de su hermano	et me fist tantost prendre a ches|iiij	147|148
128	entonçe fiço tomar aquellos quatro villanos	ribaus	149
129	que vos vistes	que vous ueistes ore	150
130|131	e mandoles|que me matasen en aquel agua	et lor commanda quil me noiassent	151
132	ca por armas no me queria matar	Car par armes dist il ne voeil iou mie	152
133	e ellos me mataran sin falta	que elle muire|Si me menoient ensi com vous ueistes por noier	153|154
134	si vos porla voluntad de dios	quant vous me uenistes rescorre par la volente de dieu	155
135	e porla vuestra no me acorrierades agora vos	et la vostre	156
136	e contado todo mi acaesçimiento	vous ai conte mon errement	157
137|138	como me contesçio|e querria	si volroie se vostre volentes y estoit	158
139	que me llebasedes a vn mi castil	que vous me metissies a sauuete|En vn mien castel	159|160
140	lo que es çerca de aqui	qui est pres de chi	161
141	si vos plaze de GraDo dixo boores	volentiers fait il|et il le prent maintenant par les bras	162|163
142	e luego echo su escudo alas espaldas	et le met sor le col de son cheual|et met son escu derriere son dos	164|165
143	e tomola Porel braço	si sen torne cele part ou la damoisele lenseigne|Tant que chou vint apres miedi	166|167
144	e pusola antesi Ensu caballo	que il virent deuant euls vn moult bel castel	168
145|146	e fuese|ansi conella	Et lors ataingnent	169
147|148	por do ella lo yria guiando fasta medio dia|Que vieron vn muy fermoso castillo	ij	170
149	e alcançaron dos escuderos ala salida devn monteçil	escuiers a lentree dun boskel	171
150	lo que traia cada vno vn corço atroxado trassi	et portoit cascuns venison torsee derriere lui	172
151	e desque vieron la donçella desçendieron apie	Et quant il voient la damfolisele|si descendent a pie	173|174
152	e fueron	et li font	175
153|154	e fezieron gran alegria conella|como aquella	si grant ioie comme a celui	176
155	que hera su señora mas mucho se marauillaron	qui lor dame estoit	177
156|157	porque la vian|ansi venir	mais moult sesmerueillent de ce quil la voient plorer	178
158	e preguntaronla	si li demandent	179
159	que auia	que elle a	180
160|161	e ella les conto|como su amigo hera muerto	Et elle lor conte comment sez amis auoit este ochis	181
162	e dixo yo mesma fuera muerta sino fuera	et iou meisme eusse este ochise|se ne fust cils frans cheualiers	182|183
163|164	por aqueste buen cauallero|que me libro	qui par Sa debonairete ma rescousse	184
165|166	e se metio en peligro de muerte|Por me librar	et se mist en peril de mort pour moi sauuer	185
167	e luego destroçaron el vn corço	Et lors conseilla elle a	186
168	e pusieronlo enel Palafren	j	187
169	e ymbiaronlo al castillo conel vn escudero	de ses escuiers|Et cil destorse tout maintenant sa venison	188|189
170	e pusieron ala donçella enel otro	et le baille a porter a son compaignon	190
171|172	e fueronse contrael castillo|quanto podian	& sen vait vers le castel quanque il pot del ronchi traire	191
173|174	e boores pregunto ala donçella|como auia nombre el castillo	Et bohors demande a la damoisele comment li castiaus auoit non ou ses amis auoit este ochis	192
175	Do su amigo auian muerto señor dixo ella el a nombre Galdon	Sire fait elle il a a non Galdon:	193
176|177	e el agua|que pasastes galide	Et laigue ou vous passastes a a non Galide	194
178	Asi fueron fablando fasta el castillo	Ensi sen vont parlant tant quil sont venu pres del chastel	195
179	Que hera muy fuerte	si le voient moult bel|et moult fort	196|197
180	e muy bien asentado	et moult bien seant	198
181	e desque fueron entrados enel castillo	Et quant il furent monte le tertre	199
182	luego vinieron contraellos muchas danças	si voient issir dames	200
183|184	e corros de Dueñas|e de donçellas	& damoiseles a grant plente	201
185	e otros dançaban	dont lez vnes dansoient|et lez autres karoloient	202|203
186	e bailauan	& baloient	204
187|188	e otros jugauan|e façian juegos de muchas maneras	et gieuent de diuers ius	205
189	e todos andauan vestidos muy Ricamente	Si estoient toutes vestues trop richement	206
190	entonçe vinieron contraellos mas de diez caualleros faziendo muy gran [	Et auec elles venoient cheualier iussPtis elques a	207
191	]	X	208
192	e deçian todos avna voz vien venga el mejor cauallero	qui menoient la plus grant ioie|et dient a bohort	209|210
		Sire bien veignies vous soi tous lez hommes del monde	211
193	que anuestra señora libro de muerte	qui nostre dame aues rescousse de mort	212
194	e libro anos denuestros enemigos	et deliuree des mains a sez anemis|Et lors font descendre la damoisele	213|214
		et lui auekes	215
195	entonçe los desçendieron a muy gran gozo	si ne porroit nus conter la grant ioie|qui li fu faite EN tele ioie	216|217
196|197	e alegria façiendo con boores|asi que el se marauillaua ende mucho	& en tele feste com vous oliles enmenerent bohort en vne moult bele sale	218
198	e las Mesas fueron puestas	et les tables furent mises	219
199	e asentaronse a comer	si alerent mangier|Et quant il orent mangie	220|221
200|201	ca mucho lo auian menester|e desque ovieron comido la donçella le pregunto	La damoisele demanda bohort comment il auoit non	222
202	e dixo le señor	Et il li dist quil auoit non bohors li escillies	223
203	si vos pluguiere querria saber vuestro nombre	Et vous dame fait il comment est vostres nons	224
204|205	porque sepa dezir quien me fiço tanto bien donçella dixo boores yo he nombre boores el deseredado|e vos donzella dixo el	Sire fait elle iou ai a non benigne	225
206	como auedes nombre señor dixo la donçella yo he nombre velniña de glaçendo	de Glochedon|Et ensi a a non chis chastiaus	226|227
207	que asi a nombre el castillo enque estamos Ellos	A ches paroles quil disoient es vous vn escuier	228
208	ansi fablando llego vn escudero porla puerta	qui laiens entra	229
209	e finco los ynojos ante la donçella	si sagenoille deuant la damoisele	230
210	e dixole señora la donçella de hongeforte vos ymbia a saludar	& l dist|Dame : la dame de hongrefort vous salue	231|232
211	e ymbiavos deçir	& vous mande	233
212	que esta noche ven conbusco albergar	que elle veult anuit herbergier o vous|Et quant cele lentent	234|235
213	e quando la donçella esto oyo fue muy alegre	si saut sus|si ioieuse	236|237
214	e pregunto al escudero	& si lie|que nulle plus	238|239
215	do era señora dixo el escudero yo la dexe a media legua de aqui	Si demande a lescuier ou elle est|Dame ce dist cil a demie lieue pres de chi	240|241
216	e la donçella mando	Iors fait maintenant sa sele mettre	242
217	luego ensillar	& dist	243
218	e fuese con seis caualleros ala rreçebir	que elle yra encontre li|Si Lmonte maintenant	244|245
219	e dexo a boores con quatro caualleros porle fazer conpaña	& vi|cheualier aueques li	246|247
220	e quando boores sopo quela donçella de ongeforte venia no sabia	&|iiij	248|249
221	que façer	escuiers	250
222	ca no queria aquelo conoçiese	Et si laisse auec bohort|iiij	251|252
223	si pudiese ser	cheualiers por lui faire compaignie	253
224|225	e penso|asi enesto mucho	& puis sen ist de laiens	254
226	e a cabo de Pieça demando sus armas señor dixeron los caualleros	Et bohors|qui lez noueles ot entendues de la dame de hongrefort	255|256
227	que conel estauan	ne set	257
228	que para	que faire	258
		quar bien set	259
229	que las queria yo me Quiero armar dixo boores Porme yr a solazar a aquel montezillo	que elle le connistra|Et chou ne voldroit il pas	260|261
230	e luego me tornare	si pense a cheste chose moult longement|Et quant il ot pense	262|263
231	e ellos no osaron su voluntad contradeçir	si se lieue en son estant|si demande sez armes	264|265
		Sire font cil	266
232	e truxeronselas	qui aueques lui estoient pourcoi vous voles vous armer|Iou me voel fait il aler esbatre iusken cel bosket	267|268
233	e el se armo	si reuendrai maintenant|Et cil nosent son commandement refuser	269|270
234	e desque fue armado salio porvn postigo	Si li aportent sez armes|Et il sen arme	271|272
235	que estaua contrael monteçillo	puis monte sor son cheua|& se part de laiens	273|274
236	e no quiso	et ne veult	275
237	que fuese conel ninguno	que nus li face compaignie	276
238	e desque fue vn poco alongado Metiose porvna floresta	Et quant il est vn petit eslongies|si sen torne vers vne haute forest	277|278
239	que vido muy espesa	quil vit haute|& espesse	279|280
240	quanto el cauallo lo pudo lleuar	& sen vait au ferir des esperons|et se fiert en la forest tant quil	281|282
241	e el	si anuite	283
242	ansi yendo oyo vna canpana tañer	Lors oy vne cloche sonner	284
243	e luego cuido quela tañian en alguna hermita	et sot bien tantost|que ce estoit vns hermitages	285|286
244	e el fue alla	si torne cele part	287
245	e desque llego ala hermita llamo fastaque el hermitaño le vino a abrir	& descent a luis	288
246	e acogiolo	& apele	289
247|248	porque vido|que hera cauallero andante	Et hermites le rechoit a bele chiere	290
249	e el mesmo lo ayudo a desarmar	et le desarme il meismes	291
250	e desque lo ovo desarmado cogio dela yerua Parael cauallo	& puis vait coillir de lerbe pour le cheual|& fait le lit au cheualier	292|293
251	Ansi finco enla hermita	Nsi est remes bohoors chies le prodomme	294
252	e la donçella de glaçedon andubo tanto fastaque encontro ala señora de ongeforte	Et la damoisele de Glochedon tcheualche|tant que elle encontre cele de hongrefort	295|296
253	e ellas se saluaron	si sentrefont moult grant ioie	297
254	e la donzella De glazedon se marauillo mucho	Si sesmerueille moult cele de glochedon	298
255|256	quando vido|asi venir asu parienta	quant elle voit sa cousine ensi atornee	299
257	e a todas su conpaña	et toute sa maisnie	300
258|259	e preguntaronle la Razon|porque hera aquello	Si li demande locoison	301
260	asi e la donzella de ongeforte selo conto todo de cabo a cabo Como le contesçio conel cauallero	Et elle li conte lauenture de chief en chief|Et dist	302|303
261	e mi buena parienta bien sabed	que iamais ne finera desrer|deuant	304|305
262	que el es el mas fermoso cauallero	que elle asulra troue le cheualier|Car cest li plus biaus	306|307
263	que nunca vi	& li mieudres|que iou onques veisse	308|309
264	e nunca quedare de andar	et si est iouenes enfes|Si ai tel doel	310|311
265	asi fasta quelo falle	quant il me membre de la vilonnie|que iou li fis	312|313
266	ca sabed	que a poi	314
267	que el es el mejor cauallero Del mundo	que li cuers ne me part del uentre	315
268|269	e mas cortes|e es muy niño	Enon dieu bele cousine fait cele de glochedon sil vous est auenue bele auenture elle ne mest mie auenue mains bele	316
270|271	e quando me mienbro dela descortesia|e dela villania	Si li conte comment il li estoit auenu	317
272	que contrael fiz el corazon seme quiere quebrar enel cuerpo Pardios mi buena parienta dixo la dueña de glozendo mucho vos a acasesçido buena ventura		
273|274	e ami non a venido menor|e luego le conto	Et li dist	318
275	como auia acaesçido conel Cauallero	que elle auoit le cheualier herbergie	319
276	que conella albergara mas bien sabed	mais bien sachies	320
277|278	que es el mas fermoso cauallero|Que Nunca vi	que cest li plus biaus cheualiers del monde	321
279	e es muy mançebo	et iouenes est il durement|Si li deuise sa fachon	322|323
280	e luego le conto las façiones del tanto quela dueña de ongeforte entendio	et son grant|Tant que a celer de hongrefort samble	324|325
281	que hera el cauallero	que che soit cils	326
282	que ella andaua buscando	que elle quiert	327
283	e mucho sele tardaua delo ver	Si li est moult tart|que elle le voie	328|329
284	asi fueron ental manera fablando	Si cheuauchent	330
285	Que llegaron al castillo	tant que elles sont uenues au castel	331
286|287	e rresçibieron todos ala donçella de ongeforte muy honrradamente|e fizieron gran gozo conella	& puis montent el palais	332
288|289	e la donçella del castillo pregunto|luego porsu huesped	Si denande la damoisele de laiens ou sez ostes estoit	333
290|291	Por buena fee dixeron los caualleros|que auian fincado conel tomo sus armas	Par foy dame font li cheualier de laiens il sen va orendroit tous armes hors de chest chastel	334
292|293	e fuese a deportar a aquel montezillo mas|luego dixo	mais il nous dist quil reuendroit tantost	335
294|295	que se vernia Mas nunca|por alguna manera Podimos	ne onques pour nul pooir ne volt soffrir	336
296	que nos sufriese	que nus alast aueques lui	337
297	que fuesemos conel a qual parte fue dixo la donçella del castillo aquel montezillo dixeron ellos	Et quel part ala il fait elle|Dame font il vers chest bosket	338|339
298	e luego mando alos diez caualleros quelo fuesen alla a buscar	Or tost fait elle montes	340
299	e ellos lo fiçieron	si ales apres lui	341
300	ansi ca anduuieron todo el mon teçillo arriba	si le me amenes arriere|LOrs sont monte tout li cheualier	342|343
301	e ayuso Mas nunca lo pudieron fallar	et sont uenu au boskel|et cerkent amont aual	344|345
302	e tornaron	mais le cheualier quil quierent ne poent trouuer|Lors reuienent a lor dame	346|347
303	e contaronselo	& li dient	348
304	ansi asu señora Pordios dixo la donçella ni poresto no fincara	que il ne seuent quil est deuenus|Enon dieu fait elle ensi ne remandra il mie	349|350
305|306	e luego Caualgo con toda su conpaña|e fuese Al montezillo	Si monte	351
307|308	e fizolo çercar de todas partes mas nunca lo pudieron fallar|e quando ella aquello vido tornose asu castillo muy triste	et toute sa maisnie aueques li	352
309|310	e muy sañuda|e contolo	si com¬ menchent a cerkier le bosils de toutes pars	353
311	ansi ala donzella de hongeforte Como su huesped hera ydo	mais che ne lor valut riens Car il nen pueent oir nulles enseignes vraies|Et quant la damoisele voit chou	354|355
		si sen retorne a son castel dolante	356
		et corouchie	357
		et conte a cele de hongrefort comment sez ostes sen estoit partis de laiens	358
312	e la donzella les pregunto	Puis demande a chiaus de laiens	359
313	quando se fue Pordios buena señora	Biau seignor|& quant se parti il de chaiens	360|361
314	luego que vos de aqui partistes Mas dixonos	Dame ce dient cil|si tost comme se il vous en vit aler	362|363
315	que luego venia	et dist quil reuenroit tantost	364
316	Por buena fee dixo ella bien nos a engañado	par foy fait elle gabe nous a	365
317	Que armas traia dixo la donçella de hongeforte	ors demande cele de hongrefort queles armes il portoit	366
318	e la donçella selas deuiso Pordios dixo ella yo lo falle oy demañana envna floresta mas no traia el tales armas Como	Et elle li deuise Enon dieu fait elle iou le trouuai hui matin a lentree dune forest|mais il ne portoit mie tels armes comme cils	367|368
319	aquel que yo ando buscando Buena Parienta dixo la donçella del castillo el las puede auer bien trocado	que iou quier Bele cousine fait cele as de laiens|il lez puet bien auoir cangies	369|370
320	e yo vos digo ami cuidar	Et iou quit bien a mon escient	371
321	Que este es	que che soit cil	372
322	el que bos buscades	que vous queres	373
323	e Ruego vos	Si vous pri	374
324	que me dexedes convos yr fasta Quelo fallemos	que vous me laissies aler aueques vous|tant que nous laions trouue	375|376
325	e sepa la rrazon	Et lors	377
326	Porque se fue demi castillo ental manera Mucho me Plaze dixo la donzella de ongeforte	si nous dira locoison pourcoi il a laissie mon ostel en tel maniere|Il men est bel fait cele de hongrefort	378|379
327	Que vengades Pues vos plaze	que vous y ueignies|puis quil vous plaist	380|381
328	ansi fincaron toda aquella noche enla mañana tanto Como fue de dia se leuantaron	Ensi remestrent cele nuit laiens|et lendemain	382|383
		quant il virent le ior sen alerent	384
329	e fueronse del castillo enla demanda del buen cauallero Agora dexa el cuento de fablar dellas	& partirent del castel|et entrerent en la queste del cheualier	385|386
		Mais ore laisse li contes a parler daus	387
330	e de boores	et de bohort	388
331	e torna A Lançarote	& retorne a parler de lancelot del lac	389
332	Que entro enla floresta Serpentina	si comme il entra en la forest de la sapine	390
333	Asi como el cuento lo a deuisado Dize el cuento	si comme li contes a deuise|Ne dist li contes	391|392
334	que gran calentura façia el dia	que trop grant chaut fist celui ior	393
335	que lançarote entro enla floresta mas poreso no finco	que lancelot fu entres en la forest de la sapine	394
336	que el no andubiese todo el dia fasta nona	Et por chou ne remest il mie quil ne cheualchast iusques a nonne	395
337	que no encontro ome ni muger mas a hora de visperas sin falta	Si li auint ensi quil nencontra ne homme ne femme iusques a uespres|Mais lors sans faille	396|397
338	quando queria salir dela floresta	si comme il dut issir de la forest	398
339	que todo el dia le auia durado encontro vna donzella	si encontra vne damoisele	399
340	que mucho façia gran duelo	qui moult faisoit grant doel	400
341|342	e andaua envn palafren morçil|lo que traia vna muy Rica silla y freno	si cheualchoit vn moult riche palefroy a vn moult cointe lorain	401
343|344	e el saluo la donçella|e ella ael donzella dixo lançarote deçidme	& a vne sele dengletere Il salue la damoisele	402
345	porque llorades		
346|347	si vos plaze çierto dixo la donçella|si yo supiese	& elle li rent son salut	403
348|349	que me vernia Prouecho enello yo voslo diria muy de grado çierto dixo donçella enmelo deçir no aueredes vos daño|si auos pluguiere	Damoisele fet il sil vous plaisoit iou sauroie volentiers pourcoi vous plores	404
350|351	e vos dezidmelo|por conuenençia	Sire certes dist elle se iou y	405
352|353	que vos ayude yo a todo mi Poder en todas las cosas|que hubieredes menester	qui doie auoir aucun preu iou le vous diroie Damage fait il ni aurois vous ia se dieu plaist	406
354	e espeçialmente enesta	Dites le moi par tel conuent que	407
355	por que vos llorades	se iou vous	408
356|357	Ca yo porne enello el mejor Remedio|que puede ser	puis aidier a esclairier vostre cuer iou le ferai a mon pooir	409
358|359	si es cosa|que vos pueda ayudar Enel nombre de dios dixo la donçella	Enon dieu sire fet elle	410
360|361	pues vos os afincades tanto|que vos diga enque manera es	dont le vous dirai iou IL fu voirs	411
362|363	e que cosa es lo|porque yo lloro yo voslo dire	que melyagans li fiex au roy baudemagu ala a la cort au roy artu pour la royne genieure conquiere	412
364|365	asi es|que fiço tanto vna donçella	Et endementres fist tant vne damoisele	413
366	Que hera hermana de Meliangas	qui sa suer estoit	414
367	que saco dela prision a lançarote quelo tenia envna torre Meliangas no sabia	que elle geta lancelot de prison dune tour ou il estoit mis : iou ne sai porcoi Ouant elle lot deliure	415
368	porque e	si le tint aueques li	416
369|370	quando el fue libre ella lo tubo en su poder fastaque fue guarido|ca mucho auia enpeorado dela prision	tant quil fu garis Car moult auoit eu mesaise en la prison	417
371	e des	Et Io	418
372	que fue guarido fuese ala corte del Rey Artur	puis quant il fu garis	419
373	e Mato alla a meliangas segund cuido	si lenvoia a la cort au roy artu ou il ochist melyagant chou sauons nous bien	420
374	que oystes mas tan ayna	Mais si tost	421
375	como sus parientes lo supieron	que si parent le sorent	422
376	que ella auia hechado dela prision a lançarote Dixeron quelo auia fecho	que elle auoit lancelot gete de prison|Si distrent	423|424
377	por amor de Meliangas delo matar	que elle lauoit fet pour melyagant ocirre	425
378	e tomaronla afuerça	Si le pristrent a force	426
379	e pusieronla en prision	et locoisonnerent de sa mort	427
380	e dixeron	Et distrent	428
381	que si no fallare quien la defender de aquesto	que se elle ne trouuast|qui len deffendist	429|430
382	que farian della grand justiçia Como deuen de fazer de muger	que on feroit de li autel iustice com on deueroit faire de femme	431
383	que asu hermano auia muerto	qui son frere auoit ocis	432
384|385	e ella dixo|que bien fallaria quien la defendiese	Et elle dist quele le trouueroit bien	433
386	e luego pusieronle dia señalado Parase defender	Si mist iour dun cheualier amener auant|pour li desfendre	434|435
387|388	Por cauallero|e ella ymbio a buscar	Si sen est	436
389	por muchos lugares quien le defendiese mas nunca a podido fallar Cauallero	puis pourchascie en pluisors lieus|mais onques ne troua cheualier	437|438
390	que armas quiera tomar contra aquel Cauallero	qui sez armes en osast prendre encontre celui	439
391	que deste pleito la a Reptado	qui apelee len auoit	440
392	e el Plazo se cumple Mañana ental manera	Ore est la chose tant alee	441
393	que si fasta ora de terçia no falla defensor tomaran della	que li iors fu atermines a hui|si na trouue nul desfendeour	442|443
394	luego vengança	Et pour chou dient li vn	444
395	e la vengança sera tal	& li autre quele est atainte del mesfait	445
396	que la Quemaran	que on li a mis sus	446
397|398	e poresto lloro yo|asi tan fuertemente	si lont iugiee lal ardoir le matin	447
399	porque aquella es vna delas altas donzellas del mundo agora me deçid donçella dixo lançarote	Et pour chou quil men ramenbroit ore ploroie iou Car elle estoit vne des plus hautes damoiseles del monde|& des plus uaillans CAr me dites	448|449
		dont damoisele fait lancelot	450
400	si ella fallase tras quien la defendiese seria ella quita del todo señor dixo ella no se	se elle trouoit demain O|qui le desfendist dont: ne seroit elle quite del iugement	451|452
		Sire fait elle iou ne sai	453
